year,race,position,number,driver,car,lap,time_of_day,time,avg_speed
2022,Belgium,4,63, Russell,Mercedes,31,16:05:48,1:50.793,227.581
2022,Belgium,5,4, Norris,McLaren Mercedes,31,16:06:37,1:51.678,225.777
2022,Belgium,6,31, Ocon,Alpine Renault,36,16:15:50,1:51.717,225.698
2022,Belgium,7,55, Sainz,Ferrari,32,16:07:34,1:51.977,225.174
2022,Belgium,8,6, Latifi,Williams Mercedes,38,16:20:24,1:52.256,224.615
2022,Belgium,9,24,Zhou ,Alfa Romeo Ferrari,30,16:04:45,1:52.317,224.493
2022,Belgium,10,22, Tsunoda,AlphaTauri RBPT,32,16:08:35,1:52.436,224.255
2022,Belgium,11,5, Vettel,Aston Martin Aramco Mercedes,40,16:23:23,1:52.515,224.098
2022,Belgium,12,47, Schumacher,Haas Ferrari,35,16:14:30,1:52.646,223.837
2022,Belgium,13,14, Alonso,Alpine Renault,35,16:13:50,1:52.868,223.397
2022,Belgium,14,18, Stroll,Aston Martin Aramco Mercedes,29,16:02:47,1:52.880,223.373
2022,Belgium,15,10, Gasly,AlphaTauri RBPT,24,15:53:09,1:53.002,223.132
2022,Belgium,16,23, Albon,Williams Mercedes,28,16:00:51,1:53.055,223.027
2022,Belgium,17,3, Ricciardo,McLaren Mercedes,34,16:12:21,1:53.080,222.978
2022,Belgium,18,20, Magnussen,Haas Ferrari,29,16:02:57,1:53.332,222.482
2022,Netherlands,1,1, Verstappen,Red Bull Racing RBPT,62,16:27:18,1:13.652,208.173
2022,Netherlands,2,63, Russell,Mercedes,72,16:39:43,1:13.671,208.119
2022,Netherlands,3,44, Hamilton,Mercedes,54,16:13:20,1:13.854,207.604
2022,Netherlands,4,14, Alonso,Alpine Renault,51,16:10:16,1:14.144,206.792
2022,Netherlands,5,11, Perez,Red Bull Racing RBPT,63,16:28:38,1:14.404,206.069
2022,Netherlands,6,16, Leclerc,Ferrari,62,16:27:22,1:14.413,206.044
2022,Netherlands,7,55, Sainz,Ferrari,63,16:28:38,1:14.643,205.409
2022,Netherlands,8,4, Norris,McLaren Mercedes,63,16:28:40,1:14.706,205.236
2022,Netherlands,9,5, Vettel,Aston Martin Aramco Mercedes,50,16:10:00,1:14.862,204.808
2022,Netherlands,10,18, Stroll,Aston Martin Aramco Mercedes,65,16:31:12,1:15.043,204.314
2022,Netherlands,11,31, Ocon,Alpine Renault,64,16:29:57,1:15.084,204.203
2022,Netherlands,12,10, Gasly,AlphaTauri RBPT,65,16:31:13,1:15.165,203.983
2022,Netherlands,13,47, Schumacher,Haas Ferrari,51,16:11:13,1:15.233,203.798
2022,Netherlands,14,20, Magnussen,Haas Ferrari,53,16:13:50,1:15.369,203.431
2022,Netherlands,15,23, Albon,Williams Mercedes,65,16:31:16,1:15.534,202.986
2022,Netherlands,16,3, Ricciardo,McLaren Mercedes,52,16:12:36,1:15.577,202.871
2022,Netherlands,17,24,Zhou ,Alfa Romeo Ferrari,63,16:28:48,1:15.940,201.901
2022,Netherlands,18,6, Latifi,Williams Mercedes,62,16:28:51,1:16.066,201.567
2022,Netherlands,19,77, Bottas,Alfa Romeo Ferrari,51,16:11:00,1:16.844,199.526
2022,Netherlands,20,22, Tsunoda,AlphaTauri RBPT,16,15:24:18,1:17.138,198.765
2022,Italy,1,11, Perez,Red Bull Racing RBPT,46,16:11:02,1:24.030,248.182
2022,Italy,2,16, Leclerc,Ferrari,38,15:58:50,1:24.336,247.282
2022,Italy,3,44, Hamilton,Mercedes,43,16:06:39,1:24.434,246.995
2022,Italy,4,55, Sainz,Ferrari,41,16:03:26,1:24.446,246.960
2022,Italy,5,4, Norris,McLaren Mercedes,43,16:06:44,1:24.718,246.167
2022,Italy,6,1, Verstappen,Red Bull Racing RBPT,38,15:58:31,1:24.745,246.088
2022,Italy,7,63, Russell,Mercedes,40,16:01:47,1:25.288,244.522
2022,Italy,8,47, Schumacher,Haas Ferrari,43,16:07:10,1:25.298,244.493
2022,Italy,9,77, Bottas,Alfa Romeo Ferrari,45,16:10:04,1:25.706,243.329
2022,Italy,10,24,Zhou ,Alfa Romeo Ferrari,41,16:04:05,1:26.361,241.484
2022,Italy,11,31, Ocon,Alpine Renault,37,15:58:21,1:26.593,240.837
2022,Italy,12,3, Ricciardo,McLaren Mercedes,39,16:01:08,1:26.603,240.809
2022,Italy,13,45, De Vries,Williams Mercedes,41,16:04:05,1:26.624,240.750
2022,Italy,14,10, Gasly,AlphaTauri RBPT,30,15:48:04,1:26.718,240.489
2022,Italy,15,6, Latifi,Williams Mercedes,17,15:29:23,1:26.798,240.268
2022,Italy,16,20, Magnussen,Haas Ferrari,37,15:58:46,1:26.798,240.268
2022,Italy,17,22, Tsunoda,AlphaTauri RBPT,43,16:07:08,1:26.857,240.105
2022,Italy,18,14, Alonso,Alpine Renault,7,15:13:46,1:27.203,239.152
2022,Italy,19,18, Stroll,Aston Martin Aramco Mercedes,34,15:54:11,1:27.467,238.430
2022,Italy,20,5, Vettel,Aston Martin Aramco Mercedes,4,15:09:28,1:27.501,238.337
2022,Singapore,1,63, Russell,Mercedes,54,23:05:33,1:46.458,171.211
2022,Singapore,2,11, Perez,Red Bull Racing RBPT,57,23:07:32,1:48.165,168.509
2022,Singapore,3,55, Sainz,Ferrari,59,23:11:26,1:48.414,168.122
2022,Singapore,4,16, Leclerc,Ferrari,54,23:02:11,1:48.753,167.598
2022,Singapore,5,1, Verstappen,Red Bull Racing RBPT,52,22:59:20,1:49.142,167.000
2022,Singapore,6,4, Norris,McLaren Mercedes,56,23:06:07,1:49.212,166.893
2022,Singapore,7,18, Stroll,Aston Martin Aramco Mercedes,58,23:10:20,1:50.283,165.272
2022,Singapore,8,47, Schumacher,Haas Ferrari,58,23:12:34,1:50.290,165.262
2022,Singapore,9,10, Gasly,AlphaTauri RBPT,56,23:06:50,1:50.569,164.845
2022,Singapore,10,44, Hamilton,Mercedes,58,23:10:27,1:50.622,164.766
2022,Singapore,11,5, Vettel,Aston Martin Aramco Mercedes,58,23:10:23,1:50.669,164.696
2022,Singapore,12,3, Ricciardo,McLaren Mercedes,57,23:08:25,1:51.006,164.196
2022,Singapore,13,77, Bottas,Alfa Romeo Ferrari,52,22:59:29,1:51.864,162.937
2022,Singapore,14,20, Magnussen,Haas Ferrari,59,23:12:49,1:52.067,162.641
2022,Singapore,15,22, Tsunoda,AlphaTauri RBPT,32,22:18:12,1:58.716,153.532
2022,Singapore,16,14, Alonso,Alpine Renault,19,21:49:29,2:00.463,151.306
2022,Singapore,17,31, Ocon,Alpine Renault,24,22:00:47,2:01.105,150.504
2022,Singapore,18,23, Albon,Williams Mercedes,24,22:01:00,2:02.121,149.251
2022,Singapore,19,24,Zhou ,Alfa Romeo Ferrari,5,21:19:49,2:05.556,145.168
2022,Singapore,20,6, Latifi,Williams Mercedes,5,21:19:49,2:05.585,145.135
2022,Japan,1,24,Zhou ,Alfa Romeo Ferrari,20,16:52:17,1:44.411,200.220
2022,Japan,2,14, Alonso,Alpine Renault,25,17:00:46,1:44.412,200.218
2022,Japan,3,16, Leclerc,Ferrari,10,16:33:12,1:44.489,200.070
2022,Japan,4,1, Verstappen,Red Bull Racing RBPT,10,16:33:08,1:44.911,199.266
2022,Japan,5,18, Stroll,Aston Martin Aramco Mercedes,21,16:53:56,1:45.205,198.709
2022,Japan,6,10, Gasly,AlphaTauri RBPT,22,16:55:53,1:45.387,198.366
2022,Japan,7,44, Hamilton,Mercedes,11,16:35:12,1:45.530,198.097
2022,Japan,8,22, Tsunoda,AlphaTauri RBPT,22,16:55:48,1:45.893,197.418
2022,Japan,9,11, Perez,Red Bull Racing RBPT,11,16:35:06,1:46.120,196.995
2022,Japan,10,47, Schumacher,Haas Ferrari,13,16:39:23,1:46.545,196.210
2022,Japan,11,31, Ocon,Alpine Renault,11,16:35:11,1:46.559,196.184
2022,Japan,12,5, Vettel,Aston Martin Aramco Mercedes,13,16:38:52,1:46.964,195.441
2022,Japan,13,63, Russell,Mercedes,21,16:53:29,1:47.004,195.368
2022,Japan,14,77, Bottas,Alfa Romeo Ferrari,11,16:35:30,1:47.820,193.889
2022,Japan,15,3, Ricciardo,McLaren Mercedes,11,16:35:28,1:47.843,193.848
2022,Japan,16,20, Magnussen,Haas Ferrari,10,16:33:41,1:48.072,193.437
2022,Japan,17,4, Norris,McLaren Mercedes,8,16:29:54,1:48.175,193.253
2022,Japan,18,6, Latifi,Williams Mercedes,12,16:37:09,1:48.371,192.904
2022,United States,1,63, Russell,Mercedes,56,15:46:36,1:38.788,200.902
2022,United States,2,1, Verstappen,Red Bull Racing RBPT,37,15:14:07,1:39.541,199.383
2022,United States,3,11, Perez,Red Bull Racing RBPT,44,15:25:54,1:39.563,199.339
2022,United States,4,16, Leclerc,Ferrari,37,15:14:06,1:39.731,199.003
2022,United States,5,44, Hamilton,Mercedes,45,15:27:25,1:39.830,198.805
2022,United States,6,31, Ocon,Alpine Renault,49,15:35:12,1:41.243,196.031
2022,United States,7,4, Norris,McLaren Mercedes,49,15:34:51,1:41.322,195.878
2022,United States,8,5, Vettel,Aston Martin Aramco Mercedes,39,15:17:21,1:41.538,195.461
2022,United States,9,10, Gasly,AlphaTauri RBPT,55,15:45:21,1:41.674,195.200
2022,United States,10,14, Alonso,Alpine Renault,51,15:38:13,1:41.804,194.951
2022,United States,11,22, Tsunoda,AlphaTauri RBPT,36,15:12:44,1:42.206,194.184
2022,United States,12,47, Schumacher,Haas Ferrari,55,15:45:27,1:42.320,193.967
2022,United States,13,24,Zhou ,Alfa Romeo Ferrari,39,15:17:50,1:42.394,193.827
2022,United States,14,3, Ricciardo,McLaren Mercedes,55,15:45:39,1:42.420,193.778
2022,United States,15,23, Albon,Williams Mercedes,46,15:29:50,1:42.471,193.682
2022,United States,16,20, Magnussen,Haas Ferrari,35,15:10:48,1:42.546,193.540
2022,United States,17,18, Stroll,Aston Martin Aramco Mercedes,3,14:08:50,1:43.080,192.537
2022,United States,18,77, Bottas,Alfa Romeo Ferrari,4,14:10:43,1:43.391,191.958
2022,United States,19,6, Latifi,Williams Mercedes,54,15:44:02,1:43.485,191.784
2022,Mexico,1,63, Russell,Mercedes,71,15:42:32,1:20.153,193.310
2022,Mexico,2,11, Perez,Red Bull Racing RBPT,30,14:45:14,1:21.775,189.476
2022,Mexico,3,3, Ricciardo,McLaren Mercedes,48,15:11:17,1:22.022,188.905
2022,Mexico,4,1, Verstappen,Red Bull Racing RBPT,36,14:53:18,1:22.046,188.850
2022,Mexico,5,44, Hamilton,Mercedes,32,14:47:56,1:22.062,188.813
2022,Mexico,6,55, Sainz,Ferrari,32,14:48:24,1:22.199,188.498
2022,Mexico,7,24,Zhou ,Alfa Romeo Ferrari,47,15:10:11,1:22.260,188.358
2022,Mexico,8,10, Gasly,AlphaTauri RBPT,42,15:03:16,1:22.277,188.319
2022,Mexico,9,18, Stroll,Aston Martin Aramco Mercedes,42,15:03:28,1:22.463,187.895
2022,Mexico,10,16, Leclerc,Ferrari,48,15:10:35,1:22.603,187.576
2022,Mexico,11,14, Alonso,Alpine Renault,48,15:11:02,1:22.866,186.981
2022,Mexico,12,23, Albon,Williams Mercedes,48,15:11:32,1:22.914,186.873
2022,Mexico,13,5, Vettel,Aston Martin Aramco Mercedes,45,15:07:18,1:23.086,186.486
2022,Mexico,14,31, Ocon,Alpine Renault,48,15:11:09,1:23.279,186.054
2022,Mexico,15,20, Magnussen,Haas Ferrari,49,15:13:25,1:23.300,186.007
2022,Mexico,16,77, Bottas,Alfa Romeo Ferrari,43,15:04:11,1:23.363,185.866
2022,Mexico,17,4, Norris,McLaren Mercedes,48,15:11:14,1:23.402,185.779
2022,Mexico,18,22, Tsunoda,AlphaTauri RBPT,48,15:11:16,1:23.403,185.777
2022,Mexico,19,47, Schumacher,Haas Ferrari,30,14:46:23,1:23.641,185.248
2022,Mexico,20,6, Latifi,Williams Mercedes,56,15:23:55,1:23.709,185.098
2022,Brazil,1,63, Russell,Mercedes,61,16:28:58,1:13.785,210.237
2022,Brazil,2,44, Hamilton,Mercedes,63,16:31:27,1:13.942,209.791
2022,Brazil,3,55, Sainz,Ferrari,65,16:33:58,1:13.953,209.760
2022,Brazil,4,14, Alonso,Alpine Renault,62,16:30:18,1:14.164,209.163
2022,Brazil,5,1, Verstappen,Red Bull Racing RBPT,64,16:32:49,1:14.195,209.076
2022,Brazil,6,16, Leclerc,Ferrari,63,16:31:31,1:14.253,208.912
2022,Brazil,7,11, Perez,Red Bull Racing RBPT,62,16:30:16,1:14.283,208.828
2022,Brazil,8,18, Stroll,Aston Martin Aramco Mercedes,50,16:11:50,1:14.831,207.299
2022,Brazil,9,31, Ocon,Alpine Renault,65,16:34:07,1:15.093,206.575
2022,Brazil,10,47, Schumacher,Haas Ferrari,63,16:31:41,1:15.251,206.142
2022,Brazil,11,6, Latifi,Williams Mercedes,59,16:26:45,1:15.327,205.934
2022,Brazil,12,10, Gasly,AlphaTauri RBPT,64,16:32:57,1:15.327,205.934
2022,Brazil,13,22, Tsunoda,AlphaTauri RBPT,63,16:33:00,1:15.508,205.440
2022,Brazil,14,77, Bottas,Alfa Romeo Ferrari,62,16:30:21,1:15.511,205.432
2022,Brazil,15,5, Vettel,Aston Martin Aramco Mercedes,64,16:32:54,1:15.549,205.328
2022,Brazil,16,23, Albon,Williams Mercedes,49,16:10:47,1:15.613,205.155
2022,Brazil,17,24,Zhou ,Alfa Romeo Ferrari,64,16:32:56,1:15.802,204.643
2022,Brazil,18,4, Norris,McLaren Mercedes,48,16:09:10,1:15.855,204.500
2022,Abu Dhabi,1,4, Norris,McLaren Mercedes,44,18:10:55,1:28.391,215.085
2022,Abu Dhabi,2,63, Russell,Mercedes,48,18:16:32,1:28.836,214.007
2022,Abu Dhabi,3,55, Sainz,Ferrari,50,18:19:24,1:28.879,213.904
2022,Abu Dhabi,4,11, Perez,Red Bull Racing RBPT,52,18:22:10,1:28.972,213.680
2022,Abu Dhabi,5,31, Ocon,Alpine Renault,45,18:12:29,1:29.333,212.817
2022,Abu Dhabi,6,1, Verstappen,Red Bull Racing RBPT,54,18:24:57,1:29.392,212.676
2022,Abu Dhabi,7,22, Tsunoda,AlphaTauri RBPT,40,18:05:11,1:29.489,212.446
2022,Abu Dhabi,8,24,Zhou ,Alfa Romeo Ferrari,53,18:25:10,1:29.600,212.183
2022,Abu Dhabi,9,18, Stroll,Aston Martin Aramco Mercedes,42,18:08:04,1:29.620,212.135
2022,Abu Dhabi,10,16, Leclerc,Ferrari,48,18:16:06,1:29.719,211.901
2022,Abu Dhabi,11,44, Hamilton,Mercedes,42,18:07:14,1:29.788,211.738
2022,Abu Dhabi,12,47, Schumacher,Haas Ferrari,39,18:04:00,1:29.833,211.632
2022,Abu Dhabi,13,23, Albon,Williams Mercedes,40,18:05:15,1:29.939,211.383
2022,Abu Dhabi,14,6, Latifi,Williams Mercedes,45,18:13:51,1:30.309,210.517
2022,Abu Dhabi,15,5, Vettel,Aston Martin Aramco Mercedes,35,17:57:27,1:30.312,210.510
2022,Abu Dhabi,16,77, Bottas,Alfa Romeo Ferrari,47,18:16:12,1:30.352,210.417
2022,Abu Dhabi,17,14, Alonso,Alpine Renault,24,17:40:29,1:30.579,209.889
2022,Abu Dhabi,18,3, Ricciardo,McLaren Mercedes,45,18:12:34,1:30.785,209.413
2022,Abu Dhabi,19,10, Gasly,AlphaTauri RBPT,16,17:28:27,1:31.081,208.732
2022,Abu Dhabi,20,20, Magnussen,Haas Ferrari,40,18:05:40,1:31.158,208.556
2021,Bahrain,1,77, Bottas,Mercedes,56,19:39:51,1:32.090,211.566
2021,Bahrain,2,33, Verstappen,Red Bull Racing Honda,41,19:15:41,1:33.228,208.984
2021,Bahrain,3,11, Perez,Red Bull Racing Honda,44,19:21:10,1:33.970,207.334
2021,Bahrain,4,44, Hamilton,Mercedes,44,19:20:17,1:34.015,207.235
2021,Bahrain,5,10, Gasly,AlphaTauri Honda,48,19:28:30,1:34.090,207.069
2021,Bahrain,6,4, Norris,McLaren Mercedes,38,19:11:28,1:34.396,206.398
2021,Bahrain,7,55, Sainz,Ferrari,48,19:27:39,1:34.509,206.151
2021,Bahrain,8,22, Tsunoda,AlphaTauri Honda,38,19:11:55,1:34.761,205.603
2021,Bahrain,9,18, Stroll,Aston Martin Mercedes,31,19:00:34,1:34.865,205.378
2021,Bahrain,10,3, Ricciardo,McLaren Mercedes,36,19:08:28,1:34.932,205.233
2021,Bahrain,11,16, Leclerc,Ferrari,39,19:13:07,1:34.988,205.112
2021,Bahrain,12,63, Russell,Williams Mercedes,40,19:15:30,1:35.036,205.008
2021,Bahrain,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,32,19:02:27,1:35.122,204.823
2021,Bahrain,14,7, Räikkönen,Alfa Romeo Racing Ferrari,45,19:23:10,1:35.192,204.672
2021,Bahrain,15,31, Ocon,Alpine Renault,33,19:04:02,1:35.250,204.548
2021,Bahrain,16,5, Vettel,Aston Martin Mercedes,26,18:52:42,1:35.566,203.871
2021,Bahrain,17,14, Alonso,Alpine Renault,31,19:00:49,1:36.063,202.816
2021,Bahrain,18,47, Schumacher,Haas Ferrari,38,19:12:56,1:36.134,202.667
2021,Bahrain,19,6, Latifi,Williams Mercedes,16,18:36:21,1:36.602,201.685
2021,Emilia Romagna,1,44, Hamilton,Mercedes,60,17:02:16,1:16.702,230.403
2021,Emilia Romagna,2,33, Verstappen,Red Bull Racing Honda,60,17:01:56,1:17.524,227.960
2021,Emilia Romagna,3,4, Norris,McLaren Mercedes,63,17:06:13,1:18.259,225.819
2021,Emilia Romagna,4,11, Perez,Red Bull Racing Honda,49,16:48:23,1:18.334,225.603
2021,Emilia Romagna,5,22, Tsunoda,AlphaTauri Honda,62,17:05:40,1:18.353,225.548
2021,Emilia Romagna,6,16, Leclerc,Ferrari,60,17:02:20,1:18.379,225.473
2021,Emilia Romagna,7,55, Sainz,Ferrari,60,17:02:21,1:18.490,225.154
2021,Emilia Romagna,8,10, Gasly,AlphaTauri Honda,59,17:01:24,1:18.782,224.320
2021,Emilia Romagna,9,18, Stroll,Aston Martin Mercedes,52,16:52:07,1:18.994,223.718
2021,Emilia Romagna,10,5, Vettel,Aston Martin Mercedes,59,17:01:48,1:19.074,223.491
2021,Emilia Romagna,11,47, Schumacher,Haas Ferrari,58,17:01:50,1:19.193,223.156
2021,Emilia Romagna,12,3, Ricciardo,McLaren Mercedes,54,16:54:44,1:19.341,222.739
2021,Emilia Romagna,13,14, Alonso,Alpine Renault,62,17:05:37,1:19.396,222.585
2021,Emilia Romagna,14,31, Ocon,Alpine Renault,62,17:05:36,1:19.417,222.526
2021,Emilia Romagna,15,7, Räikkönen,Alfa Romeo Racing Ferrari,62,17:05:35,1:19.422,222.512
2021,Emilia Romagna,16,99, Giovinazzi,Alfa Romeo Racing Ferrari,57,16:59:24,1:19.470,222.378
2021,Emilia Romagna,17,9, Mazepin,Haas Ferrari,55,16:58:32,1:20.402,219.800
2021,Emilia Romagna,18,63, Russell,Williams Mercedes,28,15:51:18,1:26.543,204.203
2021,Emilia Romagna,19,77, Bottas,Mercedes,30,15:54:14,1:28.485,199.721
2021,Portugal,1,77, Bottas,Mercedes,65,16:36:46,1:19.865,209.738
2021,Portugal,2,11, Perez,Red Bull Racing Honda,55,16:23:11,1:20.643,207.715
2021,Portugal,3,33, Verstappen,Red Bull Racing Honda,62,16:32:12,1:20.695,207.581
2021,Portugal,4,44, Hamilton,Mercedes,47,16:11:48,1:20.933,206.971
2021,Portugal,5,14, Alonso,Alpine Renault,66,16:38:39,1:21.032,206.718
2021,Portugal,6,16, Leclerc,Ferrari,63,16:34:21,1:21.496,205.541
2021,Portugal,7,4, Norris,McLaren Mercedes,55,16:23:24,1:21.696,205.038
2021,Portugal,8,31, Ocon,Alpine Renault,34,15:54:39,1:21.886,204.562
2021,Portugal,9,18, Stroll,Aston Martin Mercedes,59,16:29:21,1:21.970,204.352
2021,Portugal,10,3, Ricciardo,McLaren Mercedes,64,16:36:04,1:21.987,204.310
2021,Portugal,11,10, Gasly,AlphaTauri Honda,65,16:37:28,1:22.014,204.243
2021,Portugal,12,22, Tsunoda,AlphaTauri Honda,61,16:32:29,1:22.058,204.133
2021,Portugal,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,60,16:30:42,1:22.167,203.862
2021,Portugal,14,55, Sainz,Ferrari,60,16:30:33,1:22.325,203.471
2021,Portugal,15,5, Vettel,Aston Martin Mercedes,60,16:30:44,1:22.416,203.246
2021,Portugal,16,63, Russell,Williams Mercedes,60,16:31:42,1:22.654,202.661
2021,Portugal,17,47, Schumacher,Haas Ferrari,61,16:33:25,1:22.755,202.414
2021,Portugal,18,6, Latifi,Williams Mercedes,60,16:32:01,1:23.155,201.440
2021,Portugal,19,9, Mazepin,Haas Ferrari,64,16:38:44,1:23.641,200.270
2021,Spain,1,33, Verstappen,Red Bull Racing Honda,62,16:31:20,1:18.149,215.357
2021,Spain,2,77, Bottas,Mercedes,65,16:35:31,1:19.430,211.884
2021,Spain,3,11, Perez,Red Bull Racing Honda,60,16:29:21,1:19.483,211.743
2021,Spain,4,16, Leclerc,Ferrari,64,16:34:34,1:20.459,209.174
2021,Spain,5,44, Hamilton,Mercedes,54,16:20:08,1:20.665,208.640
2021,Spain,6,14, Alonso,Alpine Renault,63,16:34:51,1:21.182,207.311
2021,Spain,7,4, Norris,McLaren Mercedes,56,16:24:24,1:21.279,207.064
2021,Spain,8,10, Gasly,AlphaTauri Honda,64,16:35:40,1:21.375,206.820
2021,Spain,9,55, Sainz,Ferrari,53,16:19:52,1:21.568,206.330
2021,Spain,10,3, Ricciardo,McLaren Mercedes,60,16:29:25,1:21.853,205.612
2021,Spain,11,18, Stroll,Aston Martin Mercedes,47,16:11:57,1:22.607,203.735
2021,Spain,12,47, Schumacher,Haas Ferrari,54,16:22:27,1:22.637,203.661
2021,Spain,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,42,16:05:25,1:22.802,203.255
2021,Spain,14,5, Vettel,Aston Martin Mercedes,56,16:24:35,1:22.820,203.211
2021,Spain,15,7, Räikkönen,Alfa Romeo Racing Ferrari,54,16:21:46,1:22.868,203.094
2021,Spain,16,6, Latifi,Williams Mercedes,57,16:26:23,1:22.905,203.003
2021,Spain,17,63, Russell,Williams Mercedes,30,15:47:59,1:23.208,202.264
2021,Spain,18,31, Ocon,Alpine Renault,46,16:10:05,1:23.311,202.014
2021,Spain,19,9, Mazepin,Haas Ferrari,45,16:10:14,1:24.040,200.261
2021,Spain,20,22, Tsunoda,AlphaTauri Honda,5,15:10:42,1:24.825,198.408
2021,Monaco,1,44, Hamilton,Mercedes,69,16:31:41,1:12.909,164.769
2021,Monaco,2,22, Tsunoda,AlphaTauri Honda,66,16:29:05,1:14.037,162.259
2021,Monaco,3,11, Perez,Red Bull Racing Honda,32,15:44:05,1:14.552,161.138
2021,Monaco,4,3, Ricciardo,McLaren Mercedes,43,15:59:09,1:14.578,161.082
2021,Monaco,5,55, Sainz,Ferrari,35,15:48:00,1:14.621,160.989
2021,Monaco,6,33, Verstappen,Red Bull Racing Honda,58,16:16:44,1:14.649,160.929
2021,Monaco,7,4, Norris,McLaren Mercedes,76,16:39:40,1:14.670,160.883
2021,Monaco,8,18, Stroll,Aston Martin Mercedes,74,16:38:08,1:14.674,160.875
2021,Monaco,9,7, Räikkönen,Alfa Romeo Racing Ferrari,55,16:14:27,1:14.971,160.237
2021,Monaco,10,14, Alonso,Alpine Renault,70,16:33:45,1:15.026,160.120
2021,Monaco,11,5, Vettel,Aston Martin Mercedes,33,15:45:41,1:15.316,159.503
2021,Monaco,12,31, Ocon,Alpine Renault,41,15:56:18,1:15.316,159.503
2021,Monaco,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,41,15:56:20,1:15.331,159.472
2021,Monaco,14,10, Gasly,AlphaTauri Honda,71,16:33:55,1:15.412,159.300
2021,Monaco,15,63, Russell,Williams Mercedes,59,16:20:09,1:15.539,159.033
2021,Monaco,16,6, Latifi,Williams Mercedes,66,16:29:03,1:15.573,158.961
2021,Monaco,17,77, Bottas,Mercedes,18,15:26:01,1:15.706,158.682
2021,Monaco,18,47, Schumacher,Haas Ferrari,51,16:11:30,1:16.425,157.189
2021,Monaco,19,9, Mazepin,Haas Ferrari,64,16:28:16,1:16.866,156.287
2021,Azerbaijan,1,33, Verstappen,Red Bull Racing Honda,44,17:27:50,1:44.481,206.839
2021,Azerbaijan,2,11, Perez,Red Bull Racing Honda,45,17:29:39,1:44.687,206.432
2021,Azerbaijan,3,44, Hamilton,Mercedes,43,17:26:10,1:44.769,206.270
2021,Azerbaijan,4,5, Vettel,Aston Martin Mercedes,41,17:22:43,1:44.890,206.032
2021,Azerbaijan,5,22, Tsunoda,AlphaTauri Honda,46,17:31:37,1:44.939,205.936
2021,Azerbaijan,6,10, Gasly,AlphaTauri Honda,44,17:28:02,1:45.220,205.386
2021,Azerbaijan,7,4, Norris,McLaren Mercedes,41,17:22:50,1:45.326,205.180
2021,Azerbaijan,8,16, Leclerc,Ferrari,46,17:31:36,1:45.382,205.071
2021,Azerbaijan,9,99, Giovinazzi,Alfa Romeo Racing Ferrari,44,17:28:14,1:45.575,204.696
2021,Azerbaijan,10,7, Räikkönen,Alfa Romeo Racing Ferrari,43,17:26:27,1:45.601,204.645
2021,Azerbaijan,11,14, Alonso,Alpine Renault,42,17:24:40,1:45.624,204.601
2021,Azerbaijan,12,77, Bottas,Mercedes,43,17:26:30,1:45.665,204.521
2021,Azerbaijan,13,55, Sainz,Ferrari,42,17:24:37,1:45.700,204.454
2021,Azerbaijan,14,3, Ricciardo,McLaren Mercedes,43,17:26:25,1:45.713,204.428
2021,Azerbaijan,15,63, Russell,Williams Mercedes,43,17:26:33,1:45.959,203.954
2021,Azerbaijan,16,18, Stroll,Aston Martin Mercedes,28,16:54:28,1:46.207,203.478
2021,Azerbaijan,17,6, Latifi,Williams Mercedes,42,17:24:51,1:46.608,202.712
2021,Azerbaijan,18,47, Schumacher,Haas Ferrari,41,17:23:06,1:47.624,200.799
2021,Azerbaijan,19,9, Mazepin,Haas Ferrari,40,17:22:16,1:47.747,200.569
2021,Azerbaijan,20,31, Ocon,Alpine Renault,2,16:07:50,1:50.850,194.955
2021,France,1,33, Verstappen,Red Bull Racing Honda,35,16:01:43,1:36.404,218.156
2021,France,2,11, Perez,Red Bull Racing Honda,53,16:31:00,1:36.693,217.504
2021,France,3,77, Bottas,Mercedes,19,15:35:21,1:36.960,216.905
2021,France,4,5, Vettel,Aston Martin Mercedes,52,16:30:34,1:37.138,216.508
2021,France,5,44, Hamilton,Mercedes,44,16:16:11,1:37.410,215.903
2021,France,6,4, Norris,McLaren Mercedes,52,16:30:18,1:37.425,215.870
2021,France,7,14, Alonso,Alpine Renault,44,16:17:23,1:37.646,215.382
2021,France,8,16, Leclerc,Ferrari,43,16:16:13,1:37.681,215.304
2021,France,9,18, Stroll,Aston Martin Mercedes,44,16:17:38,1:37.828,214.981
2021,France,10,7, Räikkönen,Alfa Romeo Racing Ferrari,46,16:21:16,1:37.992,214.621
2021,France,11,10, Gasly,AlphaTauri Honda,44,16:17:21,1:38.103,214.378
2021,France,12,6, Latifi,Williams Mercedes,50,16:27:58,1:38.313,213.920
2021,France,13,63, Russell,Williams Mercedes,52,16:31:00,1:38.314,213.918
2021,France,14,3, Ricciardo,McLaren Mercedes,45,16:18:56,1:38.324,213.896
2021,France,15,31, Ocon,Alpine Renault,33,15:59:36,1:38.645,213.200
2021,France,16,99, Giovinazzi,Alfa Romeo Racing Ferrari,36,16:04:36,1:38.702,213.077
2021,France,17,47, Schumacher,Haas Ferrari,51,16:30:07,1:38.847,212.765
2021,France,18,55, Sainz,Ferrari,19,15:35:52,1:38.931,212.584
