year,race,position,number,driver,car,lap,time_of_day,time,avg_speed
2009,Turkey,7,5, Kubica,Sauber BMW,58,,1:28.008,218.352
2009,Turkey,8,4, Räikkönen,Ferrari,58,,1:28.061,218.221
2009,Turkey,9,3, Massa,Ferrari,41,,1:28.176,217.936
2009,Turkey,10,6, Heidfeld,Sauber BMW,43,,1:28.214,217.842
2009,Turkey,11,16, Rosberg,Williams Toyota,36,,1:28.222,217.823
2009,Turkey,12,8, Piquet,Renault,45,,1:28.340,217.532
2009,Turkey,13,7, Alonso,Renault,57,,1:28.389,217.411
2009,Turkey,14,23, Barrichello,Brawn Mercedes,37,,1:28.526,217.075
2009,Turkey,15,1, Hamilton,McLaren Mercedes,53,,1:28.562,216.986
2009,Turkey,16,12, Buemi,STR Ferrari,57,,1:28.624,216.835
2009,Turkey,17,11, Bourdais,STR Ferrari,53,,1:29.022,215.865
2009,Turkey,18,2, Kovalainen,McLaren Mercedes,41,,1:29.174,215.497
2009,Turkey,19,20, Sutil,Force India Mercedes,55,,1:29.192,215.454
2009,Turkey,20,21, Fisichella,Force India Mercedes,3,,1:34.070,204.281
2009,Great Britain,1,15, Vettel,RBR Renault,16,,1:20.735,229.238
2009,Great Britain,2,14, Webber,RBR Renault,57,,1:20.915,228.728
2009,Great Britain,3,16, Rosberg,Williams Toyota,17,,1:21.054,228.336
2009,Great Britain,4,22, Button,Brawn Mercedes,54,,1:21.189,227.956
2009,Great Britain,5,23, Barrichello,Brawn Mercedes,18,,1:21.429,227.285
2009,Great Britain,6,3, Massa,Ferrari,22,,1:21.509,227.062
2009,Great Britain,7,4, Räikkönen,Ferrari,14,,1:21.656,226.653
2009,Great Britain,8,10, Glock,Toyota,51,,1:21.671,226.611
2009,Great Britain,9,9, Trulli,Toyota,17,,1:21.806,226.237
2009,Great Britain,10,21, Fisichella,Force India Mercedes,20,,1:21.810,226.226
2009,Great Britain,11,17, Nakajima,Williams Toyota,14,,1:21.845,226.129
2009,Great Britain,12,7, Alonso,Renault,36,,1:21.852,226.110
2009,Great Britain,13,6, Heidfeld,Sauber BMW,59,,1:21.956,225.823
2009,Great Britain,14,5, Kubica,Sauber BMW,41,,1:22.182,225.202
2009,Great Britain,15,2, Kovalainen,McLaren Mercedes,32,,1:22.418,224.557
2009,Great Britain,16,11, Bourdais,STR Ferrari,26,,1:22.466,224.427
2009,Great Britain,17,8, Piquet,Renault,25,,1:22.505,224.320
2009,Great Britain,18,1, Hamilton,McLaren Mercedes,24,,1:22.576,224.128
2009,Great Britain,19,12, Buemi,STR Ferrari,24,,1:22.711,223.762
2009,Great Britain,20,20, Sutil,Force India Mercedes,50,,1:23.475,221.714
2009,Germany,1,7, Alonso,Renault,49,,1:33.365,198.498
2009,Germany,2,9, Trulli,Toyota,52,,1:33.654,197.885
2009,Germany,3,14, Webber,RBR Renault,37,,1:34.003,197.151
2009,Germany,4,15, Vettel,RBR Renault,42,,1:34.089,196.970
2009,Germany,5,17, Nakajima,Williams Toyota,49,,1:34.238,196.659
2009,Germany,6,22, Button,Brawn Mercedes,53,,1:34.252,196.630
2009,Germany,7,16, Rosberg,Williams Toyota,50,,1:34.403,196.315
2009,Germany,8,3, Massa,Ferrari,53,,1:34.458,196.201
2009,Germany,9,5, Kubica,Sauber BMW,47,,1:34.537,196.037
2009,Germany,10,6, Heidfeld,Sauber BMW,42,,1:34.559,195.991
2009,Germany,11,23, Barrichello,Brawn Mercedes,54,,1:34.676,195.749
2009,Germany,12,8, Piquet,Renault,46,,1:34.876,195.337
2009,Germany,13,21, Fisichella,Force India Mercedes,54,,1:35.301,194.465
2009,Germany,14,20, Sutil,Force India Mercedes,43,,1:35.366,194.333
2009,Germany,15,1, Hamilton,McLaren Mercedes,46,,1:35.367,194.331
2009,Germany,16,10, Glock,Toyota,40,,1:35.369,194.327
2009,Germany,17,2, Kovalainen,McLaren Mercedes,59,,1:35.524,194.011
2009,Germany,18,4, Räikkönen,Ferrari,4,,1:36.080,192.889
2009,Germany,19,12, Buemi,STR Ferrari,24,,1:36.279,192.490
2009,Germany,20,11, Bourdais,STR Ferrari,10,,1:37.498,190.083
2009,Hungary,1,14, Webber,RBR Renault,65,,1:21.931,192.498
2009,Hungary,2,4, Räikkönen,Ferrari,70,,1:22.434,191.323
2009,Hungary,3,16, Rosberg,Williams Toyota,65,,1:22.468,191.245
2009,Hungary,4,1, Hamilton,McLaren Mercedes,16,,1:22.479,191.219
2009,Hungary,5,10, Glock,Toyota,63,,1:22.506,191.157
2009,Hungary,6,22, Button,Brawn Mercedes,57,,1:22.706,190.694
2009,Hungary,7,12, Buemi,STR Ferrari,69,,1:22.955,190.122
2009,Hungary,8,2, Kovalainen,McLaren Mercedes,63,,1:22.958,190.115
2009,Hungary,9,23, Barrichello,Brawn Mercedes,55,,1:23.024,189.964
2009,Hungary,10,21, Fisichella,Force India Mercedes,40,,1:23.174,189.621
2009,Hungary,11,17, Nakajima,Williams Toyota,55,,1:23.180,189.608
2009,Hungary,12,5, Kubica,Sauber BMW,65,,1:23.224,189.507
2009,Hungary,13,9, Trulli,Toyota,65,,1:23.261,189.423
2009,Hungary,14,6, Heidfeld,Sauber BMW,65,,1:23.282,189.375
2009,Hungary,15,8, Piquet,Renault,65,,1:23.418,189.067
2009,Hungary,16,11, Alguersuari,STR Ferrari,69,,1:23.444,189.008
2009,Hungary,17,15, Vettel,RBR Renault,18,,1:23.457,188.978
2009,Hungary,18,7, Alonso,Renault,4,,1:23.529,188.815
2009,Europe,1,10, Glock,Toyota,55,,1:38.683,197.687
2009,Europe,2,22, Button,Brawn Mercedes,46,,1:38.874,197.305
2009,Europe,3,23, Barrichello,Brawn Mercedes,39,,1:38.990,197.074
2009,Europe,4,1, Hamilton,McLaren Mercedes,57,,1:39.056,196.943
2009,Europe,5,4, Räikkönen,Ferrari,39,,1:39.207,196.643
2009,Europe,6,16, Rosberg,Williams Toyota,52,,1:39.329,196.401
2009,Europe,7,2, Kovalainen,McLaren Mercedes,56,,1:39.341,196.378
2009,Europe,8,5, Kubica,Sauber BMW,55,,1:39.374,196.312
2009,Europe,9,8, Grosjean,Renault,41,,1:39.428,196.206
2009,Europe,10,7, Alonso,Renault,46,,1:39.494,196.076
2009,Europe,11,14, Webber,RBR Renault,50,,1:39.528,196.009
2009,Europe,12,20, Sutil,Force India Mercedes,36,,1:39.622,195.824
2009,Europe,13,6, Heidfeld,Sauber BMW,53,,1:39.704,195.663
2009,Europe,14,17, Nakajima,Williams Toyota,53,,1:39.747,195.578
2009,Europe,15,9, Trulli,Toyota,52,,1:39.941,195.199
2009,Europe,16,15, Vettel,RBR Renault,13,,1:39.992,195.099
2009,Europe,17,21, Fisichella,Force India Mercedes,53,,1:40.111,194.867
2009,Europe,18,3, Badoer,Ferrari,52,,1:40.590,193.939
2009,Europe,19,11, Alguersuari,STR Ferrari,29,,1:40.935,193.276
2009,Europe,20,12, Buemi,STR Ferrari,37,,1:41.042,193.072
2009,Belgium,1,15, Vettel,RBR Renault,38,,1:47.263,235.070
2009,Belgium,2,6, Heidfeld,Sauber BMW,35,,1:47.371,234.834
2009,Belgium,3,5, Kubica,Sauber BMW,41,,1:47.664,234.195
2009,Belgium,4,4, Räikkönen,Ferrari,42,,1:47.674,234.173
2009,Belgium,5,10, Glock,Toyota,40,,1:47.736,234.038
2009,Belgium,6,21, Fisichella,Force India Mercedes,43,,1:47.737,234.036
2009,Belgium,7,12, Buemi,STR Ferrari,42,,1:47.763,233.980
2009,Belgium,8,16, Rosberg,Williams Toyota,41,,1:47.766,233.973
2009,Belgium,9,14, Webber,RBR Renault,39,,1:47.783,233.936
2009,Belgium,10,20, Sutil,Force India Mercedes,42,,1:47.859,233.771
2009,Belgium,11,17, Nakajima,Williams Toyota,42,,1:48.205,233.024
2009,Belgium,12,23, Barrichello,Brawn Mercedes,37,,1:48.257,232.912
2009,Belgium,13,2, Kovalainen,McLaren Mercedes,24,,1:48.348,232.716
2009,Belgium,14,7, Alonso,Renault,23,,1:48.634,232.104
2009,Belgium,15,3, Badoer,Ferrari,41,,1:49.803,229.633
2009,Belgium,16,9, Trulli,Toyota,16,,1:50.029,229.161
2009,Italy,1,20, Sutil,Force India Mercedes,36,,1:24.739,246.106
2009,Italy,2,4, Räikkönen,Ferrari,36,,1:24.761,246.042
2009,Italy,3,1, Hamilton,McLaren Mercedes,52,,1:24.802,245.923
2009,Italy,4,22, Button,Brawn Mercedes,46,,1:24.935,245.538
2009,Italy,5,23, Barrichello,Brawn Mercedes,48,,1:24.967,245.445
2009,Italy,6,2, Kovalainen,McLaren Mercedes,51,,1:25.109,245.036
2009,Italy,7,15, Vettel,RBR Renault,50,,1:25.194,244.791
2009,Italy,8,7, Alonso,Renault,50,,1:25.199,244.777
2009,Italy,9,6, Heidfeld,Sauber BMW,30,,1:25.488,243.950
2009,Italy,10,3, Fisichella,Ferrari,28,,1:25.498,243.921
2009,Italy,11,12, Buemi,STR Ferrari,50,,1:25.564,243.733
2009,Italy,12,8, Grosjean,Renault,51,,1:25.609,243.605
2009,Italy,13,9, Trulli,Toyota,49,,1:25.700,243.346
2009,Italy,14,10, Glock,Toyota,50,,1:25.751,243.201
2009,Italy,15,16, Rosberg,Williams Toyota,50,,1:25.901,242.777
2009,Italy,16,17, Nakajima,Williams Toyota,51,,1:25.976,242.565
2009,Italy,17,21, Liuzzi,Force India Mercedes,22,,1:26.041,242.382
2009,Italy,18,5, Kubica,Sauber BMW,12,,1:27.819,237.474
2009,Italy,19,11, Alguersuari,STR Ferrari,17,,1:27.846,237.401
2009,Singapore,1,7, Alonso,Renault,53,,1:48.240,168.725
2009,Singapore,2,1, Hamilton,McLaren Mercedes,36,,1:48.345,168.561
2009,Singapore,3,16, Rosberg,Williams Toyota,9,,1:48.352,168.550
2009,Singapore,4,22, Button,Brawn Mercedes,54,,1:48.369,168.524
2009,Singapore,5,4, Räikkönen,Ferrari,54,,1:48.391,168.490
2009,Singapore,6,10, Glock,Toyota,34,,1:48.396,168.482
2009,Singapore,7,15, Vettel,RBR Renault,10,,1:48.398,168.479
2009,Singapore,8,23, Barrichello,Brawn Mercedes,50,,1:48.598,168.168
2009,Singapore,9,9, Trulli,Toyota,54,,1:48.816,167.831
2009,Singapore,10,5, Kubica,Sauber BMW,44,,1:48.847,167.784
2009,Singapore,11,2, Kovalainen,McLaren Mercedes,36,,1:49.283,167.114
2009,Singapore,12,14, Webber,RBR Renault,35,,1:49.319,167.059
2009,Singapore,13,17, Nakajima,Williams Toyota,45,,1:49.371,166.980
2009,Singapore,14,3, Fisichella,Ferrari,49,,1:49.417,166.910
2009,Singapore,15,21, Liuzzi,Force India Mercedes,48,,1:49.852,166.249
2009,Singapore,16,12, Buemi,STR Ferrari,17,,1:50.636,165.071
2009,Singapore,17,6, Heidfeld,Sauber BMW,18,,1:51.346,164.018
2009,Singapore,18,11, Alguersuari,STR Ferrari,32,,1:52.483,162.360
2009,Singapore,19,20, Sutil,Force India Mercedes,15,,1:52.623,162.158
2009,Singapore,20,8, Grosjean,Renault,2,,1:57.192,155.836
2009,Japan,1,14, Webber,RBR Renault,50,,1:32.569,225.833
2009,Japan,2,15, Vettel,RBR Renault,43,,1:32.572,225.826
2009,Japan,3,4, Räikkönen,Ferrari,33,,1:32.999,224.789
2009,Japan,4,9, Trulli,Toyota,38,,1:33.152,224.420
2009,Japan,5,22, Button,Brawn Mercedes,42,,1:33.251,224.182
2009,Japan,6,1, Hamilton,McLaren Mercedes,13,,1:33.259,224.162
2009,Japan,7,5, Kubica,Sauber BMW,44,,1:33.334,223.982
2009,Japan,8,3, Fisichella,Ferrari,33,,1:33.479,223.635
2009,Japan,9,16, Rosberg,Williams Toyota,43,,1:33.595,223.358
2009,Japan,10,6, Heidfeld,Sauber BMW,13,,1:33.600,223.346
2009,Japan,11,20, Sutil,Force India Mercedes,36,,1:33.668,223.184
2009,Japan,12,2, Kovalainen,McLaren Mercedes,35,,1:33.801,222.867
2009,Japan,13,23, Barrichello,Brawn Mercedes,17,,1:33.910,222.608
2009,Japan,14,7, Alonso,Renault,28,,1:33.946,222.523
2009,Japan,15,11, Alguersuari,STR Ferrari,34,,1:34.049,222.279
2009,Japan,16,21, Liuzzi,Force India Mercedes,36,,1:34.294,221.702
2009,Japan,17,8, Grosjean,Renault,39,,1:34.643,220.884
2009,Japan,18,17, Nakajima,Williams Toyota,26,,1:34.783,220.558
2009,Japan,19,12, Buemi,STR Ferrari,5,,1:35.392,219.150
2009,Brazil,1,14, Webber,RBR Renault,25,,1:13.733,210.386
2009,Brazil,2,15, Vettel,RBR Renault,59,,1:13.890,209.939
2009,Brazil,3,23, Barrichello,Brawn Mercedes,20,,1:13.950,209.768
2009,Brazil,4,5, Kubica,Sauber BMW,38,,1:14.155,209.188
2009,Brazil,5,2, Kovalainen,McLaren Mercedes,68,,1:14.303,208.772
2009,Brazil,6,1, Hamilton,McLaren Mercedes,59,,1:14.345,208.654
2009,Brazil,7,22, Button,Brawn Mercedes,46,,1:14.353,208.631
2009,Brazil,8,16, Rosberg,Williams Toyota,16,,1:14.370,208.584
2009,Brazil,9,4, Räikkönen,Ferrari,47,,1:14.558,208.058
2009,Brazil,10,12, Buemi,STR Ferrari,58,,1:14.563,208.044
2009,Brazil,11,10, Kobayashi,Toyota,71,,1:14.676,207.729
2009,Brazil,12,8, Grosjean,Renault,54,,1:14.789,207.415
2009,Brazil,13,11, Alguersuari,STR Ferrari,59,,1:14.861,207.216
2009,Brazil,14,3, Fisichella,Ferrari,55,,1:14.931,207.022
2009,Brazil,15,6, Heidfeld,Sauber BMW,19,,1:14.988,206.865
2009,Brazil,16,21, Liuzzi,Force India Mercedes,43,,1:14.990,206.859
2009,Brazil,17,17, Nakajima,Williams Toyota,21,,1:15.073,206.630
2009,Abu Dhabi,1,15, Vettel,RBR Renault,54,,1:40.279,199.387
2009,Abu Dhabi,2,12, Buemi,STR Ferrari,55,,1:40.326,199.294
2009,Abu Dhabi,3,1, Hamilton,McLaren Mercedes,16,,1:40.367,199.212
2009,Abu Dhabi,4,23, Barrichello,Brawn Mercedes,54,,1:40.449,199.050
2009,Abu Dhabi,5,14, Webber,RBR Renault,14,,1:40.571,198.808
2009,Abu Dhabi,6,22, Button,Brawn Mercedes,49,,1:40.642,198.668
2009,Abu Dhabi,7,6, Heidfeld,Sauber BMW,54,,1:40.672,198.609
2009,Abu Dhabi,8,9, Trulli,Toyota,49,,1:40.723,198.508
2009,Abu Dhabi,9,17, Nakajima,Williams Toyota,54,,1:40.754,198.447
2009,Abu Dhabi,10,7, Alonso,Renault,54,,1:40.757,198.441
2009,Abu Dhabi,11,10, Kobayashi,Toyota,55,,1:40.779,198.398
2009,Abu Dhabi,12,4, Räikkönen,Ferrari,54,,1:40.843,198.272
2009,Abu Dhabi,13,20, Sutil,Force India Mercedes,34,,1:40.904,198.152
2009,Abu Dhabi,14,5, Kubica,Sauber BMW,54,,1:40.924,198.113
2009,Abu Dhabi,15,16, Rosberg,Williams Toyota,49,,1:40.997,197.970
2009,Abu Dhabi,16,3, Fisichella,Ferrari,54,,1:41.132,197.705
2009,Abu Dhabi,17,21, Liuzzi,Force India Mercedes,54,,1:41.277,197.422
2009,Abu Dhabi,18,2, Kovalainen,McLaren Mercedes,53,,1:41.316,197.346
2009,Abu Dhabi,19,8, Grosjean,Renault,47,,1:42.274,195.498
2009,Abu Dhabi,20,11, Alguersuari,STR Ferrari,16,,1:43.318,193.522
2008,Australia,1,23, Kovalainen,McLaren Mercedes,43,,1:27.418,218.385
2008,Australia,2,22, Hamilton,McLaren Mercedes,39,,1:27.452,218.300
2008,Australia,3,3, Heidfeld,Sauber BMW,41,,1:27.739,217.586
2008,Australia,4,1, Räikkönen,Ferrari,20,,1:27.903,217.180
2008,Australia,5,7, Rosberg,Williams Toyota,41,,1:28.090,216.719
2008,Australia,6,2, Massa,Ferrari,23,,1:28.175,216.510
2008,Australia,7,5, Alonso,Renault,58,,1:28.603,215.464
2008,Australia,8,17, Barrichello,Honda,44,,1:28.736,215.141
2008,Australia,9,4, Kubica,Sauber BMW,15,,1:28.753,215.100
2008,Australia,10,11, Trulli,Toyota,18,,1:29.310,213.758
2008,Australia,11,9, Coulthard,Red Bull Renault,21,,1:29.502,213.300
2008,Australia,12,14, Bourdais,STR Ferrari,22,,1:29.534,213.224
2008,Australia,13,12, Glock,Toyota,23,,1:29.558,213.166
2008,Australia,14,8, Nakajima,Williams Toyota,50,,1:29.639,212.974
2008,Australia,15,18, Sato,Super Aguri Honda,24,,1:30.892,210.038
2008,Australia,16,6, Piquet,Renault,20,,1:31.384,208.907
2008,Australia,17,20, Sutil,Force India Ferrari,8,,1:32.021,207.461
2008,Malaysia,1,3, Heidfeld,Sauber BMW,55,,1:35.366,209.244
2008,Malaysia,2,1, Räikkönen,Ferrari,37,,1:35.405,209.158
2008,Malaysia,3,22, Hamilton,McLaren Mercedes,53,,1:35.462,209.033
2008,Malaysia,4,16, Button,Honda,56,,1:35.715,208.481
2008,Malaysia,5,2, Massa,Ferrari,15,,1:35.914,208.048
2008,Malaysia,6,4, Kubica,Sauber BMW,39,,1:35.921,208.033
2008,Malaysia,7,23, Kovalainen,McLaren Mercedes,19,,1:35.922,208.031
2008,Malaysia,8,11, Trulli,Toyota,53,,1:36.068,207.715
2008,Malaysia,9,9, Coulthard,Red Bull Renault,55,,1:36.206,207.417
2008,Malaysia,10,5, Alonso,Renault,40,,1:36.288,207.240
2008,Malaysia,11,17, Barrichello,Honda,55,,1:36.693,206.372
2008,Malaysia,12,10, Webber,Red Bull Renault,53,,1:36.696,206.366
2008,Malaysia,13,7, Rosberg,Williams Toyota,55,,1:36.782,206.182
2008,Malaysia,14,15, Vettel,STR Ferrari,37,,1:36.870,205.995
2008,Malaysia,15,6, Piquet,Renault,52,,1:36.956,205.812
2008,Malaysia,16,21, Fisichella,Force India Ferrari,52,,1:36.962,205.800
2008,Malaysia,17,8, Nakajima,Williams Toyota,19,,1:37.711,204.222
2008,Malaysia,18,19, Davidson,Super Aguri Honda,55,,1:38.171,203.265
2008,Malaysia,19,18, Sato,Super Aguri Honda,53,,1:38.504,202.578
2008,Malaysia,20,20, Sutil,Force India Ferrari,3,,1:40.330,198.891
2008,Bahrain,1,23, Kovalainen,McLaren Mercedes,49,,1:33.193,209.062
2008,Bahrain,2,3, Heidfeld,Sauber BMW,48,,1:33.565,208.231
2008,Bahrain,3,2, Massa,Ferrari,38,,1:33.600,208.153
2008,Bahrain,4,1, Räikkönen,Ferrari,35,,1:33.709,207.911
2008,Bahrain,5,4, Kubica,Sauber BMW,55,,1:33.775,207.765
2008,Bahrain,6,7, Rosberg,Williams Toyota,57,,1:34.072,207.109
2008,Bahrain,7,11, Trulli,Toyota,45,,1:34.204,206.819
2008,Bahrain,8,10, Webber,Red Bull Renault,51,,1:34.305,206.597
2008,Bahrain,9,12, Glock,Toyota,56,,1:34.807,205.503
2008,Bahrain,10,17, Barrichello,Honda,40,,1:34.855,205.399
2008,Bahrain,11,21, Fisichella,Force India Ferrari,56,,1:35.057,204.963
2008,Bahrain,12,6, Piquet,Renault,31,,1:35.129,204.808
2008,Bahrain,13,5, Alonso,Renault,35,,1:35.194,204.668
2008,Bahrain,14,19, Davidson,Super Aguri Honda,45,,1:35.324,204.389
2008,Bahrain,15,14, Bourdais,STR Ferrari,33,,1:35.333,204.369
2008,Bahrain,16,9, Coulthard,Red Bull Renault,43,,1:35.351,204.331
2008,Bahrain,17,8, Nakajima,Williams Toyota,30,,1:35.433,204.155
2008,Bahrain,18,20, Sutil,Force India Ferrari,55,,1:35.442,204.136
2008,Bahrain,19,22, Hamilton,McLaren Mercedes,25,,1:35.520,203.969
2008,Bahrain,20,18, Sato,Super Aguri Honda,56,,1:35.891,203.180
2008,Bahrain,21,16, Button,Honda,11,,1:36.125,202.686
2008,Spain,1,1, Räikkönen,Ferrari,46,,1:21.670,205.191
2008,Spain,2,2, Massa,Ferrari,45,,1:21.801,204.863
2008,Spain,3,22, Hamilton,McLaren Mercedes,20,,1:22.017,204.323
2008,Spain,4,4, Kubica,Sauber BMW,20,,1:22.106,204.102
2008,Spain,5,16, Button,Honda,66,,1:22.353,203.489
2008,Spain,6,23, Kovalainen,McLaren Mercedes,19,,1:22.453,203.243
2008,Spain,7,3, Heidfeld,Sauber BMW,21,,1:22.519,203.080
2008,Spain,8,10, Webber,Red Bull Renault,19,,1:22.564,202.969
2008,Spain,9,5, Alonso,Renault,15,,1:22.683,202.677
2008,Spain,10,11, Trulli,Toyota,45,,1:22.758,202.494
2008,Spain,11,9, Coulthard,Red Bull Renault,57,,1:22.842,202.288
2008,Spain,12,12, Glock,Toyota,57,,1:23.007,201.886
2008,Spain,13,7, Rosberg,Williams Toyota,20,,1:23.319,201.130
2008,Spain,14,21, Fisichella,Force India Ferrari,40,,1:23.439,200.841
2008,Spain,15,8, Nakajima,Williams Toyota,48,,1:23.549,200.576
2008,Spain,16,17, Barrichello,Honda,21,,1:23.858,199.837
2008,Spain,17,18, Sato,Super Aguri Honda,34,,1:24.617,198.045
2008,Spain,18,6, Piquet,Renault,6,,1:25.444,196.128
2008,Spain,19,14, Bourdais,STR Ferrari,6,,1:25.999,194.862
2008,Spain,20,19, Davidson,Super Aguri Honda,6,,1:26.864,192.922
2008,Turkey,1,1, Räikkönen,Ferrari,20,,1:26.506,222.144
2008,Turkey,2,22, Hamilton,McLaren Mercedes,31,,1:26.529,222.085
