year,race,stops,number,driver,car,lap,time_of_day,time,total
2015,Malaysia,2,19, Massa,Williams Mercedes,,,24.788,50.619
2015,Malaysia,2,77, Bottas,Williams Mercedes,,,24.432,54.586
2015,Malaysia,2,6, Rosberg,Mercedes,,,24.574,58.263
2015,Malaysia,2,8, Grosjean,Lotus Mercedes,,,24.621,48.998
2015,Malaysia,3,12, Nasr,Sauber Ferrari,,,25.331,1:24.990
2015,Malaysia,2,27, Hulkenberg,Force India Mercedes,,,25.047,50.873
2015,Malaysia,2,55, Sainz,STR Renault,,,25.165,50.291
2015,Malaysia,3,13, Maldonado,Lotus Mercedes,,,24.276,1:38.959
2015,Malaysia,3,7, Räikkönen,Ferrari,,,24.653,1:16.682
2015,Malaysia,3,3, Ricciardo,Red Bull Racing Renault,,,25.393,1:17.711
2015,Malaysia,3,8, Grosjean,Lotus Mercedes,,,26.014,1:15.012
2015,Malaysia,2,11, Perez,Force India Mercedes,,,35.776,1:01.044
2015,Malaysia,3,22, Button,McLaren Honda,,,25.846,1:24.454
2015,Malaysia,2,5, Vettel,Ferrari,,,25.092,49.088
2015,Malaysia,3,44, Hamilton,Mercedes,,,24.179,1:14.868
2015,Malaysia,3,19, Massa,Williams Mercedes,,,26.971,1:17.590
2015,Malaysia,3,26, Kvyat,Red Bull Racing Renault,,,26.149,1:21.393
2015,Malaysia,3,77, Bottas,Williams Mercedes,,,25.002,1:19.588
2015,Malaysia,3,33, Verstappen,STR Renault,,,24.768,1:19.939
2015,Malaysia,3,6, Rosberg,Mercedes,,,24.336,1:22.599
2015,Malaysia,4,12, Nasr,Sauber Ferrari,,,25.204,1:50.194
2015,Malaysia,3,98, Merhi,Marussia Ferrari,,,29.202,1:23.746
2015,Malaysia,3,27, Hulkenberg,Force India Mercedes,,,35.351,1:26.224
2015,China,1,12, Nasr,Sauber Ferrari,,,23.409,23.409
2015,China,1,13, Maldonado,Lotus Mercedes,,,22.470,22.470
2015,China,1,11, Perez,Force India Mercedes,,,22.829,22.829
2015,China,1,8, Grosjean,Lotus Mercedes,,,23.421,23.421
2015,China,1,33, Verstappen,STR Renault,,,24.256,24.256
2015,China,1,14, Alonso,McLaren Honda,,,23.238,23.238
2015,China,1,5, Vettel,Ferrari,,,22.488,22.488
2015,China,1,19, Massa,Williams Mercedes,,,23.145,23.145
2015,China,1,44, Hamilton,Mercedes,,,22.645,22.645
2015,China,1,77, Bottas,Williams Mercedes,,,23.084,23.084
2015,China,1,9, Ericsson,Sauber Ferrari,,,23.846,23.846
2015,China,1,3, Ricciardo,Red Bull Racing Renault,,,22.635,22.635
2015,China,1,22, Button,McLaren Honda,,,23.936,23.936
2015,China,1,6, Rosberg,Mercedes,,,22.483,22.483
2015,China,1,7, Räikkönen,Ferrari,,,22.818,22.818
2015,China,1,28, Stevens,Marussia Ferrari,,,24.132,24.132
2015,China,1,98, Merhi,Marussia Ferrari,,,25.938,25.938
2015,China,1,55, Sainz,STR Renault,,,23.795,23.795
2015,China,2,11, Perez,Force India Mercedes,,,23.338,46.167
2015,China,2,5, Vettel,Ferrari,,,22.444,44.932
2015,China,2,9, Ericsson,Sauber Ferrari,,,24.589,48.435
2015,China,2,6, Rosberg,Mercedes,,,22.829,45.312
2015,China,2,12, Nasr,Sauber Ferrari,,,23.732,47.141
2015,China,2,8, Grosjean,Lotus Mercedes,,,23.605,47.026
2015,China,2,33, Verstappen,STR Renault,,,23.258,47.514
2015,China,2,22, Button,McLaren Honda,,,23.273,47.209
2015,China,2,44, Hamilton,Mercedes,,,22.235,44.880
2015,China,2,13, Maldonado,Lotus Mercedes,,,22.899,45.369
2015,China,2,7, Räikkönen,Ferrari,,,22.453,45.271
2015,China,2,19, Massa,Williams Mercedes,,,23.317,46.462
2015,China,2,77, Bottas,Williams Mercedes,,,23.582,46.666
2015,China,2,14, Alonso,McLaren Honda,,,23.345,46.583
2015,China,2,3, Ricciardo,Red Bull Racing Renault,,,22.897,45.532
2015,China,2,28, Stevens,Marussia Ferrari,,,24.054,48.186
2015,China,2,55, Sainz,STR Renault,,,23.424,47.219
2015,China,3,11, Perez,Force India Mercedes,,,23.144,1:09.311
2015,China,2,98, Merhi,Marussia Ferrari,,,24.088,50.026
2015,China,3,13, Maldonado,Lotus Mercedes,,,17.912,1:03.281
2015,Bahrain,1,33, Verstappen,STR Renault,,,39.338,39.338
2015,Bahrain,1,27, Hulkenberg,Force India Mercedes,,,26.652,26.652
2015,Bahrain,1,12, Nasr,Sauber Ferrari,,,25.459,25.459
2015,Bahrain,1,19, Massa,Williams Mercedes,,,24.894,24.894
2015,Bahrain,1,13, Maldonado,Lotus Mercedes,,,30.426,30.426
2015,Bahrain,1,9, Ericsson,Sauber Ferrari,,,26.045,26.045
2015,Bahrain,1,55, Sainz,STR Renault,,,32.647,32.647
2015,Bahrain,1,8, Grosjean,Lotus Mercedes,,,24.735,24.735
2015,Bahrain,1,5, Vettel,Ferrari,,,24.509,24.509
2015,Bahrain,1,14, Alonso,McLaren Honda,,,25.370,25.370
2015,Bahrain,1,6, Rosberg,Mercedes,,,25.311,25.311
2015,Bahrain,1,77, Bottas,Williams Mercedes,,,25.293,25.293
2015,Bahrain,1,3, Ricciardo,Red Bull Racing Renault,,,25.723,25.723
2015,Bahrain,1,44, Hamilton,Mercedes,,,25.791,25.791
2015,Bahrain,1,26, Kvyat,Red Bull Racing Renault,,,25.421,25.421
2015,Bahrain,1,7, Räikkönen,Ferrari,,,24.773,24.773
2015,Bahrain,1,11, Perez,Force India Mercedes,,,25.573,25.573
2015,Bahrain,1,98, Merhi,Marussia Ferrari,,,25.834,25.834
2015,Bahrain,1,28, Stevens,Marussia Ferrari,,,26.103,26.103
2015,Bahrain,2,12, Nasr,Sauber Ferrari,,,25.898,51.357
2015,Bahrain,2,19, Massa,Williams Mercedes,,,25.017,49.911
2015,Bahrain,2,13, Maldonado,Lotus Mercedes,,,24.310,54.736
2015,Bahrain,2,9, Ericsson,Sauber Ferrari,,,49.162,1:15.207
2015,Bahrain,2,27, Hulkenberg,Force India Mercedes,,,24.679,51.331
2015,Bahrain,2,55, Sainz,STR Renault,,,26.593,59.240
2015,Bahrain,2,33, Verstappen,STR Renault,,,27.225,1:06.563
2015,Bahrain,2,8, Grosjean,Lotus Mercedes,,,25.259,49.994
2015,Bahrain,2,5, Vettel,Ferrari,,,24.449,48.958
2015,Bahrain,2,44, Hamilton,Mercedes,,,24.528,50.319
2015,Bahrain,2,77, Bottas,Williams Mercedes,,,24.623,49.916
2015,Bahrain,2,6, Rosberg,Mercedes,,,25.418,50.729
2015,Bahrain,2,28, Stevens,Marussia Ferrari,,,26.479,52.582
2015,Bahrain,2,26, Kvyat,Red Bull Racing Renault,,,24.692,50.113
2015,Bahrain,2,3, Ricciardo,Red Bull Racing Renault,,,24.943,50.666
2015,Bahrain,2,14, Alonso,McLaren Honda,,,24.878,50.248
2015,Bahrain,2,98, Merhi,Marussia Ferrari,,,27.573,53.407
2015,Bahrain,3,5, Vettel,Ferrari,,,33.921,1:22.879
2015,Bahrain,2,11, Perez,Force India Mercedes,,,25.288,50.861
2015,Bahrain,3,9, Ericsson,Sauber Ferrari,,,26.042,1:41.249
2015,Bahrain,3,27, Hulkenberg,Force India Mercedes,,,24.979,1:16.310
2015,Bahrain,2,7, Räikkönen,Ferrari,,,24.547,49.320
2015,Bahrain,3,13, Maldonado,Lotus Mercedes,,,1:47.394,2:42.130
2015,Bahrain,3,12, Nasr,Sauber Ferrari,,,26.210,1:17.567
2015,Spain,1,27, Hulkenberg,Force India Mercedes,,,22.659,22.659
2015,Spain,1,26, Kvyat,Red Bull Racing Renault,,,22.667,22.667
2015,Spain,1,22, Button,McLaren Honda,,,22.589,22.589
2015,Spain,1,12, Nasr,Sauber Ferrari,,,22.677,22.677
2015,Spain,1,44, Hamilton,Mercedes,,,24.586,24.586
2015,Spain,1,3, Ricciardo,Red Bull Racing Renault,,,22.440,22.440
2015,Spain,1,33, Verstappen,STR Renault,,,24.396,24.396
2015,Spain,1,5, Vettel,Ferrari,,,21.762,21.762
2015,Spain,1,19, Massa,Williams Mercedes,,,22.139,22.139
2015,Spain,1,13, Maldonado,Lotus Mercedes,,,24.976,24.976
2015,Spain,1,55, Sainz,STR Renault,,,22.859,22.859
2015,Spain,1,6, Rosberg,Mercedes,,,21.870,21.870
2015,Spain,1,77, Bottas,Williams Mercedes,,,22.082,22.082
2015,Spain,1,8, Grosjean,Lotus Mercedes,,,23.309,23.309
2015,Spain,2,13, Maldonado,Lotus Mercedes,,,32.459,57.435
2015,Spain,1,28, Stevens,Marussia Ferrari,,,24.687,24.687
2015,Spain,1,7, Räikkönen,Ferrari,,,22.623,22.623
2015,Spain,1,98, Merhi,Marussia Ferrari,,,24.631,24.631
2015,Spain,1,9, Ericsson,Sauber Ferrari,,,25.272,25.272
2015,Spain,1,11, Perez,Force India Mercedes,,,22.468,22.468
2015,Spain,1,14, Alonso,McLaren Honda,,,23.728,23.728
2015,Spain,2,27, Hulkenberg,Force India Mercedes,,,22.534,45.193
2015,Spain,2,22, Button,McLaren Honda,,,23.327,45.916
2015,Spain,2,98, Merhi,Marussia Ferrari,,,23.070,47.701
2015,Spain,2,44, Hamilton,Mercedes,,,22.727,47.313
2015,Spain,2,19, Massa,Williams Mercedes,,,22.629,44.768
2015,Spain,2,28, Stevens,Marussia Ferrari,,,23.043,47.730
2015,Spain,2,11, Perez,Force India Mercedes,,,22.426,44.894
2015,Spain,2,33, Verstappen,STR Renault,,,22.607,47.003
2015,Spain,2,26, Kvyat,Red Bull Racing Renault,,,22.273,44.940
2015,Spain,2,12, Nasr,Sauber Ferrari,,,23.186,45.863
2015,Spain,2,5, Vettel,Ferrari,,,21.836,43.598
2015,Spain,2,8, Grosjean,Lotus Mercedes,,,33.256,56.565
2015,Spain,2,7, Räikkönen,Ferrari,,,21.789,44.412
2015,Spain,2,77, Bottas,Williams Mercedes,,,21.800,43.882
2015,Spain,2,3, Ricciardo,Red Bull Racing Renault,,,24.884,47.324
2015,Spain,2,55, Sainz,STR Renault,,,22.178,45.037
2015,Spain,3,13, Maldonado,Lotus Mercedes,,,22.575,1:20.010
2015,Spain,2,6, Rosberg,Mercedes,,,22.452,44.322
2015,Spain,3,22, Button,McLaren Honda,,,24.066,1:09.982
2015,Spain,2,9, Ericsson,Sauber Ferrari,,,22.872,48.144
2015,Spain,3,19, Massa,Williams Mercedes,,,22.257,1:07.025
2015,Spain,3,28, Stevens,Marussia Ferrari,,,22.796,1:10.526
2015,Spain,3,27, Hulkenberg,Force India Mercedes,,,22.545,1:07.738
2015,Spain,3,44, Hamilton,Mercedes,,,21.965,1:09.278
2015,Spain,3,98, Merhi,Marussia Ferrari,,,24.200,1:11.901
2015,Monaco,1,27, Hulkenberg,Force India Mercedes,,,34.773,34.773
2015,Monaco,1,19, Massa,Williams Mercedes,,,42.934,42.934
2015,Monaco,1,55, Sainz,STR Renault,,,25.306,25.306
2015,Monaco,1,77, Bottas,Williams Mercedes,,,24.641,24.641
2015,Monaco,1,9, Ericsson,Sauber Ferrari,,,25.618,25.618
2015,Monaco,1,8, Grosjean,Lotus Mercedes,,,25.077,25.077
2015,Monaco,1,12, Nasr,Sauber Ferrari,,,25.732,25.732
2015,Monaco,1,26, Kvyat,Red Bull Racing Renault,,,25.119,25.119
2015,Monaco,1,33, Verstappen,STR Renault,,,52.821,52.821
2015,Monaco,2,27, Hulkenberg,Force India Mercedes,,,24.758,59.531
2015,Monaco,1,14, Alonso,McLaren Honda,,,30.345,30.345
2015,Monaco,1,28, Stevens,Marussia Ferrari,,,28.606,28.606
2015,Monaco,1,22, Button,McLaren Honda,,,25.062,25.062
2015,Monaco,1,5, Vettel,Ferrari,,,24.851,24.851
2015,Monaco,1,3, Ricciardo,Red Bull Racing Renault,,,24.501,24.501
2015,Monaco,1,11, Perez,Force India Mercedes,,,24.733,24.733
2015,Monaco,1,6, Rosberg,Mercedes,,,24.789,24.789
2015,Monaco,1,98, Merhi,Marussia Ferrari,,,27.554,27.554
2015,Monaco,1,7, Räikkönen,Ferrari,,,24.177,24.177
2015,Monaco,1,44, Hamilton,Mercedes,,,24.181,24.181
2015,Monaco,2,9, Ericsson,Sauber Ferrari,,,25.398,51.016
2015,Monaco,2,19, Massa,Williams Mercedes,,,24.970,1:07.904
2015,Monaco,2,33, Verstappen,STR Renault,,,25.736,1:18.557
2015,Monaco,2,77, Bottas,Williams Mercedes,,,24.412,49.053
2015,Monaco,3,19, Massa,Williams Mercedes,,,24.395,1:32.299
2015,Monaco,2,11, Perez,Force India Mercedes,,,25.119,49.852
2015,Monaco,2,22, Button,McLaren Honda,,,24.661,49.723
2015,Monaco,2,44, Hamilton,Mercedes,,,25.495,49.676
2015,Monaco,2,12, Nasr,Sauber Ferrari,,,26.420,52.152
2015,Monaco,2,3, Ricciardo,Red Bull Racing Renault,,,24.244,48.745
2015,Monaco,3,9, Ericsson,Sauber Ferrari,,,25.234,1:16.250
2015,Canada,1,22, Button,McLaren Honda,,,18.057,18.057
2015,Canada,1,5, Vettel,Ferrari,,,27.241,27.241
2015,Canada,1,13, Maldonado,Lotus Mercedes,,,23.660,23.660
2015,Canada,1,3, Ricciardo,Red Bull Racing Renault,,,23.997,23.997
2015,Canada,1,11, Perez,Force India Mercedes,,,23.453,23.453
2015,Canada,1,7, Räikkönen,Ferrari,,,23.630,23.630
2015,Canada,1,12, Nasr,Sauber Ferrari,,,24.795,24.795
2015,Canada,1,8, Grosjean,Lotus Mercedes,,,24.292,24.292
2015,Canada,1,26, Kvyat,Red Bull Racing Renault,,,23.681,23.681
2015,Canada,1,55, Sainz,STR Renault,,,24.277,24.277
2015,Canada,1,77, Bottas,Williams Mercedes,,,25.541,25.541
2015,Canada,1,27, Hulkenberg,Force India Mercedes,,,23.507,23.507
2015,Canada,1,9, Ericsson,Sauber Ferrari,,,24.149,24.149
2015,Canada,1,44, Hamilton,Mercedes,,,23.708,23.708
2015,Canada,1,6, Rosberg,Mercedes,,,23.321,23.321
2015,Canada,1,14, Alonso,McLaren Honda,,,23.553,23.553
2015,Canada,2,5, Vettel,Ferrari,,,23.945,51.186
2015,Canada,1,28, Stevens,Marussia Ferrari,,,30.807,30.807
2015,Canada,1,98, Merhi,Marussia Ferrari,,,26.986,26.986
2015,Canada,1,19, Massa,Williams Mercedes,,,23.912,23.912
2015,Canada,1,33, Verstappen,STR Renault,,,36.105,36.105
2015,Canada,2,7, Räikkönen,Ferrari,,,24.578,48.208
2015,Canada,2,22, Button,McLaren Honda,,,25.374,43.431
2015,Austria,1,26, Kvyat,Red Bull Racing Renault,,,28.632,28.632
2015,Austria,1,9, Ericsson,Sauber Ferrari,,,30.232,30.232
2015,Austria,1,22, Button,McLaren Honda,,,24.104,24.104
2015,Austria,2,22, Button,McLaren Honda,,,28.727,52.831
2015,Austria,2,9, Ericsson,Sauber Ferrari,,,16.211,46.443
2015,Austria,1,8, Grosjean,Lotus Mercedes,,,22.016,22.016
2015,Austria,1,12, Nasr,Sauber Ferrari,,,22.803,22.803
2015,Austria,1,27, Hulkenberg,Force India Mercedes,,,21.685,21.685
2015,Austria,1,55, Sainz,STR Renault,,,27.638,27.638
2015,Austria,1,77, Bottas,Williams Mercedes,,,22.777,22.777
2015,Austria,1,33, Verstappen,STR Renault,,,21.984,21.984
2015,Austria,1,6, Rosberg,Mercedes,,,21.768,21.768
2015,Austria,1,19, Massa,Williams Mercedes,,,22.447,22.447
2015,Austria,1,44, Hamilton,Mercedes,,,21.869,21.869
2015,Austria,1,98, Merhi,Marussia Ferrari,,,23.926,23.926
2015,Austria,1,5, Vettel,Ferrari,,,31.882,31.882
2015,Austria,1,13, Maldonado,Lotus Mercedes,,,21.847,21.847
2015,Austria,1,11, Perez,Force India Mercedes,,,26.689,26.689
2015,Austria,2,26, Kvyat,Red Bull Racing Renault,,,22.111,50.743
2015,Austria,3,9, Ericsson,Sauber Ferrari,,,22.449,1:08.892
2015,Austria,1,3, Ricciardo,Red Bull Racing Renault,,,27.710,27.710
2015,Great Britain,1,14, Alonso,McLaren Honda,,,1:11.178,1:11.178
2015,Great Britain,1,3, Ricciardo,Red Bull Racing Renault,,,28.464,28.464
2015,Great Britain,1,55, Sainz,STR Renault,,,29.393,29.393
2015,Great Britain,1,7, Räikkönen,Ferrari,,,28.974,28.974
2015,Great Britain,1,5, Vettel,Ferrari,,,28.946,28.946
2015,Great Britain,2,14, Alonso,McLaren Honda,,,28.703,1:39.881
2015,Great Britain,1,26, Kvyat,Red Bull Racing Renault,,,28.347,28.347
2015,Great Britain,1,44, Hamilton,Mercedes,,,28.417,28.417
2015,Great Britain,1,27, Hulkenberg,Force India Mercedes,,,28.558,28.558
2015,Great Britain,1,19, Massa,Williams Mercedes,,,29.369,29.369
2015,Great Britain,1,6, Rosberg,Mercedes,,,28.393,28.393
2015,Great Britain,1,11, Perez,Force India Mercedes,,,28.860,28.860
2015,Great Britain,2,3, Ricciardo,Red Bull Racing Renault,,,43.240,1:11.704
2015,Great Britain,1,77, Bottas,Williams Mercedes,,,28.781,28.781
2015,Great Britain,1,9, Ericsson,Sauber Ferrari,,,29.598,29.598
2015,Great Britain,1,28, Stevens,Marussia Ferrari,,,48.861,48.861
2015,Great Britain,1,98, Merhi,Marussia Ferrari,,,34.672,34.672
2015,Great Britain,2,9, Ericsson,Sauber Ferrari,,,30.867,1:00.465
2015,Great Britain,3,14, Alonso,McLaren Honda,,,32.593,2:12.474
2015,Great Britain,2,7, Räikkönen,Ferrari,,,30.397,59.371
2015,Great Britain,3,9, Ericsson,Sauber Ferrari,,,29.828,1:30.293
2015,Great Britain,2,44, Hamilton,Mercedes,,,28.979,57.396
2015,Great Britain,2,5, Vettel,Ferrari,,,29.676,58.622
2015,Great Britain,4,9, Ericsson,Sauber Ferrari,,,30.197,2:00.490
2015,Great Britain,2,6, Rosberg,Mercedes,,,30.393,58.786
2015,Great Britain,2,19, Massa,Williams Mercedes,,,31.948,1:01.317
2015,Great Britain,2,77, Bottas,Williams Mercedes,,,31.937,1:00.718
2015,Great Britain,2,26, Kvyat,Red Bull Racing Renault,,,33.979,1:02.326
2015,Great Britain,2,27, Hulkenberg,Force India Mercedes,,,33.891,1:02.449
2015,Great Britain,2,11, Perez,Force India Mercedes,,,31.998,1:00.858
2015,Great Britain,2,98, Merhi,Marussia Ferrari,,,30.686,1:05.358
2015,Great Britain,3,7, Räikkönen,Ferrari,,,30.178,1:29.549
2015,Great Britain,2,28, Stevens,Marussia Ferrari,,,43.964,1:32.825
2015,Hungary,1,98, Merhi,Marussia Ferrari,,,26.392,26.392
