year,race,stops,number,driver,car,lap,time_of_day,time,total
2009,Belgium,1,16, Rosberg,Williams Toyota,,,23.866,23.866
2009,Belgium,2,14, Webber,RBR Renault,,,13.929,41.168
2009,Belgium,2,9, Trulli,Toyota,,,28.246,53.814
2009,Belgium,1,12, Buemi,STR Ferrari,,,24.261,24.261
2009,Belgium,1,7, Alonso,Renault,,,52.446,52.446
2009,Belgium,1,3, Badoer,Ferrari,,,32.911,32.911
2009,Belgium,1,2, Kovalainen,McLaren Mercedes,,,25.679,25.679
2009,Belgium,2,20, Sutil,Force India Mercedes,,,25.596,53.110
2009,Belgium,2,23, Barrichello,Brawn Mercedes,,,24.872,50.264
2009,Belgium,1,17, Nakajima,Williams Toyota,,,24.222,24.222
2009,Belgium,2,5, Kubica,Sauber BMW,,,24.002,49.319
2009,Belgium,2,12, Buemi,STR Ferrari,,,23.126,47.387
2009,Belgium,2,4, Räikkönen,Ferrari,,,23.842,49.764
2009,Belgium,2,21, Fisichella,Force India Mercedes,,,24.145,49.289
2009,Belgium,2,6, Heidfeld,Sauber BMW,,,23.867,49.657
2009,Belgium,2,10, Glock,Toyota,,,24.165,54.448
2009,Belgium,2,16, Rosberg,Williams Toyota,,,23.380,47.246
2009,Belgium,3,14, Webber,RBR Renault,,,23.936,1:05.104
2009,Belgium,2,15, Vettel,RBR Renault,,,23.333,50.426
2009,Italy,1,16, Rosberg,Williams Toyota,,,36.543,36.543
2009,Italy,1,5, Kubica,Sauber BMW,,,29.272,29.272
2009,Italy,1,1, Hamilton,McLaren Mercedes,,,26.078,26.078
2009,Italy,2,16, Rosberg,Williams Toyota,,,39.569,1:16.112
2009,Italy,1,20, Sutil,Force India Mercedes,,,25.396,25.396
2009,Italy,1,4, Räikkönen,Ferrari,,,25.617,25.617
2009,Italy,1,7, Alonso,Renault,,,28.643,28.643
2009,Italy,1,2, Kovalainen,McLaren Mercedes,,,28.407,28.407
2009,Italy,1,15, Vettel,RBR Renault,,,28.843,28.843
2009,Italy,1,22, Button,Brawn Mercedes,,,27.644,27.644
2009,Italy,1,23, Barrichello,Brawn Mercedes,,,27.403,27.403
2009,Italy,1,3, Fisichella,Ferrari,,,27.798,27.798
2009,Italy,1,6, Heidfeld,Sauber BMW,,,26.918,26.918
2009,Italy,1,8, Grosjean,Renault,,,27.497,27.497
2009,Italy,2,1, Hamilton,McLaren Mercedes,,,25.646,51.724
2009,Italy,1,17, Nakajima,Williams Toyota,,,25.562,25.562
2009,Italy,1,9, Trulli,Toyota,,,25.835,25.835
2009,Italy,1,12, Buemi,STR Ferrari,,,26.916,26.916
2009,Italy,2,4, Räikkönen,Ferrari,,,26.288,51.905
2009,Italy,2,20, Sutil,Force India Mercedes,,,27.559,52.955
2009,Italy,1,10, Glock,Toyota,,,25.400,25.400
2009,Italy,3,16, Rosberg,Williams Toyota,,,39.219,1:55.331
2009,Singapore,1,15, Vettel,RBR Renault,,,24.514,24.514
2009,Singapore,1,16, Rosberg,Williams Toyota,,,25.453,25.453
2009,Singapore,1,14, Webber,RBR Renault,,,29.802,29.802
2009,Singapore,1,3, Fisichella,Ferrari,,,23.552,23.552
2009,Singapore,1,21, Liuzzi,Force India Mercedes,,,25.621,25.621
2009,Singapore,1,10, Glock,Toyota,,,25.897,25.897
2009,Singapore,1,23, Barrichello,Brawn Mercedes,,,25.101,25.101
2009,Singapore,1,1, Hamilton,McLaren Mercedes,,,24.714,24.714
2009,Singapore,1,5, Kubica,Sauber BMW,,,25.377,25.377
2009,Singapore,1,20, Sutil,Force India Mercedes,,,28.592,28.592
2009,Singapore,1,7, Alonso,Renault,,,26.059,26.059
2009,Singapore,1,2, Kovalainen,McLaren Mercedes,,,24.386,24.386
2009,Singapore,1,22, Button,Brawn Mercedes,,,25.845,25.845
2009,Singapore,1,17, Nakajima,Williams Toyota,,,26.046,26.046
2009,Singapore,1,4, Räikkönen,Ferrari,,,25.628,25.628
2009,Singapore,1,12, Buemi,STR Ferrari,,,24.518,24.518
2009,Singapore,1,11, Alguersuari,STR Ferrari,,,31.437,31.437
2009,Singapore,1,9, Trulli,Toyota,,,23.114,23.114
2009,Singapore,2,16, Rosberg,Williams Toyota,,,12.760,38.213
2009,Singapore,3,16, Rosberg,Williams Toyota,,,25.327,1:03.540
2009,Singapore,2,12, Buemi,STR Ferrari,,,42.695,1:07.213
2009,Singapore,2,15, Vettel,RBR Renault,,,24.481,48.995
2009,Singapore,3,12, Buemi,STR Ferrari,,,25.255,1:32.468
2009,Singapore,2,5, Kubica,Sauber BMW,,,22.430,47.807
2009,Singapore,3,15, Vettel,RBR Renault,,,12.676,1:01.671
2009,Singapore,2,14, Webber,RBR Renault,,,31.074,1:00.876
2009,Singapore,2,10, Glock,Toyota,,,21.702,47.599
2009,Singapore,2,1, Hamilton,McLaren Mercedes,,,22.429,47.143
2009,Singapore,2,23, Barrichello,Brawn Mercedes,,,27.438,52.539
2009,Singapore,2,2, Kovalainen,McLaren Mercedes,,,23.625,48.011
2009,Singapore,2,17, Nakajima,Williams Toyota,,,23.254,49.300
2009,Singapore,2,3, Fisichella,Ferrari,,,22.082,45.634
2009,Singapore,2,21, Liuzzi,Force India Mercedes,,,22.118,47.739
2009,Singapore,2,11, Alguersuari,STR Ferrari,,,29.017,1:00.454
2009,Singapore,2,7, Alonso,Renault,,,21.361,47.420
2009,Singapore,2,22, Button,Brawn Mercedes,,,22.408,48.253
2009,Singapore,2,9, Trulli,Toyota,,,22.055,45.169
2009,Singapore,2,4, Räikkönen,Ferrari,,,22.061,47.689
2009,Japan,1,14, Webber,RBR Renault,,,31.836,31.836
2009,Japan,2,14, Webber,RBR Renault,,,1:00.406,1:32.242
2009,Japan,3,14, Webber,RBR Renault,,,24.089,1:56.331
2009,Japan,1,1, Hamilton,McLaren Mercedes,,,25.285,25.285
2009,Japan,1,20, Sutil,Force India Mercedes,,,27.650,27.650
2009,Japan,1,9, Trulli,Toyota,,,26.604,26.604
2009,Japan,1,22, Button,Brawn Mercedes,,,25.776,25.776
2009,Japan,1,3, Fisichella,Ferrari,,,26.099,26.099
2009,Japan,1,15, Vettel,RBR Renault,,,29.989,29.989
2009,Japan,1,6, Heidfeld,Sauber BMW,,,25.765,25.765
2009,Japan,1,4, Räikkönen,Ferrari,,,24.928,24.928
2009,Japan,1,23, Barrichello,Brawn Mercedes,,,26.464,26.464
2009,Japan,1,16, Rosberg,Williams Toyota,,,25.812,25.812
2009,Japan,1,11, Alguersuari,STR Ferrari,,,25.618,25.618
2009,Japan,1,2, Kovalainen,McLaren Mercedes,,,24.871,24.871
2009,Japan,1,21, Liuzzi,Force India Mercedes,,,24.341,24.341
2009,Japan,1,5, Kubica,Sauber BMW,,,24.192,24.192
2009,Japan,1,17, Nakajima,Williams Toyota,,,26.835,26.835
2009,Japan,1,8, Grosjean,Renault,,,27.915,27.915
2009,Japan,1,7, Alonso,Renault,,,27.282,27.282
2009,Japan,4,14, Webber,RBR Renault,,,26.734,2:23.065
2009,Japan,2,4, Räikkönen,Ferrari,,,24.571,49.499
2009,Japan,2,6, Heidfeld,Sauber BMW,,,26.949,52.714
2009,Japan,2,1, Hamilton,McLaren Mercedes,,,23.828,49.113
2009,Japan,2,9, Trulli,Toyota,,,23.765,50.369
2009,Japan,2,2, Kovalainen,McLaren Mercedes,,,26.897,51.768
2009,Japan,2,3, Fisichella,Ferrari,,,24.448,50.547
2009,Japan,2,20, Sutil,Force India Mercedes,,,24.175,51.825
2009,Japan,2,15, Vettel,RBR Renault,,,25.316,55.305
2009,Japan,2,22, Button,Brawn Mercedes,,,23.815,49.591
2009,Japan,2,5, Kubica,Sauber BMW,,,25.119,49.311
2009,Japan,2,23, Barrichello,Brawn Mercedes,,,23.449,49.913
2009,Japan,2,11, Alguersuari,STR Ferrari,,,23.191,48.809
2009,Japan,2,21, Liuzzi,Force India Mercedes,,,23.210,47.551
2009,Japan,2,16, Rosberg,Williams Toyota,,,24.888,50.700
2009,Japan,5,14, Webber,RBR Renault,,,30.045,2:53.110
2009,Brazil,1,1, Hamilton,McLaren Mercedes,,,25.059,25.059
2009,Brazil,1,4, Räikkönen,Ferrari,,,40.485,40.485
2009,Brazil,1,2, Kovalainen,McLaren Mercedes,,,50.009,50.009
2009,Brazil,1,21, Liuzzi,Force India Mercedes,,,23.806,23.806
2009,Brazil,2,21, Liuzzi,Force India Mercedes,,,22.889,46.695
2009,Brazil,1,6, Heidfeld,Sauber BMW,,,24.883,24.883
2009,Brazil,1,23, Barrichello,Brawn Mercedes,,,25.463,25.463
2009,Brazil,1,5, Kubica,Sauber BMW,,,24.326,24.326
2009,Brazil,1,16, Rosberg,Williams Toyota,,,25.968,25.968
2009,Brazil,1,12, Buemi,STR Ferrari,,,26.433,26.433
2009,Brazil,1,14, Webber,RBR Renault,,,25.614,25.614
2009,Brazil,1,17, Nakajima,Williams Toyota,,,25.364,25.364
2009,Brazil,1,22, Button,Brawn Mercedes,,,24.585,24.585
2009,Brazil,2,2, Kovalainen,McLaren Mercedes,,,24.574,1:14.583
2009,Brazil,1,10, Kobayashi,Toyota,,,24.680,24.680
2009,Brazil,1,11, Alguersuari,STR Ferrari,,,24.897,24.897
2009,Brazil,1,8, Grosjean,Renault,,,24.824,24.824
2009,Brazil,1,15, Vettel,RBR Renault,,,26.731,26.731
2009,Brazil,1,3, Fisichella,Ferrari,,,27.310,27.310
2009,Brazil,2,1, Hamilton,McLaren Mercedes,,,25.129,50.188
2009,Brazil,2,4, Räikkönen,Ferrari,,,25.860,1:06.345
2009,Brazil,3,21, Liuzzi,Force India Mercedes,,,25.402,1:12.097
2009,Brazil,2,5, Kubica,Sauber BMW,,,24.056,48.382
2009,Brazil,2,23, Barrichello,Brawn Mercedes,,,23.513,48.976
2009,Brazil,2,11, Alguersuari,STR Ferrari,,,24.694,49.591
2009,Brazil,2,14, Webber,RBR Renault,,,25.454,51.068
2009,Brazil,2,12, Buemi,STR Ferrari,,,25.655,52.088
2009,Brazil,2,22, Button,Brawn Mercedes,,,23.107,47.692
2009,Brazil,2,8, Grosjean,Renault,,,25.218,50.042
2009,Brazil,2,15, Vettel,RBR Renault,,,22.974,49.705
2009,Brazil,2,10, Kobayashi,Toyota,,,28.423,53.103
2009,Brazil,3,2, Kovalainen,McLaren Mercedes,,,22.903,1:37.486
2009,Brazil,3,23, Barrichello,Brawn Mercedes,,,25.547,1:14.523
2009,Abu Dhabi,1,23, Barrichello,Brawn Mercedes,,,25.527,25.527
2009,Abu Dhabi,1,5, Kubica,Sauber BMW,,,25.617,25.617
2009,Abu Dhabi,1,1, Hamilton,McLaren Mercedes,,,24.443,24.443
2009,Abu Dhabi,1,22, Button,Brawn Mercedes,,,26.418,26.418
2009,Abu Dhabi,1,14, Webber,RBR Renault,,,25.748,25.748
2009,Abu Dhabi,1,9, Trulli,Toyota,,,25.188,25.188
2009,Abu Dhabi,1,16, Rosberg,Williams Toyota,,,24.028,24.028
2009,Abu Dhabi,1,12, Buemi,STR Ferrari,,,25.158,25.158
2009,Abu Dhabi,1,11, Alguersuari,STR Ferrari,,,17.153,17.153
2009,Abu Dhabi,1,15, Vettel,RBR Renault,,,25.650,25.650
2009,Abu Dhabi,1,6, Heidfeld,Sauber BMW,,,25.076,25.076
2009,Abu Dhabi,1,20, Sutil,Force India Mercedes,,,26.217,26.217
2009,Abu Dhabi,1,3, Fisichella,Ferrari,,,26.425,26.425
2009,Abu Dhabi,1,4, Räikkönen,Ferrari,,,26.532,26.532
2009,Abu Dhabi,1,10, Kobayashi,Toyota,,,25.514,25.514
2009,Abu Dhabi,1,2, Kovalainen,McLaren Mercedes,,,25.761,25.761
2009,Abu Dhabi,1,21, Liuzzi,Force India Mercedes,,,26.016,26.016
2009,Abu Dhabi,1,8, Grosjean,Renault,,,26.159,26.159
2009,Abu Dhabi,2,3, Fisichella,Ferrari,,,12.904,39.329
2009,Abu Dhabi,1,17, Nakajima,Williams Toyota,,,26.168,26.168
2009,Abu Dhabi,1,7, Alonso,Renault,,,24.641,24.641
2009,Abu Dhabi,2,16, Rosberg,Williams Toyota,,,24.269,48.297
2009,Abu Dhabi,2,5, Kubica,Sauber BMW,,,23.919,49.536
2009,Abu Dhabi,2,14, Webber,RBR Renault,,,24.052,49.800
2009,Abu Dhabi,2,23, Barrichello,Brawn Mercedes,,,23.445,48.972
2009,Abu Dhabi,2,6, Heidfeld,Sauber BMW,,,22.603,47.679
2009,Abu Dhabi,2,12, Buemi,STR Ferrari,,,23.485,48.643
2009,Abu Dhabi,2,20, Sutil,Force India Mercedes,,,23.275,49.492
2009,Abu Dhabi,2,15, Vettel,RBR Renault,,,24.247,49.897
2009,Abu Dhabi,2,22, Button,Brawn Mercedes,,,22.369,48.787
2009,Abu Dhabi,2,9, Trulli,Toyota,,,22.388,47.576
2008,Australia,1,8, Nakajima,Williams Toyota,,,31.811,31.811
2008,Australia,1,2, Massa,Ferrari,,,29.785,29.785
2008,Australia,2,2, Massa,Ferrari,,,22.920,52.705
2008,Australia,1,4, Kubica,Sauber BMW,,,24.029,24.029
2008,Australia,1,22, Hamilton,McLaren Mercedes,,,24.797,24.797
2008,Australia,1,14, Bourdais,STR Ferrari,,,28.762,28.762
2008,Australia,1,7, Rosberg,Williams Toyota,,,24.146,24.146
2008,Australia,1,3, Heidfeld,Sauber BMW,,,22.900,22.900
2008,Australia,1,23, Kovalainen,McLaren Mercedes,,,24.446,24.446
2008,Australia,1,9, Coulthard,Red Bull Renault,,,24.363,24.363
2008,Australia,1,17, Barrichello,Honda,,,23.217,23.217
2008,Australia,1,18, Sato,Super Aguri Honda,,,26.095,26.095
2008,Australia,2,14, Bourdais,STR Ferrari,,,26.371,55.133
2008,Australia,2,4, Kubica,Sauber BMW,,,23.915,47.944
2008,Australia,1,5, Alonso,Renault,,,25.291,25.291
2008,Australia,1,12, Glock,Toyota,,,28.750,28.750
2008,Australia,2,8, Nakajima,Williams Toyota,,,26.892,58.703
2008,Australia,1,6, Piquet,Renault,,,22.454,22.454
2008,Australia,1,1, Räikkönen,Ferrari,,,25.414,25.414
2008,Australia,2,22, Hamilton,McLaren Mercedes,,,24.254,49.051
2008,Australia,2,7, Rosberg,Williams Toyota,,,22.873,47.019
2008,Australia,2,3, Heidfeld,Sauber BMW,,,22.371,45.271
2008,Australia,2,17, Barrichello,Honda,,,22.421,45.638
2008,Australia,2,23, Kovalainen,McLaren Mercedes,,,25.195,49.641
2008,Australia,2,5, Alonso,Renault,,,24.293,49.584
2008,Australia,3,8, Nakajima,Williams Toyota,,,58.458,1:57.161
2008,Australia,3,17, Barrichello,Honda,,,26.847,1:12.485
2008,Malaysia,1,7, Rosberg,Williams Toyota,,,38.701,38.701
2008,Malaysia,1,10, Webber,Red Bull Renault,,,31.528,31.528
2008,Malaysia,1,8, Nakajima,Williams Toyota,,,30.474,30.474
2008,Malaysia,1,2, Massa,Ferrari,,,29.913,29.913
2008,Malaysia,1,11, Trulli,Toyota,,,30.926,30.926
2008,Malaysia,1,3, Heidfeld,Sauber BMW,,,30.255,30.255
2008,Malaysia,1,1, Räikkönen,Ferrari,,,29.511,29.511
2008,Malaysia,1,18, Sato,Super Aguri Honda,,,30.627,30.627
2008,Malaysia,1,22, Hamilton,McLaren Mercedes,,,41.548,41.548
2008,Malaysia,1,23, Kovalainen,McLaren Mercedes,,,31.880,31.880
2008,Malaysia,1,21, Fisichella,Force India Ferrari,,,30.125,30.125
2008,Malaysia,1,19, Davidson,Super Aguri Honda,,,30.945,30.945
2008,Malaysia,1,4, Kubica,Sauber BMW,,,30.507,30.507
2008,Malaysia,1,5, Alonso,Renault,,,30.071,30.071
2008,Malaysia,1,16, Button,Honda,,,30.459,30.459
2008,Malaysia,1,9, Coulthard,Red Bull Renault,,,31.229,31.229
2008,Malaysia,1,6, Piquet,Renault,,,28.678,28.678
2008,Malaysia,1,15, Vettel,STR Ferrari,,,29.252,29.252
2008,Malaysia,1,17, Barrichello,Honda,,,29.566,29.566
2008,Malaysia,2,8, Nakajima,Williams Toyota,,,30.755,1:01.229
2008,Malaysia,2,7, Rosberg,Williams Toyota,,,33.756,1:12.457
2008,Malaysia,2,18, Sato,Super Aguri Honda,,,30.981,1:01.608
2008,Malaysia,2,1, Räikkönen,Ferrari,,,30.139,59.650
2008,Malaysia,2,21, Fisichella,Force India Ferrari,,,30.231,1:00.356
2008,Malaysia,2,10, Webber,Red Bull Renault,,,29.249,1:00.777
2008,Malaysia,2,17, Barrichello,Honda,,,28.516,58.082
2008,Malaysia,2,11, Trulli,Toyota,,,28.692,59.618
2008,Malaysia,2,19, Davidson,Super Aguri Honda,,,29.311,1:00.256
2008,Malaysia,2,6, Piquet,Renault,,,29.264,57.942
2008,Malaysia,2,3, Heidfeld,Sauber BMW,,,27.944,58.199
2008,Malaysia,2,5, Alonso,Renault,,,28.534,58.605
2008,Malaysia,2,4, Kubica,Sauber BMW,,,28.121,58.628
2008,Malaysia,2,16, Button,Honda,,,28.205,58.664
2008,Malaysia,2,22, Hamilton,McLaren Mercedes,,,30.255,1:11.803
2008,Malaysia,2,9, Coulthard,Red Bull Renault,,,28.307,59.536
2008,Malaysia,2,23, Kovalainen,McLaren Mercedes,,,28.723,1:00.603
2008,Malaysia,3,17, Barrichello,Honda,,,18.949,1:17.031
2008,Bahrain,1,16, Button,Honda,,,32.397,32.397
2008,Bahrain,1,20, Sutil,Force India Ferrari,,,37.740,37.740
2008,Bahrain,1,22, Hamilton,McLaren Mercedes,,,33.797,33.797
2008,Bahrain,1,9, Coulthard,Red Bull Renault,,,34.912,34.912
2008,Bahrain,1,4, Kubica,Sauber BMW,,,30.683,30.683
2008,Bahrain,1,7, Rosberg,Williams Toyota,,,30.851,30.851
2008,Bahrain,1,6, Piquet,Renault,,,29.583,29.583
2008,Bahrain,2,16, Button,Honda,,,35.618,1:08.015
2008,Bahrain,1,1, Räikkönen,Ferrari,,,31.237,31.237
2008,Bahrain,1,11, Trulli,Toyota,,,30.508,30.508
2008,Bahrain,1,5, Alonso,Renault,,,29.062,29.062
2008,Bahrain,1,2, Massa,Ferrari,,,30.536,30.536
2008,Bahrain,2,9, Coulthard,Red Bull Renault,,,38.380,1:13.292
2008,Bahrain,1,3, Heidfeld,Sauber BMW,,,30.299,30.299
2008,Bahrain,1,23, Kovalainen,McLaren Mercedes,,,31.307,31.307
2008,Bahrain,1,10, Webber,Red Bull Renault,,,30.197,30.197
2008,Bahrain,1,21, Fisichella,Force India Ferrari,,,30.731,30.731
2008,Bahrain,1,17, Barrichello,Honda,,,29.802,29.802
2008,Bahrain,1,14, Bourdais,STR Ferrari,,,31.456,31.456
2008,Bahrain,1,12, Glock,Toyota,,,29.705,29.705
2008,Bahrain,1,19, Davidson,Super Aguri Honda,,,30.979,30.979
2008,Bahrain,1,18, Sato,Super Aguri Honda,,,29.843,29.843
2008,Bahrain,2,20, Sutil,Force India Ferrari,,,30.544,1:08.284
2008,Bahrain,2,22, Hamilton,McLaren Mercedes,,,31.699,1:05.496
2008,Bahrain,1,8, Nakajima,Williams Toyota,,,32.141,32.141
2008,Bahrain,2,6, Piquet,Renault,,,30.368,59.951
2008,Bahrain,2,5, Alonso,Renault,,,30.132,59.194
2008,Bahrain,2,1, Räikkönen,Ferrari,,,29.958,1:01.195
2008,Bahrain,3,20, Sutil,Force India Ferrari,,,37.713,1:45.997
2008,Bahrain,2,14, Bourdais,STR Ferrari,,,29.914,1:01.370
2008,Bahrain,2,2, Massa,Ferrari,,,30.349,1:00.885
2008,Bahrain,2,7, Rosberg,Williams Toyota,,,29.297,1:00.148
2008,Bahrain,2,4, Kubica,Sauber BMW,,,28.763,59.446
2008,Bahrain,3,9, Coulthard,Red Bull Renault,,,28.964,1:42.256
2008,Bahrain,2,10, Webber,Red Bull Renault,,,28.810,59.007
2008,Bahrain,2,17, Barrichello,Honda,,,28.183,57.985
2008,Bahrain,2,21, Fisichella,Force India Ferrari,,,29.762,1:00.493
2008,Bahrain,2,11, Trulli,Toyota,,,28.243,58.751
2008,Bahrain,2,19, Davidson,Super Aguri Honda,,,30.085,1:01.064
2008,Bahrain,2,12, Glock,Toyota,,,29.033,58.738
2008,Bahrain,2,3, Heidfeld,Sauber BMW,,,27.678,57.977
2008,Bahrain,2,18, Sato,Super Aguri Honda,,,30.289,1:00.132
2008,Bahrain,2,23, Kovalainen,McLaren Mercedes,,,28.531,59.838
2008,Spain,1,5, Alonso,Renault,,,28.547,28.547
2008,Spain,1,2, Massa,Ferrari,,,27.347,27.347
2008,Spain,1,1, Räikkönen,Ferrari,,,27.188,27.188
2008,Spain,1,10, Webber,Red Bull Renault,,,28.876,28.876
2008,Spain,1,11, Trulli,Toyota,,,26.840,26.840
2008,Spain,1,18, Sato,Super Aguri Honda,,,38.711,38.711
2008,Spain,1,22, Hamilton,McLaren Mercedes,,,27.637,27.637
2008,Spain,1,4, Kubica,Sauber BMW,,,26.829,26.829
2008,Spain,1,7, Rosberg,Williams Toyota,,,30.481,30.481
2008,Spain,1,3, Heidfeld,Sauber BMW,,,27.490,27.490
2008,Spain,1,17, Barrichello,Honda,,,29.517,29.517
2008,Spain,1,16, Button,Honda,,,34.001,34.001
2008,Spain,1,8, Nakajima,Williams Toyota,,,29.336,29.336
2008,Spain,1,21, Fisichella,Force India Ferrari,,,28.110,28.110
2008,Spain,1,9, Coulthard,Red Bull Renault,,,27.719,27.719
2008,Spain,1,12, Glock,Toyota,,,27.472,27.472
2008,Spain,2,17, Barrichello,Honda,,,31.718,1:01.235
2008,Spain,2,3, Heidfeld,Sauber BMW,,,29.680,57.170
2008,Spain,2,18, Sato,Super Aguri Honda,,,34.090,1:12.801
2008,Spain,2,21, Fisichella,Force India Ferrari,,,28.012,56.122
2008,Spain,3,3, Heidfeld,Sauber BMW,,,26.433,1:23.603
2008,Spain,2,2, Massa,Ferrari,,,26.241,53.588
2008,Spain,2,10, Webber,Red Bull Renault,,,26.924,55.800
2008,Spain,2,11, Trulli,Toyota,,,30.542,57.382
2008,Spain,2,1, Räikkönen,Ferrari,,,27.999,55.187
2008,Spain,2,22, Hamilton,McLaren Mercedes,,,26.455,54.092
2008,Spain,2,4, Kubica,Sauber BMW,,,26.156,52.985
2008,Spain,2,8, Nakajima,Williams Toyota,,,26.446,55.782
2008,Spain,2,12, Glock,Toyota,,,25.324,52.796
2008,Spain,2,9, Coulthard,Red Bull Renault,,,27.266,54.985
2008,Spain,3,11, Trulli,Toyota,,,16.796,1:14.178
2008,Spain,3,12, Glock,Toyota,,,27.655,1:20.451
2008,Spain,2,16, Button,Honda,,,25.413,59.414
2008,Spain,3,9, Coulthard,Red Bull Renault,,,32.360,1:27.345
2008,Turkey,1,20, Sutil,Force India Ferrari,,,37.316,37.316
2008,Turkey,1,15, Vettel,STR Ferrari,,,29.242,29.242
2008,Turkey,1,23, Kovalainen,McLaren Mercedes,,,29.802,29.802
2008,Turkey,1,5, Alonso,Renault,,,30.169,30.169
2008,Turkey,1,22, Hamilton,McLaren Mercedes,,,26.794,26.794
2008,Turkey,1,10, Webber,Red Bull Renault,,,30.460,30.460
2008,Turkey,1,2, Massa,Ferrari,,,28.413,28.413
2008,Turkey,1,4, Kubica,Sauber BMW,,,29.360,29.360
2008,Turkey,1,11, Trulli,Toyota,,,30.686,30.686
2008,Turkey,1,1, Räikkönen,Ferrari,,,28.987,28.987
2008,Turkey,1,3, Heidfeld,Sauber BMW,,,28.927,28.927
2008,Turkey,2,20, Sutil,Force India Ferrari,,,27.825,1:05.141
2008,Turkey,2,15, Vettel,STR Ferrari,,,25.573,54.815
2008,Turkey,1,9, Coulthard,Red Bull Renault,,,29.772,29.772
2008,Turkey,1,14, Bourdais,STR Ferrari,,,43.662,43.662
2008,Turkey,3,15, Vettel,STR Ferrari,,,40.624,1:35.439
2008,Turkey,1,7, Rosberg,Williams Toyota,,,28.678,28.678
2008,Turkey,2,23, Kovalainen,McLaren Mercedes,,,30.152,59.954
2008,Turkey,1,17, Barrichello,Honda,,,31.029,31.029
2008,Turkey,1,6, Piquet,Renault,,,27.664,27.664
2008,Turkey,1,16, Button,Honda,,,30.201,30.201
2008,Turkey,1,12, Glock,Toyota,,,30.160,30.160
2008,Turkey,2,22, Hamilton,McLaren Mercedes,,,26.200,52.994
2008,Turkey,3,20, Sutil,Force India Ferrari,,,29.299,1:34.440
2008,Turkey,2,2, Massa,Ferrari,,,27.356,55.769
2008,Turkey,2,4, Kubica,Sauber BMW,,,27.547,56.907
2008,Turkey,2,5, Alonso,Renault,,,27.519,57.688
2008,Turkey,2,3, Heidfeld,Sauber BMW,,,26.662,55.589
2008,Turkey,2,1, Räikkönen,Ferrari,,,26.981,55.968
2008,Turkey,4,15, Vettel,STR Ferrari,,,27.433,2:02.872
2008,Turkey,2,7, Rosberg,Williams Toyota,,,27.223,55.901
2008,Turkey,2,10, Webber,Red Bull Renault,,,26.685,57.145
2008,Turkey,3,22, Hamilton,McLaren Mercedes,,,25.763,1:18.757
2008,Turkey,2,9, Coulthard,Red Bull Renault,,,26.155,55.927
2008,Turkey,2,6, Piquet,Renault,,,28.630,56.294
2008,Turkey,2,11, Trulli,Toyota,,,25.642,56.328
2008,Turkey,3,23, Kovalainen,McLaren Mercedes,,,26.301,1:26.255
2008,Monaco,1,16, Button,Honda,,,51.346,51.346
2008,Monaco,1,7, Rosberg,Williams Toyota,,,30.562,30.562
2008,Monaco,1,12, Glock,Toyota,,,29.124,29.124
2008,Monaco,1,22, Hamilton,McLaren Mercedes,,,29.031,29.031
2008,Monaco,1,5, Alonso,Renault,,,32.638,32.638
2008,Monaco,1,11, Trulli,Toyota,,,27.419,27.419
2008,Monaco,2,16, Button,Honda,,,27.500,1:18.846
2008,Monaco,1,1, Räikkönen,Ferrari,,,15.034,15.034
2008,Monaco,2,5, Alonso,Renault,,,30.915,1:03.553
2008,Monaco,2,7, Rosberg,Williams Toyota,,,30.790,1:01.352
2008,Monaco,1,3, Heidfeld,Sauber BMW,,,32.004,32.004
2008,Monaco,1,4, Kubica,Sauber BMW,,,27.297,27.297
2008,Monaco,2,1, Räikkönen,Ferrari,,,35.126,50.160
2008,Monaco,1,2, Massa,Ferrari,,,29.823,29.823
2008,Monaco,1,23, Kovalainen,McLaren Mercedes,,,29.636,29.636
2008,Monaco,2,11, Trulli,Toyota,,,30.116,57.535
2008,Monaco,2,12, Glock,Toyota,,,29.970,59.094
2008,Monaco,3,5, Alonso,Renault,,,27.244,1:30.797
2008,Monaco,1,6, Piquet,Renault,,,31.593,31.593
2008,Monaco,1,10, Webber,Red Bull Renault,,,29.934,29.934
2008,Monaco,3,16, Button,Honda,,,26.237,1:45.083
2008,Monaco,3,12, Glock,Toyota,,,28.333,1:27.427
2008,Monaco,2,23, Kovalainen,McLaren Mercedes,,,27.038,56.674
2008,Monaco,1,8, Nakajima,Williams Toyota,,,1:00.396,1:00.396
2008,Monaco,1,15, Vettel,STR Ferrari,,,26.027,26.027
2008,Monaco,2,4, Kubica,Sauber BMW,,,26.375,53.672
2008,Monaco,3,7, Rosberg,Williams Toyota,,,15.617,1:16.969
2008,Monaco,1,20, Sutil,Force India Ferrari,,,27.070,27.070
2008,Monaco,2,22, Hamilton,McLaren Mercedes,,,26.376,55.407
2008,Monaco,3,11, Trulli,Toyota,,,25.767,1:23.302
2008,Monaco,4,7, Rosberg,Williams Toyota,,,27.186,1:44.155
2008,Monaco,1,17, Barrichello,Honda,,,27.344,27.344
2008,Monaco,2,2, Massa,Ferrari,,,27.376,57.199
2008,Monaco,2,3, Heidfeld,Sauber BMW,,,26.035,58.039
2008,Monaco,3,1, Räikkönen,Ferrari,,,25.418,1:15.578
2008,Monaco,3,3, Heidfeld,Sauber BMW,,,37.093,1:35.132
