year,race,position,number,driver,car,time,laps
1993,Brazil,25,22, Badoer,Lola Ferrari,1:22.938,12
1993,Brazil,26,15, Capelli,Jordan Hart,1:23.674,12
1993,Europe,1,8, Senna,McLaren Ford,1:23.976,11
1993,Europe,2,0, Hill,Williams Renault,1:24.014,12
1993,Europe,3,2, Prost,Williams Renault,1:24.467,12
1993,Europe,4,30, Jarvilehto,Sauber,1:25.469,12
1993,Europe,5,27, Alesi,Ferrari,1:25.699,12
1993,Europe,6,28, Berger,Ferrari,1:25.971,12
1993,Europe,7,5, Schumacher,Benetton Ford,1:26.264,11
1993,Europe,8,14, Barrichello,Jordan Hart,1:26.557,12
1993,Europe,9,25, Brundle,Ligier Renault,1:26.788,10
1993,Europe,10,29, Wendlinger,Sauber,1:26.805,12
1993,Europe,11,7, Andretti,McLaren Ford,1:26.859,12
1993,Europe,12,12, Herbert,Lotus Ford,1:27.173,12
1993,Europe,13,6, Patrese,Benetton Ford,1:27.273,11
1993,Europe,14,24, Barbazza,Minardi Ford,1:27.275,10
1993,Europe,15,26, Blundell,Ligier Renault,1:27.302,12
1993,Europe,16,23, Fittipaldi,Minardi Ford,1:28.065,12
1993,Europe,17,9, Warwick,Footwork Mugen Honda,1:28.096,12
1993,Europe,18,19, Alliot,Larrousse Lamborghini,1:28.648,12
1993,Europe,19,15, Boutsen,Jordan Hart,1:28.701,12
1993,Europe,20,11, Zanardi,Lotus Ford,1:28.782,12
1993,Europe,21,4, de Cesaris,Tyrrell Yamaha,1:29.177,11
1993,Europe,22,20, Comas,Larrousse Lamborghini,1:29.310,5
1993,Europe,23,3, Katayama,Tyrrell Yamaha,1:29.851,11
1993,Europe,24,21, Alboreto,Lola Ferrari,1:30.049,10
1993,Europe,25,10, Suzuki,Footwork Mugen Honda,1:30.107,12
1993,Europe,26,22, Badoer,Lola Ferrari,1:31.178,6
1993,San Marino,1,0, Hill,Williams Renault,1:22.540,12
1993,San Marino,2,2, Prost,Williams Renault,1:22.788,11
1993,San Marino,3,5, Schumacher,Benetton Ford,1:23.988,12
1993,San Marino,4,8, Senna,McLaren Ford,1:24.042,10
1993,San Marino,5,28, Berger,Ferrari,1:24.822,11
1993,San Marino,6,27, Alesi,Ferrari,1:24.906,12
1993,San Marino,7,6, Patrese,Benetton Ford,1:24.916,11
1993,San Marino,8,26, Blundell,Ligier Renault,1:25.405,12
1993,San Marino,9,19, Alliot,Larrousse Lamborghini,1:25.482,12
1993,San Marino,10,12, Herbert,Lotus Ford,1:25.742,7
1993,San Marino,11,29, Wendlinger,Sauber,1:25.789,12
1993,San Marino,12,30, Jarvilehto,Sauber,1:25.941,11
1993,San Marino,13,9, Warwick,Footwork Mugen Honda,1:25.971,11
1993,San Marino,14,14, Barrichello,Jordan Hart,1:26.142,12
1993,San Marino,15,25, Brundle,Ligier Renault,1:26.181,12
1993,San Marino,16,11, Zanardi,Lotus Ford,1:26.465,12
1993,San Marino,17,10, Suzuki,Footwork Mugen Honda,1:26.707,9
1993,San Marino,18,15, Boutsen,Jordan Hart,1:26.810,11
1993,San Marino,19,20, Comas,Larrousse Lamborghini,1:26.947,11
1993,San Marino,20,4, de Cesaris,Tyrrell Yamaha,1:27.312,11
1993,San Marino,21,22, Badoer,Lola Ferrari,1:27.371,12
1993,San Marino,22,3, Katayama,Tyrrell Yamaha,1:27.569,9
1993,San Marino,23,23, Fittipaldi,Minardi Ford,1:27.753,11
1993,San Marino,24,21, Alboreto,Lola Ferrari,1:27.801,11
1993,San Marino,25,24, Barbazza,Minardi Ford,1:28.032,8
1993,San Marino,26,7, Andretti,McLaren Ford,1:31.809,4
1993,Spain,1,2, Prost,Williams Renault,1:19.599,12
1993,Spain,2,8, Senna,McLaren Ford,1:20.221,12
1993,Spain,3,0, Hill,Williams Renault,1:20.400,12
1993,Spain,4,5, Schumacher,Benetton Ford,1:21.148,12
1993,Spain,5,6, Patrese,Benetton Ford,1:21.880,12
1993,Spain,6,7, Andretti,McLaren Ford,1:22.286,11
1993,Spain,7,30, Jarvilehto,Sauber,1:22.801,12
1993,Spain,8,12, Herbert,Lotus Ford,1:23.541,12
1993,Spain,9,11, Zanardi,Lotus Ford,1:23.579,12
1993,Spain,10,27, Alesi,Ferrari,1:23.614,12
1993,Spain,11,29, Wendlinger,Sauber,1:23.696,12
1993,Spain,12,9, Warwick,Footwork Mugen Honda,1:23.971,12
1993,Spain,13,26, Blundell,Ligier Renault,1:24.107,12
1993,Spain,14,10, Suzuki,Footwork Mugen Honda,1:24.158,12
1993,Spain,15,23, Fittipaldi,Minardi Ford,1:24.304,12
1993,Spain,16,28, Berger,Ferrari,1:24.346,12
1993,Spain,17,15, Boutsen,Jordan Hart,1:24.476,11
1993,Spain,18,14, Barrichello,Jordan Hart,1:24.708,12
1993,Spain,19,25, Brundle,Ligier Renault,1:24.748,12
1993,Spain,20,20, Comas,Larrousse Lamborghini,1:24.995,12
1993,Spain,21,3, Katayama,Tyrrell Yamaha,1:25.607,11
1993,Spain,22,24, Barbazza,Minardi Ford,1:25.616,11
1993,Spain,23,19, Alliot,Larrousse Lamborghini,1:26.698,8
1993,Spain,24,21, Alboreto,Lola Ferrari,1:26.813,12
1993,Spain,25,22, Badoer,Lola Ferrari,1:26.851,12
1993,Spain,26,4, de Cesaris,Tyrrell Yamaha,1:27.724,8
1993,Monaco,1,0, Hill,Williams Renault,1:38.963,12
1993,Monaco,2,2, Prost,Williams Renault,1:39.649,11
1993,Monaco,3,5, Schumacher,Benetton Ford,1:40.780,12
1993,Monaco,4,28, Berger,Ferrari,1:40.853,12
1993,Monaco,5,8, Senna,McLaren Ford,1:42.127,12
1993,Monaco,6,6, Patrese,Benetton Ford,1:42.136,12
1993,Monaco,7,27, Alesi,Ferrari,1:42.160,12
1993,Monaco,8,19, Alliot,Larrousse Lamborghini,1:43.031,11
1993,Monaco,9,26, Blundell,Ligier Renault,1:43.449,12
1993,Monaco,10,23, Fittipaldi,Minardi Ford,1:43.829,11
1993,Monaco,11,12, Herbert,Lotus Ford,1:43.898,12
1993,Monaco,12,4, de Cesaris,Tyrrell Yamaha,1:44.193,9
1993,Monaco,13,14, Barrichello,Jordan Hart,1:44.310,12
1993,Monaco,14,20, Comas,Larrousse Lamborghini,1:44.483,10
1993,Monaco,15,24, Barbazza,Minardi Ford,1:44.524,12
1993,Monaco,16,9, Warwick,Footwork Mugen Honda,1:44.884,8
1993,Monaco,17,29, Wendlinger,Sauber,1:45.439,12
1993,Monaco,18,15, Boutsen,Jordan Hart,1:45.512,12
1993,Monaco,19,7, Andretti,McLaren Ford,1:45.993,9
1993,Monaco,20,25, Brundle,Ligier Renault,1:46.446,3
1993,Monaco,21,22, Badoer,Lola Ferrari,1:46.745,12
1993,Monaco,22,11, Zanardi,Lotus Ford,1:46.935,10
1993,Monaco,23,21, Alboreto,Lola Ferrari,1:47.082,12
1993,Monaco,24,30, Jarvilehto,Sauber,1:48.526,3
1993,Monaco,25,3, Katayama,Tyrrell Yamaha,1:49.210,12
1993,Monaco,26,10, Suzuki,Footwork Mugen Honda,10:06.384,3
1993,Canada,1,2, Prost,Williams Renault,1:18.987,12
1993,Canada,2,0, Hill,Williams Renault,1:19.491,12
1993,Canada,3,5, Schumacher,Benetton Ford,1:20.808,12
1993,Canada,4,6, Patrese,Benetton Ford,1:20.948,12
1993,Canada,5,28, Berger,Ferrari,1:21.278,12
1993,Canada,6,27, Alesi,Ferrari,1:21.414,12
1993,Canada,7,25, Brundle,Ligier Renault,1:21.603,12
1993,Canada,8,8, Senna,McLaren Ford,1:21.706,12
1993,Canada,9,29, Wendlinger,Sauber,1:21.936,12
1993,Canada,10,26, Blundell,Ligier Renault,1:22.097,12
1993,Canada,11,30, Jarvilehto,Sauber,1:22.198,12
1993,Canada,12,20, Comas,Larrousse Lamborghini,1:22.263,12
1993,Canada,13,7, Andretti,McLaren Ford,1:22.751,12
1993,Canada,14,10, Suzuki,Footwork Mugen Honda,1:22.891,12
1993,Canada,15,19, Alliot,Larrousse Lamborghini,1:22.983,7
1993,Canada,16,14, Barrichello,Jordan Hart,1:23.152,9
1993,Canada,17,11, Zanardi,Lotus Ford,1:23.240,12
1993,Canada,18,4, de Cesaris,Tyrrell Yamaha,1:23.268,11
1993,Canada,19,12, Herbert,Lotus Ford,1:23.341,12
1993,Canada,20,9, Warwick,Footwork Mugen Honda,1:23.518,12
1993,Canada,21,24, Barbazza,Minardi Ford,1:23.946,12
1993,Canada,22,21, Alboreto,Lola Ferrari,1:24.382,12
1993,Canada,23,3, Katayama,Tyrrell Yamaha,1:24.391,10
1993,Canada,24,23, Fittipaldi,Minardi Ford,1:24.559,11
1993,Canada,25,15, Boutsen,Jordan Hart,1:24.632,12
1993,Canada,26,22, Badoer,Lola Ferrari,1:25.212,12
1993,France,1,0, Hill,Williams Renault,1:15.051,12
1993,France,2,2, Prost,Williams Renault,1:15.725,12
1993,France,3,5, Schumacher,Benetton Ford,1:16.720,11
1993,France,4,8, Senna,McLaren Ford,1:16.782,12
1993,France,5,27, Alesi,Ferrari,1:16.825,12
1993,France,6,26, Blundell,Ligier Renault,1:16.834,12
1993,France,7,25, Brundle,Ligier Renault,1:16.847,11
1993,France,8,14, Barrichello,Jordan Hart,1:17.347,12
1993,France,9,10, Suzuki,Footwork Mugen Honda,1:17.441,12
1993,France,10,29, Wendlinger,Sauber,1:17.650,11
1993,France,11,6, Patrese,Benetton Ford,1:17.675,12
1993,France,12,12, Herbert,Lotus Ford,1:17.862,12
1993,France,13,20, Comas,Larrousse Lamborghini,1:18.180,12
1993,France,14,19, Alliot,Larrousse Lamborghini,1:18.230,11
1993,France,15,11, Zanardi,Lotus Ford,1:18.331,10
1993,France,16,7, Andretti,McLaren Ford,1:18.585,12
1993,France,17,15, Boutsen,Jordan Hart,1:18.685,12
1993,France,18,28, Berger,Ferrari,1:18.741,12
1993,France,19,9, Warwick,Footwork Mugen Honda,1:19.180,12
1993,France,20,30, Jarvilehto,Sauber,1:19.252,12
1993,France,21,23, Fittipaldi,Minardi Ford,1:19.968,12
1993,France,22,3, Katayama,Tyrrell Yamaha,1:20.553,12
1993,France,23,4, de Cesaris,Tyrrell Yamaha,1:21.024,12
1993,France,24,24, Barbazza,Minardi Ford,1:21.113,2
1993,France,25,22, Badoer,Lola Ferrari,1:21.931,12
1993,France,26,21, Alboreto,Lola Ferrari,1:22.106,12
1993,Great Britain,1,2, Prost,Williams Renault,1:34.483,11
1993,Great Britain,2,0, Hill,Williams Renault,1:36.297,12
1993,Great Britain,3,8, Senna,McLaren Ford,1:37.050,12
1993,Great Britain,4,5, Schumacher,Benetton Ford,1:37.264,12
1993,Great Britain,5,27, Alesi,Ferrari,1:37.899,12
1993,Great Britain,6,28, Berger,Ferrari,1:37.976,11
1993,Great Britain,7,7, Andretti,McLaren Ford,1:38.283,11
1993,Great Britain,8,6, Patrese,Benetton Ford,1:38.371,12
1993,Great Britain,9,25, Brundle,Ligier Renault,1:38.384,12
1993,Great Britain,10,9, Warwick,Footwork Mugen Honda,1:39.433,12
1993,Great Britain,11,30, Jarvilehto,Sauber,1:39.821,10
1993,Great Britain,12,10, Suzuki,Footwork Mugen Honda,1:40.537,12
1993,Great Britain,13,4, de Cesaris,Tyrrell Yamaha,1:40.624,12
1993,Great Britain,14,24, Martini,Minardi Ford,1:40.851,12
1993,Great Britain,15,14, Barrichello,Jordan Hart,1:40.869,12
1993,Great Britain,16,12, Herbert,Lotus Ford,1:41.037,12
1993,Great Britain,17,23, Fittipaldi,Minardi Ford,1:41.726,12
1993,Great Britain,18,22, Badoer,Lola Ferrari,1:41.838,11
1993,Great Britain,19,11, Zanardi,Lotus Ford,1:41.908,12
1993,Great Britain,20,20, Comas,Larrousse Lamborghini,1:41.926,11
1993,Great Britain,21,29, Wendlinger,Sauber,1:41.940,10
1993,Great Britain,22,19, Alliot,Larrousse Lamborghini,1:41.985,11
1993,Great Britain,23,21, Alboreto,Lola Ferrari,1:42.844,12
1993,Great Britain,24,15, Boutsen,Jordan Hart,1:42.957,12
1993,Great Britain,25,3, Katayama,Tyrrell Yamaha,1:43.173,12
1993,Great Britain,26,26, Blundell,Ligier Renault,9:32.793,1
1993,Germany,1,2, Prost,Williams Renault,1:39.046,8
1993,Germany,2,5, Schumacher,Benetton Ford,1:39.640,11
1993,Germany,3,0, Hill,Williams Renault,1:40.211,12
1993,Germany,4,26, Blundell,Ligier Renault,1:40.279,10
1993,Germany,5,8, Senna,McLaren Ford,1:40.642,8
1993,Germany,6,25, Brundle,Ligier Renault,1:40.916,10
1993,Germany,7,6, Patrese,Benetton Ford,1:41.101,11
1993,Germany,8,10, Suzuki,Footwork Mugen Honda,1:41.138,10
1993,Germany,9,28, Berger,Ferrari,1:41.290,5
1993,Germany,10,27, Alesi,Ferrari,1:41.304,12
1993,Germany,11,7, Andretti,McLaren Ford,1:41.531,9
1993,Germany,12,12, Herbert,Lotus Ford,1:41.564,12
1993,Germany,13,11, Zanardi,Lotus Ford,1:41.858,12
1993,Germany,14,29, Wendlinger,Sauber,1:41.922,6
1993,Germany,15,20, Comas,Larrousse Lamborghini,1:42.086,12
1993,Germany,16,14, Barrichello,Jordan Hart,1:42.152,10
1993,Germany,17,23, Fittipaldi,Minardi Ford,1:42.658,12
1993,Germany,18,24, Martini,Minardi Ford,1:42.786,11
1993,Germany,19,30, Jarvilehto,Sauber,1:42.845,12
1993,Germany,20,19, Alliot,Larrousse Lamborghini,1:42.912,12
1993,Germany,21,9, Warwick,Footwork Mugen Honda,1:42.977,8
1993,Germany,22,22, Badoer,Lola Ferrari,1:43.345,10
1993,Germany,23,4, de Cesaris,Tyrrell Yamaha,1:43.471,9
1993,Germany,24,15, Boutsen,Jordan Hart,1:43.476,12
1993,Germany,25,21, Alboreto,Lola Ferrari,1:44.198,8
1993,Germany,26,3, Katayama,Tyrrell Yamaha,1:46.709,2
1993,Hungary,1,2, Prost,Williams Renault,1:15.488,12
1993,Hungary,2,5, Schumacher,Benetton Ford,1:16.003,12
1993,Hungary,3,0, Hill,Williams Renault,1:16.135,12
1993,Hungary,4,6, Patrese,Benetton Ford,1:17.755,11
1993,Hungary,5,8, Senna,McLaren Ford,1:18.260,9
1993,Hungary,6,24, Martini,Minardi Ford,1:19.129,11
1993,Hungary,7,25, Brundle,Ligier Renault,1:19.277,10
1993,Hungary,8,28, Berger,Ferrari,1:19.379,12
1993,Hungary,9,27, Alesi,Ferrari,1:19.438,12
1993,Hungary,10,10, Suzuki,Footwork Mugen Honda,1:19.533,6
1993,Hungary,11,11, Zanardi,Lotus Ford,1:19.673,12
1993,Hungary,12,7, Andretti,McLaren Ford,1:20.088,11
1993,Hungary,13,12, Herbert,Lotus Ford,1:20.527,12
1993,Hungary,14,29, Wendlinger,Sauber,1:20.590,3
1993,Hungary,15,14, Barrichello,Jordan Hart,1:20.658,12
1993,Hungary,16,26, Blundell,Ligier Renault,1:20.770,6
1993,Hungary,17,9, Warwick,Footwork Mugen Honda,1:20.780,8
1993,Hungary,18,23, Fittipaldi,Minardi Ford,1:20.953,12
1993,Hungary,19,19, Alliot,Larrousse Lamborghini,1:20.959,12
1993,Hungary,20,20, Comas,Larrousse Lamborghini,1:21.049,12
1993,Hungary,21,15, Boutsen,Jordan Hart,1:21.484,12
1993,Hungary,22,4, de Cesaris,Tyrrell Yamaha,1:22.489,11
1993,Hungary,23,3, Katayama,Tyrrell Yamaha,1:22.668,12
1993,Hungary,24,22, Badoer,Lola Ferrari,1:23.543,12
1993,Hungary,25,21, Alboreto,Lola Ferrari,1:23.560,11
1993,Hungary,26,30, Jarvilehto,Sauber,1:24.596,2
1993,Belgium,1,0, Hill,Williams Renault,1:48.716,11
1993,Belgium,2,2, Prost,Williams Renault,1:48.794,10
1993,Belgium,3,5, Schumacher,Benetton Ford,1:50.305,9
1993,Belgium,4,8, Senna,McLaren Ford,1:51.385,11
1993,Belgium,5,10, Suzuki,Footwork Mugen Honda,1:51.904,11
1993,Belgium,6,6, Patrese,Benetton Ford,1:51.925,12
1993,Belgium,7,27, Alesi,Ferrari,1:52.159,10
1993,Belgium,8,30, Jarvilehto,Sauber,1:52.210,9
1993,Belgium,9,12, Herbert,Lotus Ford,1:52.369,11
1993,Belgium,10,28, Berger,Ferrari,1:52.689,12
1993,Belgium,11,9, Warwick,Footwork Mugen Honda,1:52.730,12
1993,Belgium,12,26, Blundell,Ligier Renault,1:53.030,12
1993,Belgium,13,29, Wendlinger,Sauber,1:53.139,12
1993,Belgium,14,14, Barrichello,Jordan Hart,1:53.235,12
1993,Belgium,15,25, Brundle,Ligier Renault,1:53.323,12
1993,Belgium,16,7, Andretti,McLaren Ford,1:53.554,12
1993,Belgium,17,4, de Cesaris,Tyrrell Yamaha,1:53.559,12
1993,Belgium,18,24, Martini,Minardi Ford,1:54.968,12
1993,Belgium,19,3, Katayama,Tyrrell Yamaha,1:55.271,5
1993,Belgium,20,15, Boutsen,Jordan Hart,1:55.382,12
1993,Belgium,21,20, Comas,Larrousse Lamborghini,1:56.072,11
1993,Belgium,22,19, Alliot,Larrousse Lamborghini,1:56.822,5
1993,Belgium,23,23, Fittipaldi,Minardi Ford,1:56.947,5
1993,Belgium,24,22, Badoer,Lola Ferrari,1:57.599,10
1993,Belgium,25,21, Alboreto,Lola Ferrari,1:57.852,12
1993,Italy,1,2, Prost,Williams Renault,1:22.163,12
1993,Italy,2,0, Hill,Williams Renault,1:22.283,9
1993,Italy,3,27, Alesi,Ferrari,1:22.625,12
1993,Italy,4,8, Senna,McLaren Ford,1:23.310,10
1993,Italy,5,28, Berger,Ferrari,1:23.750,12
1993,Italy,6,5, Schumacher,Benetton Ford,1:23.888,12
1993,Italy,7,30, Jarvilehto,Sauber,1:24.298,12
1993,Italy,8,25, Brundle,Ligier Renault,1:24.608,12
1993,Italy,9,9, Warwick,Footwork Mugen Honda,1:24.673,12
1993,Italy,10,29, Wendlinger,Sauber,1:25.016,12
1993,Italy,11,26, Blundell,Ligier Renault,1:25.238,10
1993,Italy,12,7, Andretti,McLaren Ford,1:25.348,12
1993,Italy,13,12, Herbert,Lotus Ford,1:25.463,12
1993,Italy,14,4, de Cesaris,Tyrrell Yamaha,1:25.482,12
1993,Italy,15,19, Alliot,Larrousse Lamborghini,1:25.529,12
1993,Italy,16,24, Martini,Minardi Ford,1:25.903,11
1993,Italy,17,22, Badoer,Lola Ferrari,1:26.049,12
1993,Italy,18,6, Patrese,Benetton Ford,1:26.082,12
1993,Italy,19,10, Suzuki,Footwork Mugen Honda,1:26.127,12
1993,Italy,20,23, Fittipaldi,Minardi Ford,1:26.135,11
1993,Italy,21,21, Alboreto,Lola Ferrari,1:26.287,11
1993,Italy,22,3, Katayama,Tyrrell Yamaha,1:26.300,12
1993,Italy,23,20, Comas,Larrousse Lamborghini,1:26.323,12
1993,Italy,24,11, Lamy,Lotus Ford,1:26.380,12
1993,Italy,25,14, Barrichello,Jordan Hart,1:26.664,6
1993,Italy,26,15, Apicella,Jordan Hart,1:51.300,2
1993,Portugal,1,2, Prost,Williams Renault,1:11.683,12
1993,Portugal,2,0, Hill,Williams Renault,1:12.290,12
1993,Portugal,3,8, Senna,McLaren Ford,1:12.954,11
1993,Portugal,4,7, Hakkinen,McLaren Ford,1:12.956,12
1993,Portugal,5,5, Schumacher,Benetton Ford,1:13.403,12
1993,Portugal,6,27, Alesi,Ferrari,1:13.682,12
1993,Portugal,7,28, Berger,Ferrari,1:14.159,12
1993,Portugal,8,6, Patrese,Benetton Ford,1:14.206,12
1993,Portugal,9,26, Blundell,Ligier Renault,1:14.591,12
1993,Portugal,10,25, Brundle,Ligier Renault,1:14.779,12
1993,Portugal,11,30, Jarvilehto,Sauber,1:14.978,12
1993,Portugal,12,29, Wendlinger,Sauber,1:15.016,12
1993,Portugal,13,9, Warwick,Footwork Mugen Honda,1:15.200,12
1993,Portugal,14,14, Barrichello,Jordan Hart,1:15.479,12
1993,Portugal,15,12, Herbert,Lotus Ford,1:15.831,8
1993,Portugal,16,24, Martini,Minardi Ford,1:15.942,12
1993,Portugal,17,10, Suzuki,Footwork Mugen Honda,1:15.968,12
1993,Portugal,18,4, de Cesaris,Tyrrell Yamaha,1:16.072,12
1993,Portugal,19,20, Comas,Larrousse Lamborghini,1:16.417,12
1993,Portugal,20,23, Fittipaldi,Minardi Ford,1:16.651,12
1993,Portugal,21,3, Katayama,Tyrrell Yamaha,1:16.655,12
1993,Portugal,22,19, Alliot,Larrousse Lamborghini,1:16.777,12
1993,Portugal,23,11, Lamy,Lotus Ford,1:17.198,11
1993,Portugal,24,21, Alboreto,Lola Ferrari,1:17.778,12
1993,Portugal,25,15, Naspetti,Jordan Hart,1:17.845,11
1993,Portugal,26,22, Badoer,Lola Ferrari,1:19.064,12
1993,Japan,1,2, Prost,Williams Renault,1:38.587,12
1993,Japan,2,5, Schumacher,Benetton Ford,1:38.589,11
1993,Japan,3,7, Hakkinen,McLaren Ford,1:38.813,12
1993,Japan,4,8, Senna,McLaren Ford,1:38.942,10
1993,Japan,5,0, Hill,Williams Renault,1:38.979,12
1993,Japan,6,28, Berger,Ferrari,1:39.024,10
1993,Japan,7,27, Alesi,Ferrari,1:39.535,5
1993,Japan,8,30, Jarvilehto,Sauber,1:40.346,11
1993,Japan,9,6, Patrese,Benetton Ford,1:40.748,12
1993,Japan,10,3, Katayama,Tyrrell Yamaha,1:40.963,11
1993,Japan,11,15, Irvine,Jordan Hart,1:41.018,12
1993,Japan,12,9, Warwick,Footwork Mugen Honda,1:41.086,12
1993,Japan,13,26, Blundell,Ligier Renault,1:41.278,12
1993,Japan,14,29, Wendlinger,Sauber,1:41.367,12
1993,Japan,15,10, Suzuki,Footwork Mugen Honda,1:41.380,12
1993,Japan,16,4, de Cesaris,Tyrrell Yamaha,1:41.480,11
1993,Japan,17,12, Herbert,Lotus Ford,1:41.488,11
1993,Japan,18,25, Brundle,Ligier Renault,1:41.543,11
1993,Japan,19,14, Barrichello,Jordan Hart,1:41.624,12
1993,Japan,20,24, Martini,Minardi Ford,1:42.388,12
1993,Japan,21,11, Lamy,Lotus Ford,1:43.165,11
1993,Japan,22,20, Comas,Larrousse Lamborghini,1:43.483,8
1993,Japan,23,19, Suzuki,Larrousse Lamborghini,1:44.562,10
1993,Japan,24,23, Gounon,Minardi Ford,1:46.782,12
1993,Australia,1,8, Senna,McLaren Ford,1:13.371,12
1993,Australia,2,2, Prost,Williams Renault,1:13.807,12
1993,Australia,3,5, Schumacher,Benetton Ford,1:14.098,12
1993,Australia,4,7, Hakkinen,McLaren Ford,1:14.106,12
1993,Australia,5,28, Berger,Ferrari,1:14.194,12
1993,Australia,6,0, Hill,Williams Renault,1:14.721,12
1993,Australia,7,27, Alesi,Ferrari,1:15.332,11
1993,Australia,8,25, Brundle,Ligier Renault,1:16.022,12
1993,Australia,9,6, Patrese,Benetton Ford,1:16.077,12
1993,Australia,10,10, Suzuki,Footwork Mugen Honda,1:16.079,12
1993,Australia,11,29, Wendlinger,Sauber,1:16.106,12
1993,Australia,12,30, Jarvilehto,Sauber,1:16.286,12
1993,Australia,13,14, Barrichello,Jordan Hart,1:16.459,12
1993,Australia,14,26, Blundell,Ligier Renault,1:16.862,3
1993,Australia,15,24, Martini,Minardi Ford,1:16.905,12
1993,Australia,16,3, Katayama,Tyrrell Yamaha,1:17.018,11
1993,Australia,17,4, de Cesaris,Tyrrell Yamaha,1:17.350,11
1993,Australia,18,12, Herbert,Lotus Ford,1:17.612,12
1993,Australia,19,20, Comas,Larrousse Lamborghini,1:17.750,12
1993,Australia,20,23, Gounon,Minardi Ford,1:17.754,12
1993,Australia,21,11, Lamy,Lotus Ford,1:19.628,10
1993,Australia,22,15, Irvine,Jordan Hart,1:19.733,10
1993,Australia,23,19, Suzuki,Larrousse Lamborghini,1:21.793,4
