year,race,position,number,driver,car,q1,q2,q3,time,laps
2020,Belgium,9,18, Stroll,Racing Point BWT Mercedes,1:43.265,1:42.491,1:42.603,,15
2020,Belgium,10,4, Norris,McLaren Renault,1:43.514,1:42.722,1:42.657,,17
2020,Belgium,11,26, Kvyat,AlphaTauri Honda,1:43.267,1:42.730,,,12
2020,Belgium,12,10, Gasly,AlphaTauri Honda,1:43.262,1:42.745,,,12
2020,Belgium,13,16, Leclerc,Ferrari,1:43.656,1:42.996,,,12
2020,Belgium,14,5, Vettel,Ferrari,1:43.567,1:43.261,,,12
2020,Belgium,15,63, Russell,Williams Mercedes,1:43.630,1:43.468,,,11
2020,Belgium,16,7, Räikkönen,Alfa Romeo Racing Ferrari,1:43.743,,,,6
2020,Belgium,17,8, Grosjean,Haas Ferrari,1:43.838,,,,6
2020,Belgium,18,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:43.950,,,,6
2020,Belgium,19,6, Latifi,Williams Mercedes,1:44.138,,,,6
2020,Belgium,20,20, Magnussen,Haas Ferrari,1:44.314,,,,8
2020,Italy,1,44, Hamilton,Mercedes,1:19.514,1:19.092,1:18.887,,18
2020,Italy,2,77, Bottas,Mercedes,1:19.786,1:18.952,1:18.956,,18
2020,Italy,3,55, Sainz,McLaren Renault,1:20.099,1:19.705,1:19.695,,16
2020,Italy,4,11, Perez,Racing Point BWT Mercedes,1:20.048,1:19.718,1:19.720,,17
2020,Italy,5,33, Verstappen,Red Bull Racing Honda,1:20.193,1:19.780,1:19.795,,17
2020,Italy,6,4, Norris,McLaren Renault,1:20.344,1:19.962,1:19.820,,18
2020,Italy,7,3, Ricciardo,Renault,1:20.548,1:20.031,1:19.864,,16
2020,Italy,8,18, Stroll,Racing Point BWT Mercedes,1:20.400,1:19.924,1:20.049,,19
2020,Italy,9,23, Albon,Red Bull Racing Honda,1:21.104,1:20.064,1:20.090,,19
2020,Italy,10,10, Gasly,AlphaTauri Honda,1:20.145,1:19.909,1:20.177,,20
2020,Italy,11,26, Kvyat,AlphaTauri Honda,1:20.307,1:20.169,,,14
2020,Italy,12,31, Ocon,Renault,1:20.747,1:20.234,,,12
2020,Italy,13,16, Leclerc,Ferrari,1:20.443,1:20.273,,,15
2020,Italy,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:21.010,1:20.926,,,14
2020,Italy,15,20, Magnussen,Haas Ferrari,1:20.869,1:21.573,,,14
2020,Italy,16,8, Grosjean,Haas Ferrari,1:21.139,,,,8
2020,Italy,17,5, Vettel,Ferrari,1:21.151,,,,5
2020,Italy,18,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:21.206,,,,9
2020,Italy,19,63, Russell,Williams Mercedes,1:21.587,,,,7
2020,Italy,20,6, Latifi,Williams Mercedes,1:21.717,,,,8
2020,Tuscany,1,44, Hamilton,Mercedes,1:15.778,1:15.309,1:15.144,,14
2020,Tuscany,2,77, Bottas,Mercedes,1:15.749,1:15.322,1:15.203,,11
2020,Tuscany,3,33, Verstappen,Red Bull Racing Honda,1:16.335,1:15.471,1:15.509,,12
2020,Tuscany,4,23, Albon,Red Bull Racing Honda,1:16.527,1:15.914,1:15.954,,14
2020,Tuscany,5,16, Leclerc,Ferrari,1:16.698,1:16.324,1:16.270,,18
2020,Tuscany,6,11, Perez,Racing Point BWT Mercedes,1:16.596,1:16.489,1:16.311,,16
2020,Tuscany,7,18, Stroll,Racing Point BWT Mercedes,1:16.701,1:16.271,1:16.356,,14
2020,Tuscany,8,3, Ricciardo,Renault,1:16.981,1:16.243,1:16.543,,14
2020,Tuscany,9,55, Sainz,McLaren Renault,1:16.993,1:16.522,1:17.870,,17
2020,Tuscany,10,31, Ocon,Renault,1:16.825,1:16.297,,,14
2020,Tuscany,11,4, Norris,McLaren Renault,1:16.895,1:16.640,,,12
2020,Tuscany,12,26, Kvyat,AlphaTauri Honda,1:16.928,1:16.854,,,11
2020,Tuscany,13,7, Räikkönen,Alfa Romeo Racing Ferrari,1:17.059,1:16.854,,,12
2020,Tuscany,14,5, Vettel,Ferrari,1:17.072,1:16.858,,,12
2020,Tuscany,15,8, Grosjean,Haas Ferrari,1:17.069,1:17.254,,,12
2020,Tuscany,16,10, Gasly,AlphaTauri Honda,1:17.125,,,,6
2020,Tuscany,17,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:17.220,,,,6
2020,Tuscany,18,63, Russell,Williams Mercedes,1:17.232,,,,9
2020,Tuscany,19,6, Latifi,Williams Mercedes,1:17.320,,,,9
2020,Tuscany,20,20, Magnussen,Haas Ferrari,1:17.348,,,,6
2020,Russia,1,44, Hamilton,Mercedes,1:32.983,1:32.835,1:31.304,,19
2020,Russia,2,33, Verstappen,Red Bull Racing Honda,1:33.630,1:33.157,1:31.867,,21
2020,Russia,3,77, Bottas,Mercedes,1:32.656,1:32.405,1:31.956,,19
2020,Russia,4,11, Perez,Racing Point BWT Mercedes,1:33.704,1:33.038,1:32.317,,15
2020,Russia,5,3, Ricciardo,Renault,1:33.650,1:32.218,1:32.364,,15
2020,Russia,6,55, Sainz,McLaren Renault,1:33.967,1:32.757,1:32.550,,15
2020,Russia,7,31, Ocon,Renault,1:33.557,1:33.196,1:32.624,,20
2020,Russia,8,4, Norris,McLaren Renault,1:33.804,1:33.081,1:32.847,,19
2020,Russia,9,10, Gasly,AlphaTauri Honda,1:33.734,1:33.139,1:33.000,,21
2020,Russia,10,23, Albon,Red Bull Racing Honda,1:33.919,1:33.153,1:33.008,,19
2020,Russia,11,16, Leclerc,Ferrari,1:34.071,1:33.239,,,10
2020,Russia,12,26, Kvyat,AlphaTauri Honda,1:33.511,1:33.249,,,16
2020,Russia,13,18, Stroll,Racing Point BWT Mercedes,1:33.852,1:33.364,,,11
2020,Russia,14,63, Russell,Williams Mercedes,1:34.020,1:33.583,,,11
2020,Russia,15,5, Vettel,Ferrari,1:34.134,1:33.609,,,11
2020,Russia,16,8, Grosjean,Haas Ferrari,1:34.592,,,,7
2020,Russia,17,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:34.594,,,,6
2020,Russia,18,20, Magnussen,Haas Ferrari,1:34.681,,,,8
2020,Russia,19,6, Latifi,Williams Mercedes,1:35.066,,,,5
2020,Russia,20,7, Räikkönen,Alfa Romeo Racing Ferrari,1:35.267,,,,5
2020,Eifel,1,77, Bottas,Mercedes,1:26.573,1:25.971,1:25.269,,19
2020,Eifel,2,44, Hamilton,Mercedes,1:26.620,1:25.390,1:25.525,,18
2020,Eifel,3,33, Verstappen,Red Bull Racing Honda,1:26.319,1:25.467,1:25.562,,15
2020,Eifel,4,16, Leclerc,Ferrari,1:26.857,1:26.240,1:26.035,,18
2020,Eifel,5,23, Albon,Red Bull Racing Honda,1:27.126,1:26.285,1:26.047,,15
2020,Eifel,6,3, Ricciardo,Renault,1:26.836,1:26.096,1:26.223,,18
2020,Eifel,7,31, Ocon,Renault,1:27.086,1:26.364,1:26.242,,20
2020,Eifel,8,4, Norris,McLaren Renault,1:26.829,1:26.316,1:26.458,,18
2020,Eifel,9,11, Perez,Racing Point BWT Mercedes,1:27.120,1:26.330,1:26.704,,17
2020,Eifel,10,55, Sainz,McLaren Renault,1:27.378,1:26.361,1:26.709,,20
2020,Eifel,11,5, Vettel,Ferrari,1:27.107,1:26.738,,,16
2020,Eifel,12,10, Gasly,AlphaTauri Honda,1:27.072,1:26.776,,,16
2020,Eifel,13,26, Kvyat,AlphaTauri Honda,1:27.285,1:26.848,,,16
2020,Eifel,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:27.532,1:26.936,,,14
2020,Eifel,15,20, Magnussen,Haas Ferrari,1:27.231,1:27.125,,,16
2020,Eifel,16,8, Grosjean,Haas Ferrari,1:27.552,,,,10
2020,Eifel,17,63, Russell,Williams Mercedes,1:27.564,,,,9
2020,Eifel,18,6, Latifi,Williams Mercedes,1:27.812,,,,9
2020,Eifel,19,7, Räikkönen,Alfa Romeo Racing Ferrari,1:27.817,,,,8
2020,Eifel,20,27, Hulkenberg,Racing Point BWT Mercedes,1:28.021,,,,10
2020,Portugal,1,44, Hamilton,Mercedes,1:16.828,1:16.824,1:16.652,,21
2020,Portugal,2,77, Bottas,Mercedes,1:16.945,1:16.466,1:16.754,,17
2020,Portugal,3,33, Verstappen,Red Bull Racing Honda,1:16.879,1:17.038,1:16.904,,23
2020,Portugal,4,16, Leclerc,Ferrari,1:17.421,1:17.367,1:17.090,,23
2020,Portugal,5,11, Perez,Racing Point BWT Mercedes,1:17.370,1:17.129,1:17.223,,21
2020,Portugal,6,23, Albon,Red Bull Racing Honda,1:17.435,1:17.411,1:17.437,,29
2020,Portugal,7,55, Sainz,McLaren Renault,1:17.627,1:17.183,1:17.520,,24
2020,Portugal,8,4, Norris,McLaren Renault,1:17.547,1:17.321,1:17.525,,24
2020,Portugal,9,10, Gasly,AlphaTauri Honda,1:17.209,1:17.367,1:17.803,,26
2020,Portugal,10,3, Ricciardo,Renault,1:17.621,1:17.481,,,17
2020,Portugal,11,31, Ocon,Renault,1:17.775,1:17.614,,,18
2020,Portugal,12,18, Stroll,Racing Point BWT Mercedes,1:17.667,1:17.626,,,22
2020,Portugal,13,26, Kvyat,AlphaTauri Honda,1:17.841,1:17.728,,,22
2020,Portugal,14,63, Russell,Williams Mercedes,1:17.931,1:17.788,,,17
2020,Portugal,15,5, Vettel,Ferrari,1:17.446,1:17.919,,,20
2020,Portugal,16,7, Räikkönen,Alfa Romeo Racing Ferrari,1:18.201,,,,12
2020,Portugal,17,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:18.323,,,,12
2020,Portugal,18,8, Grosjean,Haas Ferrari,1:18.364,,,,12
2020,Portugal,19,20, Magnussen,Haas Ferrari,1:18.508,,,,10
2020,Portugal,20,6, Latifi,Williams Mercedes,1:18.777,,,,11
2020,Emilia Romagna,1,77, Bottas,Mercedes,1:14.221,1:14.585,1:13.609,,22
2020,Emilia Romagna,2,44, Hamilton,Mercedes,1:14.229,1:14.643,1:13.706,,22
2020,Emilia Romagna,3,33, Verstappen,Red Bull Racing Honda,1:15.034,1:14.974,1:14.176,,16
2020,Emilia Romagna,4,10, Gasly,AlphaTauri Honda,1:15.183,1:14.681,1:14.502,,19
2020,Emilia Romagna,5,3, Ricciardo,Renault,1:15.474,1:14.953,1:14.520,,18
2020,Emilia Romagna,6,23, Albon,Red Bull Racing Honda,1:15.402,1:14.745,1:14.572,,21
2020,Emilia Romagna,7,16, Leclerc,Ferrari,1:15.123,1:15.017,1:14.616,,20
2020,Emilia Romagna,8,26, Kvyat,AlphaTauri Honda,1:15.412,1:15.022,1:14.696,,21
2020,Emilia Romagna,9,4, Norris,McLaren Renault,1:15.274,1:15.051,1:14.814,,17
2020,Emilia Romagna,10,55, Sainz,McLaren Renault,1:15.528,1:15.027,1:14.911,,19
2020,Emilia Romagna,11,11, Perez,Racing Point BWT Mercedes,1:15.407,1:15.061,,,16
2020,Emilia Romagna,12,31, Ocon,Renault,1:15.352,1:15.201,,,14
2020,Emilia Romagna,13,63, Russell,Williams Mercedes,1:15.760,1:15.323,,,18
2020,Emilia Romagna,14,5, Vettel,Ferrari,1:15.571,1:15.385,,,20
2020,Emilia Romagna,15,18, Stroll,Racing Point BWT Mercedes,1:15.822,1:15.494,,,16
2020,Emilia Romagna,16,8, Grosjean,Haas Ferrari,1:15.918,,,,10
2020,Emilia Romagna,17,20, Magnussen,Haas Ferrari,1:15.939,,,,11
2020,Emilia Romagna,18,7, Räikkönen,Alfa Romeo Racing Ferrari,1:15.953,,,,10
2020,Emilia Romagna,19,6, Latifi,Williams Mercedes,1:15.987,,,,12
2020,Emilia Romagna,20,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:16.208,,,,8
2020,Turkey,1,18, Stroll,Racing Point BWT Mercedes,2:07.467,1:53.372,1:47.765,,22
2020,Turkey,2,33, Verstappen,Red Bull Racing Honda,1:57.485,1:50.293,1:48.055,,26
2020,Turkey,3,11, Perez,Racing Point BWT Mercedes,2:07.614,1:54.097,1:49.321,,21
2020,Turkey,4,23, Albon,Red Bull Racing Honda,1:59.431,1:52.282,1:50.448,,26
2020,Turkey,5,3, Ricciardo,Renault,2:05.598,1:54.278,1:51.595,,26
2020,Turkey,6,44, Hamilton,Mercedes,2:07.599,1:52.709,1:52.560,,23
2020,Turkey,7,31, Ocon,Renault,2:06.115,1:53.657,1:52.622,,26
2020,Turkey,8,7, Räikkönen,Alfa Romeo Racing Ferrari,2:01.249,1:53.793,1:52.745,,27
2020,Turkey,9,77, Bottas,Mercedes,2:07.001,1:53.767,1:53.258,,23
2020,Turkey,10,99, Giovinazzi,Alfa Romeo Racing Ferrari,2:07.341,1:53.431,1:57.226,,26
2020,Turkey,11,4, Norris,McLaren Renault,2:07.167,1:54.945,,,18
2020,Turkey,12,5, Vettel,Ferrari,2:03.356,1:55.169,,,18
2020,Turkey,13,55, Sainz,McLaren Renault,2:07.489,1:55.410,,,18
2020,Turkey,14,16, Leclerc,Ferrari,2:04.464,1:56.696,,,18
2020,Turkey,15,10, Gasly,AlphaTauri Honda,2:05.579,1:58.556,,,17
2020,Turkey,16,20, Magnussen,Haas Ferrari,2:08.007,,,,10
2020,Turkey,17,26, Kvyat,AlphaTauri Honda,2:09.070,,,,8
2020,Turkey,18,63, Russell,Williams Mercedes,2:10.017,,,,9
2020,Turkey,19,8, Grosjean,Haas Ferrari,2:12.909,,,,7
2020,Turkey,20,6, Latifi,Williams Mercedes,2:21.611,,,,9
2020,Bahrain,1,44, Hamilton,Mercedes,1:28.343,1:27.586,1:27.264,,16
2020,Bahrain,2,77, Bottas,Mercedes,1:28.767,1:28.063,1:27.553,,16
2020,Bahrain,3,33, Verstappen,Red Bull Racing Honda,1:28.885,1:28.025,1:27.678,,15
2020,Bahrain,4,23, Albon,Red Bull Racing Honda,1:28.732,1:28.749,1:28.274,,18
2020,Bahrain,5,11, Perez,Racing Point BWT Mercedes,1:29.178,1:28.894,1:28.322,,20
2020,Bahrain,6,3, Ricciardo,Renault,1:29.005,1:28.648,1:28.417,,17
2020,Bahrain,7,31, Ocon,Renault,1:29.203,1:28.937,1:28.419,,14
2020,Bahrain,8,10, Gasly,AlphaTauri Honda,1:28.971,1:29.008,1:28.448,,14
2020,Bahrain,9,4, Norris,McLaren Renault,1:29.464,1:28.877,1:28.542,,17
2020,Bahrain,10,26, Kvyat,AlphaTauri Honda,1:29.158,1:28.944,1:28.618,,17
2020,Bahrain,11,5, Vettel,Ferrari,1:29.142,1:29.149,,,11
2020,Bahrain,12,16, Leclerc,Ferrari,1:29.137,1:29.165,,,11
2020,Bahrain,13,18, Stroll,Racing Point BWT Mercedes,1:28.679,1:29.557,,,11
2020,Bahrain,14,63, Russell,Williams Mercedes,1:29.294,1:31.218,,,11
2020,Bahrain,15,55, Sainz,McLaren Renault,1:28.975,,,,5
2020,Bahrain,16,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:29.491,,,,6
2020,Bahrain,17,7, Räikkönen,Alfa Romeo Racing Ferrari,1:29.810,,,,6
2020,Bahrain,18,20, Magnussen,Haas Ferrari,1:30.111,,,,6
2020,Bahrain,19,8, Grosjean,Haas Ferrari,1:30.138,,,,6
2020,Bahrain,20,6, Latifi,Williams Mercedes,1:30.182,,,,6
2020,Sakhir,1,77, Bottas,Mercedes,53.904,53.803,53.377,,24
2020,Sakhir,2,63, Russell,Mercedes,54.160,53.819,53.403,,25
2020,Sakhir,3,33, Verstappen,Red Bull Racing Honda,54.037,53.647,53.433,,17
2020,Sakhir,4,16, Leclerc,Ferrari,54.249,53.825,53.613,,21
2020,Sakhir,5,11, Perez,Racing Point BWT Mercedes,54.236,53.787,53.790,,17
2020,Sakhir,6,26, Kvyat,AlphaTauri Honda,54.346,53.856,53.906,,26
2020,Sakhir,7,3, Ricciardo,Renault,54.388,53.871,53.957,,15
2020,Sakhir,8,55, Sainz,McLaren Renault,54.450,53.818,54.010,,20
2020,Sakhir,9,10, Gasly,AlphaTauri Honda,54.207,53.941,54.154,,28
2020,Sakhir,10,18, Stroll,Racing Point BWT Mercedes,54.595,53.840,54.200,,19
2020,Sakhir,11,31, Ocon,Renault,54.309,53.995,,,13
2020,Sakhir,12,23, Albon,Red Bull Racing Honda,54.620,54.026,,,12
2020,Sakhir,13,5, Vettel,Ferrari,54.301,54.175,,,17
2020,Sakhir,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,54.523,54.377,,,14
2020,Sakhir,15,4, Norris,McLaren Renault,54.194,54.693,,,15
2020,Sakhir,16,20, Magnussen,Haas Ferrari,54.705,,,,9
2020,Sakhir,17,6, Latifi,Williams Mercedes,54.796,,,,11
2020,Sakhir,18,89, Aitken,Williams Mercedes,54.892,,,,9
2020,Sakhir,19,7, Räikkönen,Alfa Romeo Racing Ferrari,54.963,,,,11
2020,Sakhir,20,51, Fittipaldi,Haas Ferrari,55.426,,,,11
2020,Abu Dhabi,1,33, Verstappen,Red Bull Racing Honda,1:35.993,1:35.641,1:35.246,,19
2020,Abu Dhabi,2,77, Bottas,Mercedes,1:35.699,1:35.527,1:35.271,,18
2020,Abu Dhabi,3,44, Hamilton,Mercedes,1:35.528,1:35.466,1:35.332,,20
2020,Abu Dhabi,4,4, Norris,McLaren Renault,1:36.016,1:35.849,1:35.497,,17
2020,Abu Dhabi,5,23, Albon,Red Bull Racing Honda,1:36.106,1:35.654,1:35.571,,15
2020,Abu Dhabi,6,55, Sainz,McLaren Renault,1:36.517,1:36.192,1:35.815,,14
2020,Abu Dhabi,7,26, Kvyat,AlphaTauri Honda,1:36.459,1:36.214,1:35.963,,20
2020,Abu Dhabi,8,18, Stroll,Racing Point BWT Mercedes,1:36.502,1:36.143,1:36.046,,15
2020,Abu Dhabi,9,16, Leclerc,Ferrari,1:35.881,1:35.932,1:36.065,,20
2020,Abu Dhabi,10,10, Gasly,AlphaTauri Honda,1:36.545,1:36.282,1:36.242,,20
2020,Abu Dhabi,11,31, Ocon,Renault,1:36.783,1:36.359,,,12
2020,Abu Dhabi,12,3, Ricciardo,Renault,1:36.704,1:36.406,,,9
2020,Abu Dhabi,13,5, Vettel,Ferrari,1:36.655,1:36.631,,,12
2020,Abu Dhabi,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:37.075,1:38.248,,,12
2020,Abu Dhabi,15,11, Perez,Racing Point BWT Mercedes,1:36.034,,,,4
2020,Abu Dhabi,16,7, Räikkönen,Alfa Romeo Racing Ferrari,1:37.555,,,,6
2020,Abu Dhabi,17,20, Magnussen,Haas Ferrari,1:37.863,,,,9
2020,Abu Dhabi,18,63, Russell,Williams Mercedes,1:38.045,,,,8
2020,Abu Dhabi,19,51, Fittipaldi,Haas Ferrari,1:38.173,,,,9
2020,Abu Dhabi,20,6, Latifi,Williams Mercedes,1:38.443,,,,7
2019,Australia,1,44, Hamilton,Mercedes,1:22.043,1:21.014,1:20.486,,18
2019,Australia,2,77, Bottas,Mercedes,1:22.367,1:21.193,1:20.598,,19
2019,Australia,3,5, Vettel,Ferrari,1:22.885,1:21.912,1:21.190,,16
2019,Australia,4,33, Verstappen,Red Bull Racing Honda,1:22.876,1:21.678,1:21.320,,17
2019,Australia,5,16, Leclerc,Ferrari,1:22.017,1:21.739,1:21.442,,17
2019,Australia,6,8, Grosjean,Haas Ferrari,1:22.959,1:21.870,1:21.826,,17
2019,Australia,7,20, Magnussen,Haas Ferrari,1:22.519,1:22.221,1:22.099,,18
2019,Australia,8,4, Norris,McLaren Renault,1:22.702,1:22.423,1:22.304,,21
2019,Australia,9,7, Räikkönen,Alfa Romeo Racing Ferrari,1:22.966,1:22.349,1:22.314,,17
2019,Australia,10,11, Perez,Racing Point BWT Mercedes,1:22.908,1:22.532,1:22.781,,15
2019,Australia,11,27, Hulkenberg,Renault,1:22.540,1:22.562,,,10
2019,Australia,12,3, Ricciardo,Renault,1:22.921,1:22.570,,,12
2019,Australia,13,23, Albon,Scuderia Toro Rosso Honda,1:22.757,1:22.636,,,14
2019,Australia,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:22.431,1:22.714,,,14
2019,Australia,15,26, Kvyat,Scuderia Toro Rosso Honda,1:22.511,1:22.774,,,13
2019,Australia,16,18, Stroll,Racing Point BWT Mercedes,1:23.017,,,,6
2019,Australia,17,10, Gasly,Red Bull Racing Honda,1:23.020,,,,6
2019,Australia,18,55, Sainz,McLaren Renault,1:23.084,,,,6
2019,Australia,19,63, Russell,Williams Mercedes,1:24.360,,,,9
2019,Australia,20,88, Kubica,Williams Mercedes,1:26.067,,,,8
2019,Bahrain,1,16, Leclerc,Ferrari,1:28.495,1:28.046,1:27.866,,14
2019,Bahrain,2,5, Vettel,Ferrari,1:28.733,1:28.356,1:28.160,,14
2019,Bahrain,3,44, Hamilton,Mercedes,1:29.262,1:28.578,1:28.190,,16
2019,Bahrain,4,77, Bottas,Mercedes,1:29.498,1:28.830,1:28.256,,15
2019,Bahrain,5,33, Verstappen,Red Bull Racing Honda,1:29.579,1:29.109,1:28.752,,12
2019,Bahrain,6,20, Magnussen,Haas Ferrari,1:29.532,1:29.017,1:28.757,,15
2019,Bahrain,7,55, Sainz,McLaren Renault,1:29.528,1:29.055,1:28.813,,17
2019,Bahrain,8,8, Grosjean,Haas Ferrari,1:29.688,1:29.249,1:29.015,,17
2019,Bahrain,9,7, Räikkönen,Alfa Romeo Racing Ferrari,1:29.959,1:29.471,1:29.022,,18
2019,Bahrain,10,4, Norris,McLaren Renault,1:29.381,1:29.258,1:29.043,,18
2019,Bahrain,11,3, Ricciardo,Renault,1:29.859,1:29.488,,,12
2019,Bahrain,12,23, Albon,Scuderia Toro Rosso Honda,1:29.514,1:29.513,,,15
2019,Bahrain,13,10, Gasly,Red Bull Racing Honda,1:29.900,1:29.526,,,12
2019,Bahrain,14,11, Perez,Racing Point BWT Mercedes,1:29.893,1:29.756,,,12
2019,Bahrain,15,26, Kvyat,Scuderia Toro Rosso Honda,1:29.876,1:29.854,,,10
2019,Bahrain,16,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:30.026,,,,6
2019,Bahrain,17,27, Hulkenberg,Renault,1:30.034,,,,6
2019,Bahrain,18,18, Stroll,Racing Point BWT Mercedes,1:30.217,,,,6
2019,Bahrain,19,63, Russell,Williams Mercedes,1:31.759,,,,8
2019,Bahrain,20,88, Kubica,Williams Mercedes,1:31.799,,,,8
2019,China,1,77, Bottas,Mercedes,1:32.658,1:31.728,1:31.547,,16
2019,China,2,44, Hamilton,Mercedes,1:33.115,1:31.637,1:31.570,,16
2019,China,3,5, Vettel,Ferrari,1:33.557,1:32.232,1:31.848,,17
2019,China,4,16, Leclerc,Ferrari,1:32.712,1:32.324,1:31.865,,16
2019,China,5,33, Verstappen,Red Bull Racing Honda,1:33.274,1:32.369,1:32.089,,14
2019,China,6,10, Gasly,Red Bull Racing Honda,1:33.863,1:32.948,1:32.930,,14
2019,China,7,3, Ricciardo,Renault,1:33.709,1:33.214,1:32.958,,18
2019,China,8,27, Hulkenberg,Renault,1:33.644,1:32.968,1:32.962,,15
2019,China,9,20, Magnussen,Haas Ferrari,1:34.036,1:33.150,,,16
2019,China,10,8, Grosjean,Haas Ferrari,1:33.752,1:33.156,,,15
2019,China,11,26, Kvyat,Scuderia Toro Rosso Honda,1:33.783,1:33.236,,,12
2019,China,12,11, Perez,Racing Point BWT Mercedes,1:34.026,1:33.299,,,12
2019,China,13,7, Räikkönen,Alfa Romeo Racing Ferrari,1:34.125,1:33.419,,,12
2019,China,14,55, Sainz,McLaren Renault,1:33.686,1:33.523,,,12
2019,China,15,4, Norris,McLaren Renault,1:34.148,1:33.967,,,12
2019,China,16,18, Stroll,Racing Point BWT Mercedes,1:34.292,,,,6
2019,China,17,63, Russell,Williams Mercedes,1:35.253,,,,9
2019,China,18,88, Kubica,Williams Mercedes,1:35.281,,,,9
2019,China,NC,99, Giovinazzi,Alfa Romeo Racing Ferrari,,,,,2
2019,Azerbaijan,1,77, Bottas,Mercedes,1:42.026,1:41.500,1:40.495,,20
2019,Azerbaijan,2,44, Hamilton,Mercedes,1:41.614,1:41.580,1:40.554,,21
2019,Azerbaijan,3,5, Vettel,Ferrari,1:42.042,1:41.889,1:40.797,,23
2019,Azerbaijan,4,33, Verstappen,Red Bull Racing Honda,1:41.727,1:41.388,1:41.069,,15
2019,Azerbaijan,5,11, Perez,Racing Point BWT Mercedes,1:42.249,1:41.870,1:41.593,,17
2019,Azerbaijan,6,26, Kvyat,Scuderia Toro Rosso Honda,1:42.324,1:42.221,1:41.681,,23
2019,Azerbaijan,7,4, Norris,McLaren Renault,1:42.371,1:42.084,1:41.886,,23
2019,Azerbaijan,8,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:42.140,1:42.381,1:42.424,,21
2019,Azerbaijan,DQ,7, Räikkönen,Alfa Romeo Racing Ferrari,1:42.059,1:42.082,1:43.068,,21
2019,Azerbaijan,9,16, Leclerc,Ferrari,1:41.426,1:41.995,,,11
2019,Azerbaijan,10,55, Sainz,McLaren Renault,1:41.936,1:42.398,,,17
2019,Azerbaijan,11,3, Ricciardo,Renault,1:42.486,1:42.477,,,15
2019,Azerbaijan,12,23, Albon,Scuderia Toro Rosso Honda,1:42.154,1:42.494,,,18
2019,Azerbaijan,13,20, Magnussen,Haas Ferrari,1:42.382,1:42.699,,,16
2019,Azerbaijan,DQ,10, Gasly,Red Bull Racing Honda,1:41.335,,,,5
2019,Azerbaijan,14,18, Stroll,Racing Point BWT Mercedes,1:42.630,,,,8
2019,Azerbaijan,15,8, Grosjean,Haas Ferrari,1:43.407,,,,10
2019,Azerbaijan,16,27, Hulkenberg,Renault,1:43.427,,,,8
2019,Azerbaijan,17,63, Russell,Williams Mercedes,1:45.062,,,,9
2019,Azerbaijan,18,88, Kubica,Williams Mercedes,1:45.455,,,,8
2019,Spain,1,77, Bottas,Mercedes,1:16.979,1:15.924,1:15.406,,18
2019,Spain,2,44, Hamilton,Mercedes,1:17.292,1:16.038,1:16.040,,17
2019,Spain,3,5, Vettel,Ferrari,1:17.425,1:16.667,1:16.272,,18
2019,Spain,4,33, Verstappen,Red Bull Racing Honda,1:17.244,1:16.726,1:16.357,,12
2019,Spain,5,16, Leclerc,Ferrari,1:17.388,1:16.714,1:16.588,,19
2019,Spain,6,10, Gasly,Red Bull Racing Honda,1:17.862,1:16.932,1:16.708,,17
2019,Spain,7,8, Grosjean,Haas Ferrari,1:18.042,1:17.066,1:16.911,,16
2019,Spain,8,20, Magnussen,Haas Ferrari,1:17.669,1:17.272,1:16.922,,15
2019,Spain,9,26, Kvyat,Scuderia Toro Rosso Honda,1:17.914,1:17.243,1:17.573,,20
2019,Spain,10,3, Ricciardo,Renault,1:18.385,1:17.299,1:18.106,,19
2019,Spain,11,4, Norris,McLaren Renault,1:17.611,1:17.338,,,14
2019,Spain,12,23, Albon,Scuderia Toro Rosso Honda,1:17.796,1:17.445,,,14
2019,Spain,13,55, Sainz,McLaren Renault,1:17.760,1:17.599,,,12
2019,Spain,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:18.132,1:17.788,,,14
2019,Spain,15,11, Perez,Racing Point BWT Mercedes,1:18.286,1:17.886,,,12
2019,Spain,16,27, Hulkenberg,Renault,1:18.404,,,,7
2019,Spain,17,18, Stroll,Racing Point BWT Mercedes,1:18.471,,,,9
2019,Spain,18,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:18.664,,,,8
2019,Spain,19,63, Russell,Williams Mercedes,1:19.072,,,,8
2019,Spain,20,88, Kubica,Williams Mercedes,1:20.254,,,,9
2019,Monaco,1,44, Hamilton,Mercedes,1:11.542,1:10.835,1:10.166,,28
2019,Monaco,2,77, Bottas,Mercedes,1:11.562,1:10.701,1:10.252,,27
