year,race,position,number,driver,car,q1,q2,q3,time,laps
1997,Hungary,1,5, Schumacher,Ferrari,,,,1:14.672,11
1997,Hungary,2,3, Villeneuve,Williams Renault,,,,1:14.859,11
1997,Hungary,3,1, Hill,Arrows Yamaha,,,,1:15.044,12
1997,Hungary,4,9, Hakkinen,McLaren Mercedes,,,,1:15.140,10
1997,Hungary,5,6, Irvine,Ferrari,,,,1:15.424,11
1997,Hungary,6,4, Frentzen,Williams Renault,,,,1:15.520,12
1997,Hungary,7,8, Berger,Benetton Renault,,,,1:15.699,9
1997,Hungary,8,10, Coulthard,McLaren Mercedes,,,,1:15.705,11
1997,Hungary,9,7, Alesi,Benetton Renault,,,,1:15.905,12
1997,Hungary,10,16, Herbert,Sauber Petronas,,,,1:16.138,12
1997,Hungary,11,22, Barrichello,Stewart Ford,,,,1:16.138,12
1997,Hungary,12,14, Trulli,Prost Mugen Honda,,,,1:16.297,12
1997,Hungary,13,12, Fisichella,Jordan Peugeot,,,,1:16.300,12
1997,Hungary,14,11, Schumacher,Jordan Peugeot,,,,1:16.686,12
1997,Hungary,15,17, Morbidelli,Sauber Petronas,,,,1:16.766,12
1997,Hungary,16,15, Nakano,Prost Mugen Honda,,,,1:16.784,12
1997,Hungary,17,23, Magnussen,Stewart Ford,,,,1:16.858,12
1997,Hungary,18,18, Verstappen,Tyrrell Ford,,,,1:17.095,12
1997,Hungary,19,2, Diniz,Arrows Yamaha,,,,1:17.118,12
1997,Hungary,20,20, Katayama,Minardi Hart,,,,1:17.232,12
1997,Hungary,21,19, Salo,Tyrrell Ford,,,,1:17.482,11
1997,Hungary,22,21, Marques,Minardi Hart,,,,1:18.020,11
1997,Belgium,1,3, Villeneuve,Williams Renault,,,,1:49.450,11
1997,Belgium,2,7, Alesi,Benetton Renault,,,,1:49.759,11
1997,Belgium,3,5, Schumacher,Ferrari,,,,1:50.293,11
1997,Belgium,4,12, Fisichella,Jordan Peugeot,,,,1:50.470,12
1997,Belgium,5,9, Hakkinen,McLaren Mercedes,,,,1:50.503,11
1997,Belgium,6,11, Schumacher,Jordan Peugeot,,,,1:50.520,10
1997,Belgium,7,4, Frentzen,Williams Renault,,,,1:50.656,11
1997,Belgium,8,2, Diniz,Arrows Yamaha,,,,1:50.853,12
1997,Belgium,9,1, Hill,Arrows Yamaha,,,,1:50.970,12
1997,Belgium,10,10, Coulthard,McLaren Mercedes,,,,1:51.410,9
1997,Belgium,11,16, Herbert,Sauber Petronas,,,,1:51.725,11
1997,Belgium,12,22, Barrichello,Stewart Ford,,,,1:51.916,12
1997,Belgium,13,17, Morbidelli,Sauber Petronas,,,,1:52.094,7
1997,Belgium,14,14, Trulli,Prost Mugen Honda,,,,1:52.274,12
1997,Belgium,15,8, Berger,Benetton Renault,,,,1:52.391,11
1997,Belgium,16,15, Nakano,Prost Mugen Honda,,,,1:52.749,11
1997,Belgium,17,6, Irvine,Ferrari,,,,1:52.793,11
1997,Belgium,18,23, Magnussen,Stewart Ford,,,,1:52.886,11
1997,Belgium,19,19, Salo,Tyrrell Ford,,,,1:52.897,11
1997,Belgium,20,20, Katayama,Minardi Hart,,,,1:53.544,10
1997,Belgium,21,18, Verstappen,Tyrrell Ford,,,,1:53.725,7
1997,Belgium,22,21, Marques,Minardi Hart,,,,1:54.505,12
1997,Italy,1,7, Alesi,Benetton Renault,,,,1:22.990,10
1997,Italy,2,4, Frentzen,Williams Renault,,,,1:23.042,11
1997,Italy,3,12, Fisichella,Jordan Peugeot,,,,1:23.066,12
1997,Italy,4,3, Villeneuve,Williams Renault,,,,1:23.231,11
1997,Italy,5,9, Hakkinen,McLaren Mercedes,,,,1:23.340,10
1997,Italy,6,10, Coulthard,McLaren Mercedes,,,,1:23.347,11
1997,Italy,7,8, Berger,Benetton Renault,,,,1:23.443,11
1997,Italy,8,11, Schumacher,Jordan Peugeot,,,,1:23.603,11
1997,Italy,9,5, Schumacher,Ferrari,,,,1:23.624,12
1997,Italy,10,6, Irvine,Ferrari,,,,1:23.891,12
1997,Italy,11,22, Barrichello,Stewart Ford,,,,1:24.177,11
1997,Italy,12,16, Herbert,Sauber Petronas,,,,1:24.242,11
1997,Italy,13,23, Magnussen,Stewart Ford,,,,1:24.394,11
1997,Italy,14,1, Hill,Arrows Yamaha,,,,1:24.482,12
1997,Italy,15,15, Nakano,Prost Mugen Honda,,,,1:24.553,11
1997,Italy,16,14, Trulli,Prost Mugen Honda,,,,1:24.567,12
1997,Italy,17,2, Diniz,Arrows Yamaha,,,,1:24.639,12
1997,Italy,18,17, Morbidelli,Sauber Petronas,,,,1:24.735,11
1997,Italy,19,19, Salo,Tyrrell Ford,,,,1:25.693,8
1997,Italy,20,18, Verstappen,Tyrrell Ford,,,,1:25.845,12
1997,Italy,21,20, Katayama,Minardi Hart,,,,1:26.655,10
1997,Italy,22,21, Marques,Minardi Hart,,,,1:27.677,10
1997,Austria,1,3, Villeneuve,Williams Renault,,,,1:10.304,12
1997,Austria,2,9, Hakkinen,McLaren Mercedes,,,,1:10.398,12
1997,Austria,3,14, Trulli,Prost Mugen Honda,,,,1:10.511,12
1997,Austria,4,4, Frentzen,Williams Renault,,,,1:10.670,11
1997,Austria,5,22, Barrichello,Stewart Ford,,,,1:10.700,12
1997,Austria,6,23, Magnussen,Stewart Ford,,,,1:10.893,12
1997,Austria,7,1, Hill,Arrows Yamaha,,,,1:11.025,10
1997,Austria,8,6, Irvine,Ferrari,,,,1:11.051,11
1997,Austria,9,5, Schumacher,Ferrari,,,,1:11.056,11
1997,Austria,10,10, Coulthard,McLaren Mercedes,,,,1:11.076,12
1997,Austria,11,11, Schumacher,Jordan Peugeot,,,,1:11.186,12
1997,Austria,12,16, Herbert,Sauber Petronas,,,,1:11.210,10
1997,Austria,13,17, Morbidelli,Sauber Petronas,,,,1:11.261,12
1997,Austria,14,12, Fisichella,Jordan Peugeot,,,,1:11.299,12
1997,Austria,15,7, Alesi,Benetton Renault,,,,1:11.382,11
1997,Austria,16,15, Nakano,Prost Mugen Honda,,,,1:11.596,11
1997,Austria,17,2, Diniz,Arrows Yamaha,,,,1:11.615,7
1997,Austria,18,8, Berger,Benetton Renault,,,,1:11.620,11
1997,Austria,19,20, Katayama,Minardi Hart,,,,1:12.036,12
1997,Austria,20,18, Verstappen,Tyrrell Ford,,,,1:12.230,12
1997,Austria,21,21, Marques,Minardi Hart,,,,1:12.304,12
1997,Austria,22,19, Salo,Tyrrell Ford,,,,1:14.246,6
1997,Luxembourg,1,9, Hakkinen,McLaren Mercedes,,,,1:16.602,11
1997,Luxembourg,2,3, Villeneuve,Williams Renault,,,,1:16.691,10
1997,Luxembourg,3,4, Frentzen,Williams Renault,,,,1:16.741,12
1997,Luxembourg,4,12, Fisichella,Jordan Peugeot,,,,1:17.289,11
1997,Luxembourg,5,5, Schumacher,Ferrari,,,,1:17.385,11
1997,Luxembourg,6,10, Coulthard,McLaren Mercedes,,,,1:17.387,12
1997,Luxembourg,7,8, Berger,Benetton Renault,,,,1:17.587,9
1997,Luxembourg,8,11, Schumacher,Jordan Peugeot,,,,1:17.595,11
1997,Luxembourg,9,22, Barrichello,Stewart Ford,,,,1:17.614,12
1997,Luxembourg,10,7, Alesi,Benetton Renault,,,,1:17.620,11
1997,Luxembourg,11,14, Panis,Prost Mugen Honda,,,,1:17.650,11
1997,Luxembourg,12,23, Magnussen,Stewart Ford,,,,1:17.722,11
1997,Luxembourg,13,1, Hill,Arrows Yamaha,,,,1:17.795,12
1997,Luxembourg,14,6, Irvine,Ferrari,,,,1:17.855,12
1997,Luxembourg,15,2, Diniz,Arrows Yamaha,,,,1:18.128,11
1997,Luxembourg,16,16, Herbert,Sauber Petronas,,,,1:18.303,10
1997,Luxembourg,17,15, Nakano,Prost Mugen Honda,,,,1:18.699,12
1997,Luxembourg,18,21, Marques,Minardi Hart,,,,1:19.347,12
1997,Luxembourg,19,17, Morbidelli,Sauber Petronas,,,,1:19.490,12
1997,Luxembourg,20,19, Salo,Tyrrell Ford,,,,1:19.526,12
1997,Luxembourg,21,18, Verstappen,Tyrrell Ford,,,,1:19.531,12
1997,Luxembourg,22,20, Katayama,Minardi Hart,,,,1:20.615,11
1997,Japan,1,3, Villeneuve,Williams Renault,,,,1:36.071,10
1997,Japan,2,5, Schumacher,Ferrari,,,,1:36.133,6
1997,Japan,3,6, Irvine,Ferrari,,,,1:36.466,10
1997,Japan,4,9, Hakkinen,McLaren Mercedes,,,,1:36.469,10
1997,Japan,5,8, Berger,Benetton Renault,,,,1:36.561,11
1997,Japan,6,4, Frentzen,Williams Renault,,,,1:36.628,12
1997,Japan,7,7, Alesi,Benetton Renault,,,,1:36.682,6
1997,Japan,8,16, Herbert,Sauber Petronas,,,,1:36.906,11
1997,Japan,9,12, Fisichella,Jordan Peugeot,,,,1:36.917,11
1997,Japan,10,14, Panis,Prost Mugen Honda,,,,1:37.073,10
1997,Japan,11,10, Coulthard,McLaren Mercedes,,,,1:37.095,11
1997,Japan,12,22, Barrichello,Stewart Ford,,,,1:37.343,11
1997,Japan,13,11, Schumacher,Jordan Peugeot,,,,1:37.443,11
1997,Japan,14,23, Magnussen,Stewart Ford,,,,1:37.480,10
1997,Japan,15,15, Nakano,Prost Mugen Honda,,,,1:37.588,10
1997,Japan,16,2, Diniz,Arrows Yamaha,,,,1:37.853,10
1997,Japan,17,1, Hill,Arrows Yamaha,,,,1:38.022,12
1997,Japan,18,17, Morbidelli,Sauber Petronas,,,,1:38.556,10
1997,Japan,19,20, Katayama,Minardi Hart,,,,1:38.983,12
1997,Japan,20,21, Marques,Minardi Hart,,,,1:39.678,11
1997,Japan,21,18, Verstappen,Tyrrell Ford,,,,1:40.259,11
1997,Japan,22,19, Salo,Tyrrell Ford,,,,1:40.529,9
1997,Europe,1,3, Villeneuve,Williams Renault,,,,1:21.072,11
1997,Europe,2,5, Schumacher,Ferrari,,,,1:21.072,11
1997,Europe,3,4, Frentzen,Williams Renault,,,,1:21.072,12
1997,Europe,4,1, Hill,Arrows Yamaha,,,,1:21.130,12
1997,Europe,5,9, Hakkinen,McLaren Mercedes,,,,1:21.369,11
1997,Europe,6,10, Coulthard,McLaren Mercedes,,,,1:21.476,10
1997,Europe,7,6, Irvine,Ferrari,,,,1:21.610,11
1997,Europe,8,8, Berger,Benetton Renault,,,,1:21.656,11
1997,Europe,9,14, Panis,Prost Mugen Honda,,,,1:21.735,11
1997,Europe,10,7, Alesi,Benetton Renault,,,,1:22.011,11
1997,Europe,11,23, Magnussen,Stewart Ford,,,,1:22.167,11
1997,Europe,12,22, Barrichello,Stewart Ford,,,,1:22.222,12
1997,Europe,13,2, Diniz,Arrows Yamaha,,,,1:22.234,11
1997,Europe,14,16, Herbert,Sauber Petronas,,,,1:22.263,12
1997,Europe,15,15, Nakano,Prost Mugen Honda,,,,1:22.351,12
1997,Europe,16,11, Schumacher,Jordan Peugeot,,,,1:22.740,11
1997,Europe,17,12, Fisichella,Jordan Peugeot,,,,1:22.804,12
1997,Europe,18,17, Fontana,Sauber Petronas,,,,1:23.281,12
1997,Europe,19,20, Katayama,Minardi Hart,,,,1:23.409,12
1997,Europe,20,21, Marques,Minardi Hart,,,,1:23.854,12
1997,Europe,21,19, Salo,Tyrrell Ford,,,,1:24.222,9
1997,Europe,22,18, Verstappen,Tyrrell Ford,,,,1:24.301,12
1996,Australia,1,6, Villeneuve,Williams Renault,,,,1:32.371,11
1996,Australia,2,5, Hill,Williams Renault,,,,1:32.509,11
1996,Australia,3,2, Irvine,Ferrari,,,,1:32.889,12
1996,Australia,4,1, Schumacher,Ferrari,,,,1:33.125,11
1996,Australia,5,7, Hakkinen,McLaren Mercedes,,,,1:34.054,12
1996,Australia,6,3, Alesi,Benetton Renault,,,,1:34.257,12
1996,Australia,7,4, Berger,Benetton Renault,,,,1:34.344,11
1996,Australia,8,11, Barrichello,Jordan Peugeot,,,,1:34.474,12
1996,Australia,9,15, Frentzen,Sauber Ford,,,,1:34.494,11
1996,Australia,10,19, Salo,Tyrrell Yamaha,,,,1:34.832,12
1996,Australia,11,9, Panis,Ligier Mugen Honda,,,,1:35.330,12
1996,Australia,12,17, Verstappen,Footwork Hart,,,,1:35.338,11
1996,Australia,13,8, Coulthard,McLaren Mercedes,,,,1:35.351,12
1996,Australia,14,14, Herbert,Sauber Ford,,,,1:35.453,12
1996,Australia,15,18, Katayama,Tyrrell Yamaha,,,,1:35.715,12
1996,Australia,16,21, Fisichella,Minardi Ford,,,,1:35.898,5
1996,Australia,17,20, Lamy,Minardi Ford,,,,1:36.109,12
1996,Australia,18,16, Rosset,Footwork Hart,,,,1:36.198,12
1996,Australia,19,12, Brundle,Jordan Peugeot,,,,1:36.286,12
1996,Australia,20,10, Diniz,Ligier Mugen Honda,,,,1:36.298,12
1996,Australia,21,22, Badoer,Forti Ford,,,,1:39.202,11
1996,Australia,22,23, Montermini,Forti Ford,,,,1:42.087,4
1996,Brazil,1,5, Hill,Williams Renault,,,,1:18.111,7
1996,Brazil,2,11, Barrichello,Jordan Peugeot,,,,1:19.092,11
1996,Brazil,3,6, Villeneuve,Williams Renault,,,,1:19.254,11
1996,Brazil,4,1, Schumacher,Ferrari,,,,1:19.474,11
1996,Brazil,5,3, Alesi,Benetton Renault,,,,1:19.484,9
1996,Brazil,6,12, Brundle,Jordan Peugeot,,,,1:19.519,12
1996,Brazil,7,7, Hakkinen,McLaren Mercedes,,,,1:19.607,12
1996,Brazil,8,4, Berger,Benetton Renault,,,,1:19.762,11
1996,Brazil,9,15, Frentzen,Sauber Ford,,,,1:19.799,11
1996,Brazil,10,2, Irvine,Ferrari,,,,1:19.951,12
1996,Brazil,11,19, Salo,Tyrrell Yamaha,,,,1:20.000,12
1996,Brazil,12,14, Herbert,Sauber Ford,,,,1:20.144,12
1996,Brazil,13,17, Verstappen,Footwork Hart,,,,1:20.157,12
1996,Brazil,14,8, Coulthard,McLaren Mercedes,,,,1:20.167,12
1996,Brazil,15,18, Katayama,Tyrrell Yamaha,,,,1:20.427,12
1996,Brazil,16,16, Rosset,Footwork Hart,,,,1:20.440,10
1996,Brazil,17,21, Marques,Minardi Ford,,,,1:21.421,12
1996,Brazil,18,20, Lamy,Minardi Ford,,,,1:21.491,12
1996,Brazil,19,22, Badoer,Forti Ford,,,,1:23.174,12
1996,Brazil,20,23, Montermini,Forti Ford,,,,1:23.454,11
1996,Argentina,1,5, Hill,Williams Renault,,,,1:30.346,12
1996,Argentina,2,1, Schumacher,Ferrari,,,,1:30.598,11
1996,Argentina,3,6, Villeneuve,Williams Renault,,,,1:30.907,12
1996,Argentina,4,3, Alesi,Benetton Renault,,,,1:31.038,6
1996,Argentina,5,4, Berger,Benetton Renault,,,,1:31.262,11
1996,Argentina,6,11, Barrichello,Jordan Peugeot,,,,1:31.404,12
1996,Argentina,7,17, Verstappen,Footwork Hart,,,,1:31.615,7
1996,Argentina,8,7, Hakkinen,McLaren Mercedes,,,,1:31.801,11
1996,Argentina,9,8, Coulthard,McLaren Mercedes,,,,1:32.001,12
1996,Argentina,10,2, Irvine,Ferrari,,,,1:32.058,11
1996,Argentina,11,15, Frentzen,Sauber Ford,,,,1:32.130,12
1996,Argentina,12,9, Panis,Ligier Mugen Honda,,,,1:32.177,11
1996,Argentina,13,18, Katayama,Tyrrell Yamaha,,,,1:32.407,12
1996,Argentina,14,21, Marques,Minardi Ford,,,,1:32.502,11
1996,Argentina,15,12, Brundle,Jordan Peugeot,,,,1:32.696,12
1996,Argentina,16,19, Salo,Tyrrell Yamaha,,,,1:32.903,10
1996,Argentina,17,14, Herbert,Sauber Ford,,,,1:33.256,10
1996,Argentina,18,10, Diniz,Ligier Mugen Honda,,,,1:33.424,12
1996,Argentina,19,20, Lamy,Minardi Ford,,,,1:33.727,12
1996,Argentina,20,16, Rosset,Footwork Hart,,,,1:33.752,11
1996,Argentina,21,22, Badoer,Forti Ford,,,,1:34.830,11
1996,Argentina,22,23, Montermini,Forti Ford,,,,1:35.651,11
1996,Europe,1,5, Hill,Williams Renault,,,,1:18.941,9
1996,Europe,2,6, Villeneuve,Williams Renault,,,,1:19.721,12
1996,Europe,3,1, Schumacher,Ferrari,,,,1:20.149,11
1996,Europe,4,3, Alesi,Benetton Renault,,,,1:20.711,9
1996,Europe,5,11, Barrichello,Jordan Peugeot,,,,1:20.818,12
1996,Europe,6,8, Coulthard,McLaren Mercedes,,,,1:20.888,12
1996,Europe,7,2, Irvine,Ferrari,,,,1:20.931,12
1996,Europe,8,4, Berger,Benetton Renault,,,,1:21.054,12
1996,Europe,9,7, Hakkinen,McLaren Mercedes,,,,1:21.078,11
1996,Europe,10,15, Frentzen,Sauber Ford,,,,1:21.113,12
1996,Europe,11,12, Brundle,Jordan Peugeot,,,,1:21.177,11
1996,Europe,12,14, Herbert,Sauber Ford,,,,1:21.210,12
1996,Europe,13,17, Verstappen,Footwork Hart,,,,1:21.367,12
1996,Europe,14,19, Salo,Tyrrell Yamaha,,,,1:21.458,12
1996,Europe,15,9, Panis,Ligier Mugen Honda,,,,1:21.509,11
1996,Europe,16,18, Katayama,Tyrrell Yamaha,,,,1:21.812,11
1996,Europe,17,10, Diniz,Ligier Mugen Honda,,,,1:22.733,12
1996,Europe,18,21, Fisichella,Minardi Ford,,,,1:22.921,11
1996,Europe,19,20, Lamy,Minardi Ford,,,,1:23.139,12
1996,Europe,20,16, Rosset,Footwork Hart,,,,1:23.620,11
1996,Europe,21,23, Montermini,Forti Ford,,,,1:25.053,12
1996,Europe,22,22, Badoer,Forti Ford,,,,1:25.840,12
1996,San Marino,1,1, Schumacher,Ferrari,,,,1:26.890,11
1996,San Marino,2,5, Hill,Williams Renault,,,,1:27.105,11
1996,San Marino,3,6, Villeneuve,Williams Renault,,,,1:27.220,12
1996,San Marino,4,8, Coulthard,McLaren Mercedes,,,,1:27.688,11
1996,San Marino,5,3, Alesi,Benetton Renault,,,,1:28.009,10
1996,San Marino,6,2, Irvine,Ferrari,,,,1:28.205,12
1996,San Marino,7,4, Berger,Benetton Renault,,,,1:28.336,12
1996,San Marino,8,19, Salo,Tyrrell Yamaha,,,,1:28.423,12
1996,San Marino,9,11, Barrichello,Jordan Peugeot,,,,1:28.632,12
1996,San Marino,10,15, Frentzen,Sauber Ford,,,,1:28.785,12
1996,San Marino,11,7, Hakkinen,McLaren Mercedes,,,,1:29.079,12
1996,San Marino,12,12, Brundle,Jordan Peugeot,,,,1:29.099,12
1996,San Marino,13,9, Panis,Ligier Mugen Honda,,,,1:29.472,11
1996,San Marino,14,17, Verstappen,Footwork Hart,,,,1:29.539,12
1996,San Marino,15,14, Herbert,Sauber Ford,,,,1:29.541,12
1996,San Marino,16,18, Katayama,Tyrrell Yamaha,,,,1:29.892,11
1996,San Marino,17,10, Diniz,Ligier Mugen Honda,,,,1:29.989,12
1996,San Marino,18,20, Lamy,Minardi Ford,,,,1:30.471,11
1996,San Marino,19,21, Fisichella,Minardi Ford,,,,1:30.814,12
1996,San Marino,20,16, Rosset,Footwork Hart,,,,1:31.316,10
1996,San Marino,21,22, Badoer,Forti Ford,,,,1:32.037,12
1996,San Marino,22,23, Montermini,Forti Ford,,,,1:33.685,9
1996,Monaco,1,1, Schumacher,Ferrari,,,,1:20.356,11
1996,Monaco,2,5, Hill,Williams Renault,,,,1:20.866,12
1996,Monaco,3,3, Alesi,Benetton Renault,,,,1:20.918,12
1996,Monaco,4,4, Berger,Benetton Renault,,,,1:21.067,11
1996,Monaco,5,8, Coulthard,McLaren Mercedes,,,,1:21.460,12
1996,Monaco,6,11, Barrichello,Jordan Peugeot,,,,1:21.504,11
1996,Monaco,7,2, Irvine,Ferrari,,,,1:21.542,12
1996,Monaco,8,7, Hakkinen,McLaren Mercedes,,,,1:21.688,12
1996,Monaco,9,15, Frentzen,Sauber Ford,,,,1:21.929,12
1996,Monaco,10,6, Villeneuve,Williams Renault,,,,1:21.963,12
1996,Monaco,11,19, Salo,Tyrrell Yamaha,,,,1:22.235,12
1996,Monaco,12,17, Verstappen,Footwork Hart,,,,1:22.327,11
1996,Monaco,13,14, Herbert,Sauber Ford,,,,1:22.346,10
1996,Monaco,14,9, Panis,Ligier Mugen Honda,,,,1:22.358,7
1996,Monaco,15,18, Katayama,Tyrrell Yamaha,,,,1:22.460,12
1996,Monaco,16,12, Brundle,Jordan Peugeot,,,,1:22.519,12
1996,Monaco,17,10, Diniz,Ligier Mugen Honda,,,,1:22.682,11
1996,Monaco,18,21, Fisichella,Minardi Ford,,,,1:22.684,12
1996,Monaco,19,20, Lamy,Minardi Ford,,,,1:23.350,12
1996,Monaco,20,16, Rosset,Footwork Hart,,,,1:24.976,11
1996,Monaco,21,22, Badoer,Forti Ford,,,,1:25.059,5
1996,Monaco,22,23, Montermini,Forti Ford,,,,1:25.393,11
1996,Spain,1,5, Hill,Williams Renault,,,,1:20.650,11
1996,Spain,2,6, Villeneuve,Williams Renault,,,,1:21.084,12
1996,Spain,3,1, Schumacher,Ferrari,,,,1:21.587,11
1996,Spain,4,3, Alesi,Benetton Renault,,,,1:22.061,8
1996,Spain,5,4, Berger,Benetton Renault,,,,1:22.125,12
1996,Spain,6,2, Irvine,Ferrari,,,,1:22.333,11
1996,Spain,7,11, Barrichello,Jordan Peugeot,,,,1:22.379,12
1996,Spain,8,9, Panis,Ligier Mugen Honda,,,,1:22.685,11
1996,Spain,9,14, Herbert,Sauber Ford,,,,1:23.027,11
1996,Spain,10,7, Hakkinen,McLaren Mercedes,,,,1:23.070,12
1996,Spain,11,15, Frentzen,Sauber Ford,,,,1:23.195,11
1996,Spain,12,19, Salo,Tyrrell Yamaha,,,,1:23.224,12
1996,Spain,13,17, Verstappen,Footwork Hart,,,,1:23.371,12
1996,Spain,14,8, Coulthard,McLaren Mercedes,,,,1:23.416,12
1996,Spain,15,12, Brundle,Jordan Peugeot,,,,1:23.438,12
1996,Spain,16,18, Katayama,Tyrrell Yamaha,,,,1:24.401,10
1996,Spain,17,10, Diniz,Ligier Mugen Honda,,,,1:24.468,12
1996,Spain,18,20, Lamy,Minardi Ford,,,,1:25.274,12
1996,Spain,19,21, Fisichella,Minardi Ford,,,,1:25.531,12
1996,Spain,20,16, Rosset,Footwork Hart,,,,1:25.621,12
1996,Spain,21,22, Badoer,Forti Ford,,,,1:26.615,12
1996,Spain,22,23, Montermini,Forti Ford,,,,1:27.358,12
1996,Canada,1,5, Hill,Williams Renault,,,,1:21.059,11
1996,Canada,2,6, Villeneuve,Williams Renault,,,,1:21.079,12
1996,Canada,3,1, Schumacher,Ferrari,,,,1:21.198,10
1996,Canada,4,3, Alesi,Benetton Renault,,,,1:21.529,8
1996,Canada,5,2, Irvine,Ferrari,,,,1:21.657,9
1996,Canada,6,7, Hakkinen,McLaren Mercedes,,,,1:21.807,12
1996,Canada,7,4, Berger,Benetton Renault,,,,1:21.926,10
1996,Canada,8,11, Barrichello,Jordan Peugeot,,,,1:21.982,12
1996,Canada,9,12, Brundle,Jordan Peugeot,,,,1:22.321,12
1996,Canada,10,8, Coulthard,McLaren Mercedes,,,,1:22.332,11
1996,Canada,11,9, Panis,Ligier Mugen Honda,,,,1:22.481,11
1996,Canada,12,15, Frentzen,Sauber Ford,,,,1:22.875,11
1996,Canada,13,17, Verstappen,Footwork Hart,,,,1:23.067,11
1996,Canada,14,19, Salo,Tyrrell Yamaha,,,,1:23.118,11
1996,Canada,15,14, Herbert,Sauber Ford,,,,1:23.201,12
1996,Canada,16,21, Fisichella,Minardi Ford,,,,1:23.519,11
1996,Canada,17,18, Katayama,Tyrrell Yamaha,,,,1:23.599,12
1996,Canada,18,10, Diniz,Ligier Mugen Honda,,,,1:23.959,11
1996,Canada,19,20, Lamy,Minardi Ford,,,,1:24.262,12
1996,Canada,20,22, Badoer,Forti Ford,,,,1:25.012,7
1996,Canada,21,16, Rosset,Footwork Hart,,,,1:25.193,12
1996,Canada,22,23, Montermini,Forti Ford,,,,1:26.109,4
1996,France,1,1, Schumacher,Ferrari,,,,1:15.989,10
1996,France,2,5, Hill,Williams Renault,,,,1:16.058,12
1996,France,3,3, Alesi,Benetton Renault,,,,1:16.310,10
1996,France,4,4, Berger,Benetton Renault,,,,1:16.592,12
1996,France,5,7, Hakkinen,McLaren Mercedes,,,,1:16.634,12
1996,France,6,6, Villeneuve,Williams Renault,,,,1:16.905,12
1996,France,7,8, Coulthard,McLaren Mercedes,,,,1:17.007,12
1996,France,8,12, Brundle,Jordan Peugeot,,,,1:17.187,12
1996,France,9,9, Panis,Ligier Mugen Honda,,,,1:17.390,10
1996,France,10,2, Irvine,Ferrari,,,,1:17.443,12
1996,France,11,11, Barrichello,Jordan Peugeot,,,,1:17.665,12
1996,France,12,10, Diniz,Ligier Mugen Honda,,,,1:17.676,12
1996,France,13,15, Frentzen,Sauber Ford,,,,1:17.739,12
1996,France,14,19, Salo,Tyrrell Yamaha,,,,1:18.021,12
1996,France,15,18, Katayama,Tyrrell Yamaha,,,,1:18.242,12
1996,France,16,17, Verstappen,Footwork Hart,,,,1:18.324,12
1996,France,17,14, Herbert,Sauber Ford,,,,1:18.556,12
1996,France,18,21, Fisichella,Minardi Ford,,,,1:18.604,10
1996,France,19,20, Lamy,Minardi Ford,,,,1:19.210,12
1996,France,20,16, Rosset,Footwork Hart,,,,1:19.242,12
1996,France,21,22, Badoer,Forti Ford,,,,1:20.562,11
1996,France,22,23, Montermini,Forti Ford,,,,1:20.647,12
1996,Great Britain,1,5, Hill,Williams Renault,,,,1:26.875,10
1996,Great Britain,2,6, Villeneuve,Williams Renault,,,,1:27.070,12
1996,Great Britain,3,1, Schumacher,Ferrari,,,,1:27.707,9
1996,Great Britain,4,7, Hakkinen,McLaren Mercedes,,,,1:27.856,12
1996,Great Britain,5,3, Alesi,Benetton Renault,,,,1:28.307,10
1996,Great Britain,6,11, Barrichello,Jordan Peugeot,,,,1:28.409,12
1996,Great Britain,7,4, Berger,Benetton Renault,,,,1:28.653,9
1996,Great Britain,8,12, Brundle,Jordan Peugeot,,,,1:28.946,11
1996,Great Britain,9,8, Coulthard,McLaren Mercedes,,,,1:28.966,12
1996,Great Britain,10,2, Irvine,Ferrari,,,,1:29.186,12
1996,Great Britain,11,15, Frentzen,Sauber Ford,,,,1:29.591,12
1996,Great Britain,12,18, Katayama,Tyrrell Yamaha,,,,1:29.913,12
1996,Great Britain,13,14, Herbert,Sauber Ford,,,,1:29.947,12
1996,Great Britain,14,19, Salo,Tyrrell Yamaha,,,,1:29.949,12
1996,Great Britain,15,17, Verstappen,Footwork Hart,,,,1:30.102,12
1996,Great Britain,16,9, Panis,Ligier Mugen Honda,,,,1:30.167,10
1996,Great Britain,17,16, Rosset,Footwork Hart,,,,1:30.529,11
1996,Great Britain,18,10, Diniz,Ligier Mugen Honda,,,,1:31.076,12
1996,Great Britain,19,21, Fisichella,Minardi Ford,,,,1:31.365,11
1996,Great Britain,20,20, Lamy,Minardi Ford,,,,1:31.454,12
1996,Great Britain,21,23, Montermini,Forti Ford,,,,1:35.206,3
1996,Great Britain,22,22, Badoer,Forti Ford,,,,1:35.304,3
1996,Germany,1,5, Hill,Williams Renault,,,,1:43.912,12
1996,Germany,2,4, Berger,Benetton Renault,,,,1:44.299,11
1996,Germany,3,1, Schumacher,Ferrari,,,,1:44.477,11
1996,Germany,4,7, Hakkinen,McLaren Mercedes,,,,1:44.644,11
1996,Germany,5,3, Alesi,Benetton Renault,,,,1:44.670,10
1996,Germany,6,6, Villeneuve,Williams Renault,,,,1:44.842,12
1996,Germany,7,8, Coulthard,McLaren Mercedes,,,,1:44.951,12
1996,Germany,8,2, Irvine,Ferrari,,,,1:45.389,12
1996,Germany,9,11, Barrichello,Jordan Peugeot,,,,1:45.452,12
1996,Germany,10,12, Brundle,Jordan Peugeot,,,,1:45.876,12
