year,race,position,number,driver,car,time,gap,laps
2022,Bahrain,12,31, Ocon,Alpine Renault,1:33.360,+1.424s,25
2022,Bahrain,13,10, Gasly,AlphaTauri RBPT,1:33.621,+1.685s,24
2022,Bahrain,14,22, Tsunoda,AlphaTauri RBPT,1:33.789,+1.853s,26
2022,Bahrain,15,24,Zhou ,Alfa Romeo Ferrari,1:33.953,+2.017s,27
2022,Bahrain,16,18, Stroll,Aston Martin Aramco Mercedes,1:33.958,+2.022s,25
2022,Bahrain,17,27, Hulkenberg,Aston Martin Aramco Mercedes,1:34.061,+2.125s,28
2022,Bahrain,18,3, Ricciardo,McLaren Mercedes,1:34.166,+2.230s,12
2022,Bahrain,19,6, Latifi,Williams Mercedes,1:34.486,+2.550s,28
2022,Bahrain,20,23, Albon,Williams Mercedes,1:34.735,+2.799s,22
2022,Saudi Arabia,1,16, Leclerc,Ferrari,1:30.074,,15
2022,Saudi Arabia,2,1, Verstappen,Red Bull Racing RBPT,1:30.214,+0.140s,23
2022,Saudi Arabia,3,55, Sainz,Ferrari,1:30.320,+0.246s,12
2022,Saudi Arabia,4,11, Perez,Red Bull Racing RBPT,1:30.360,+0.286s,24
2022,Saudi Arabia,5,44, Hamilton,Mercedes,1:30.513,+0.439s,24
2022,Saudi Arabia,6,63, Russell,Mercedes,1:30.664,+0.590s,29
2022,Saudi Arabia,7,4, Norris,McLaren Mercedes,1:30.735,+0.661s,26
2022,Saudi Arabia,8,31, Ocon,Alpine Renault,1:30.760,+0.686s,26
2022,Saudi Arabia,9,77, Bottas,Alfa Romeo Ferrari,1:30.832,+0.758s,14
2022,Saudi Arabia,10,22, Tsunoda,AlphaTauri RBPT,1:30.886,+0.812s,26
2022,Saudi Arabia,11,14, Alonso,Alpine Renault,1:30.944,+0.870s,27
2022,Saudi Arabia,12,10, Gasly,AlphaTauri RBPT,1:30.963,+0.889s,29
2022,Saudi Arabia,13,47, Schumacher,Haas Ferrari,1:31.169,+1.095s,27
2022,Saudi Arabia,14,18, Stroll,Aston Martin Aramco Mercedes,1:31.372,+1.298s,28
2022,Saudi Arabia,15,3, Ricciardo,McLaren Mercedes,1:31.527,+1.453s,23
2022,Saudi Arabia,16,27, Hulkenberg,Aston Martin Aramco Mercedes,1:31.615,+1.541s,30
2022,Saudi Arabia,17,24,Zhou ,Alfa Romeo Ferrari,1:31.615,+1.541s,27
2022,Saudi Arabia,18,6, Latifi,Williams Mercedes,1:31.814,+1.740s,26
2022,Saudi Arabia,19,23, Albon,Williams Mercedes,1:31.866,+1.792s,29
2022,Saudi Arabia,20,20, Magnussen,Haas Ferrari,1:32.344,+2.270s,13
2022,Australia,1,16, Leclerc,Ferrari,1:18.978,,27
2022,Australia,2,1, Verstappen,Red Bull Racing RBPT,1:19.223,+0.245s,22
2022,Australia,3,55, Sainz,Ferrari,1:19.376,+0.398s,27
2022,Australia,4,14, Alonso,Alpine Renault,1:19.537,+0.559s,22
2022,Australia,5,11, Perez,Red Bull Racing RBPT,1:19.658,+0.680s,20
2022,Australia,6,31, Ocon,Alpine Renault,1:19.842,+0.864s,25
2022,Australia,7,77, Bottas,Alfa Romeo Ferrari,1:20.055,+1.077s,25
2022,Australia,8,4, Norris,McLaren Mercedes,1:20.100,+1.122s,24
2022,Australia,9,10, Gasly,AlphaTauri RBPT,1:20.142,+1.164s,27
2022,Australia,10,3, Ricciardo,McLaren Mercedes,1:20.203,+1.225s,24
2022,Australia,11,63, Russell,Mercedes,1:20.212,+1.234s,25
2022,Australia,12,22, Tsunoda,AlphaTauri RBPT,1:20.424,+1.446s,30
2022,Australia,13,44, Hamilton,Mercedes,1:20.521,+1.543s,23
2022,Australia,14,18, Stroll,Aston Martin Aramco Mercedes,1:20.611,+1.633s,28
2022,Australia,15,24,Zhou ,Alfa Romeo Ferrari,1:21.063,+2.085s,23
2022,Australia,16,20, Magnussen,Haas Ferrari,1:21.191,+2.213s,23
2022,Australia,17,23, Albon,Williams Mercedes,1:21.912,+2.934s,28
2022,Australia,18,47, Schumacher,Haas Ferrari,1:21.974,+2.996s,22
2022,Australia,19,6, Latifi,Williams Mercedes,1:22.307,+3.329s,24
2022,Emilia Romagna,1,63, Russell,Mercedes,1:19.457,,32
2022,Emilia Romagna,2,11, Perez,Red Bull Racing RBPT,1:19.538,+0.081s,33
2022,Emilia Romagna,3,16, Leclerc,Ferrari,1:19.740,+0.283s,35
2022,Emilia Romagna,4,44, Hamilton,Mercedes,1:19.992,+0.535s,34
2022,Emilia Romagna,5,14, Alonso,Alpine Renault,1:20.174,+0.717s,29
2022,Emilia Romagna,6,55, Sainz,Ferrari,1:20.258,+0.801s,31
2022,Emilia Romagna,7,1, Verstappen,Red Bull Racing RBPT,1:20.371,+0.914s,36
2022,Emilia Romagna,8,22, Tsunoda,AlphaTauri RBPT,1:20.381,+0.924s,35
2022,Emilia Romagna,9,10, Gasly,AlphaTauri RBPT,1:20.439,+0.982s,37
2022,Emilia Romagna,10,24,Zhou ,Alfa Romeo Ferrari,1:20.498,+1.041s,32
2022,Emilia Romagna,11,23, Albon,Williams Mercedes,1:20.591,+1.134s,34
2022,Emilia Romagna,12,20, Magnussen,Haas Ferrari,1:20.740,+1.283s,30
2022,Emilia Romagna,13,47, Schumacher,Haas Ferrari,1:20.977,+1.520s,29
2022,Emilia Romagna,14,18, Stroll,Aston Martin Aramco Mercedes,1:21.149,+1.692s,38
2022,Emilia Romagna,15,5, Vettel,Aston Martin Aramco Mercedes,1:21.155,+1.698s,38
2022,Emilia Romagna,16,31, Ocon,Alpine Renault,1:21.179,+1.722s,30
2022,Emilia Romagna,17,6, Latifi,Williams Mercedes,1:21.263,+1.806s,31
2022,Emilia Romagna,18,4, Norris,McLaren Mercedes,1:23.821,+4.364s,6
2022,Miami,1,63, Russell,Mercedes,1:29.938,,18
2022,Miami,2,16, Leclerc,Ferrari,1:30.044,+0.106s,21
2022,Miami,3,11, Perez,Red Bull Racing RBPT,1:30.150,+0.212s,19
2022,Miami,4,44, Hamilton,Mercedes,1:30.179,+0.241s,18
2022,Miami,5,14, Alonso,Alpine Renault,1:30.372,+0.434s,20
2022,Miami,6,4, Norris,McLaren Mercedes,1:30.535,+0.597s,20
2022,Miami,7,10, Gasly,AlphaTauri RBPT,1:30.547,+0.609s,20
2022,Miami,8,24,Zhou ,Alfa Romeo Ferrari,1:30.860,+0.922s,24
2022,Miami,9,31, Ocon,Alpine Renault,1:30.861,+0.923s,20
2022,Miami,10,20, Magnussen,Haas Ferrari,1:30.921,+0.983s,19
2022,Miami,11,55, Sainz,Ferrari,1:30.964,+1.026s,9
2022,Miami,12,3, Ricciardo,McLaren Mercedes,1:31.208,+1.270s,23
2022,Miami,13,22, Tsunoda,AlphaTauri RBPT,1:31.260,+1.322s,23
2022,Miami,14,5, Vettel,Aston Martin Aramco Mercedes,1:31.393,+1.455s,23
2022,Miami,15,47, Schumacher,Haas Ferrari,1:31.587,+1.649s,21
2022,Miami,16,18, Stroll,Aston Martin Aramco Mercedes,1:31.631,+1.693s,23
2022,Miami,17,23, Albon,Williams Mercedes,1:31.710,+1.772s,21
2022,Miami,18,6, Latifi,Williams Mercedes,1:32.913,+2.975s,14
2022,Miami,19,1, Verstappen,Red Bull Racing RBPT,,,1
2022,Spain,1,16, Leclerc,Ferrari,1:19.670,,29
2022,Spain,2,63, Russell,Mercedes,1:19.787,+0.117s,27
2022,Spain,3,44, Hamilton,Mercedes,1:19.874,+0.204s,26
2022,Spain,4,55, Sainz,Ferrari,1:19.990,+0.320s,31
2022,Spain,5,1, Verstappen,Red Bull Racing RBPT,1:20.006,+0.336s,27
2022,Spain,6,14, Alonso,Alpine Renault,1:20.203,+0.533s,26
2022,Spain,7,11, Perez,Red Bull Racing RBPT,1:20.632,+0.962s,30
2022,Spain,8,5, Vettel,Aston Martin Aramco Mercedes,1:20.703,+1.033s,31
2022,Spain,9,31, Ocon,Alpine Renault,1:20.745,+1.075s,27
2022,Spain,10,47, Schumacher,Haas Ferrari,1:20.757,+1.087s,25
2022,Spain,11,10, Gasly,AlphaTauri RBPT,1:20.917,+1.247s,28
2022,Spain,12,20, Magnussen,Haas Ferrari,1:21.013,+1.343s,24
2022,Spain,13,18, Stroll,Aston Martin Aramco Mercedes,1:21.249,+1.579s,32
2022,Spain,14,22, Tsunoda,AlphaTauri RBPT,1:21.285,+1.615s,29
2022,Spain,15,3, Ricciardo,McLaren Mercedes,1:21.385,+1.715s,22
2022,Spain,16,77, Bottas,Alfa Romeo Ferrari,1:21.828,+2.158s,3
2022,Spain,17,24,Zhou ,Alfa Romeo Ferrari,1:21.866,+2.196s,30
2022,Spain,18,23, Albon,Williams Mercedes,1:22.319,+2.649s,31
2022,Spain,19,6, Latifi,Williams Mercedes,1:23.197,+3.527s,25
2022,Spain,20,4, Norris,McLaren Mercedes,1:23.388,+3.718s,6
2022,Monaco,1,16, Leclerc,Ferrari,1:12.656,,30
2022,Monaco,2,55, Sainz,Ferrari,1:12.700,+0.044s,32
2022,Monaco,3,11, Perez,Red Bull Racing RBPT,1:13.035,+0.379s,31
2022,Monaco,4,1, Verstappen,Red Bull Racing RBPT,1:13.103,+0.447s,33
2022,Monaco,5,4, Norris,McLaren Mercedes,1:13.294,+0.638s,24
2022,Monaco,6,63, Russell,Mercedes,1:13.406,+0.750s,31
2022,Monaco,7,10, Gasly,AlphaTauri RBPT,1:13.636,+0.980s,32
2022,Monaco,8,14, Alonso,Alpine Renault,1:13.912,+1.256s,31
2022,Monaco,9,5, Vettel,Aston Martin Aramco Mercedes,1:14.059,+1.403s,32
2022,Monaco,10,22, Tsunoda,AlphaTauri RBPT,1:14.134,+1.478s,27
2022,Monaco,11,20, Magnussen,Haas Ferrari,1:14.239,+1.583s,32
2022,Monaco,12,44, Hamilton,Mercedes,1:14.267,+1.611s,29
2022,Monaco,13,77, Bottas,Alfa Romeo Ferrari,1:14.468,+1.812s,28
2022,Monaco,14,23, Albon,Williams Mercedes,1:14.486,+1.830s,33
2022,Monaco,15,24,Zhou ,Alfa Romeo Ferrari,1:14.525,+1.869s,23
2022,Monaco,16,18, Stroll,Aston Martin Aramco Mercedes,1:14.623,+1.967s,29
2022,Monaco,17,47, Schumacher,Haas Ferrari,1:14.894,+2.238s,33
2022,Monaco,18,31, Ocon,Alpine Renault,1:15.216,+2.560s,34
2022,Monaco,19,6, Latifi,Williams Mercedes,1:16.276,+3.620s,33
2022,Monaco,20,3, Ricciardo,McLaren Mercedes,,,2
2022,Azerbaijan,1,16, Leclerc,Ferrari,1:43.224,,24
2022,Azerbaijan,2,11, Perez,Red Bull Racing RBPT,1:43.472,+0.248s,22
2022,Azerbaijan,3,1, Verstappen,Red Bull Racing RBPT,1:43.580,+0.356s,18
2022,Azerbaijan,4,14, Alonso,Alpine Renault,1:44.142,+0.918s,22
2022,Azerbaijan,5,55, Sainz,Ferrari,1:44.274,+1.050s,25
2022,Azerbaijan,6,10, Gasly,AlphaTauri RBPT,1:44.315,+1.091s,26
2022,Azerbaijan,7,63, Russell,Mercedes,1:44.548,+1.324s,26
2022,Azerbaijan,8,22, Tsunoda,AlphaTauri RBPT,1:44.567,+1.343s,24
2022,Azerbaijan,9,31, Ocon,Alpine Renault,1:44.609,+1.385s,24
2022,Azerbaijan,10,4, Norris,McLaren Mercedes,1:44.771,+1.547s,23
2022,Azerbaijan,11,5, Vettel,Aston Martin Aramco Mercedes,1:44.781,+1.557s,27
2022,Azerbaijan,12,44, Hamilton,Mercedes,1:44.874,+1.650s,25
2022,Azerbaijan,13,18, Stroll,Aston Martin Aramco Mercedes,1:44.874,+1.650s,26
2022,Azerbaijan,14,3, Ricciardo,McLaren Mercedes,1:45.059,+1.835s,25
2022,Azerbaijan,15,77, Bottas,Alfa Romeo Ferrari,1:45.115,+1.891s,25
2022,Azerbaijan,16,24,Zhou ,Alfa Romeo Ferrari,1:45.264,+2.040s,24
2022,Azerbaijan,17,20, Magnussen,Haas Ferrari,1:45.588,+2.364s,26
2022,Azerbaijan,18,23, Albon,Williams Mercedes,1:46.397,+3.173s,13
2022,Azerbaijan,19,47, Schumacher,Haas Ferrari,1:46.425,+3.201s,21
2022,Azerbaijan,20,6, Latifi,Williams Mercedes,1:47.218,+3.994s,26
2022,Canada,1,1, Verstappen,Red Bull Racing RBPT,1:14.127,,33
2022,Canada,2,16, Leclerc,Ferrari,1:14.208,+0.081s,32
2022,Canada,3,55, Sainz,Ferrari,1:14.352,+0.225s,32
2022,Canada,4,5, Vettel,Aston Martin Aramco Mercedes,1:14.442,+0.315s,35
2022,Canada,5,14, Alonso,Alpine Renault,1:14.543,+0.416s,24
2022,Canada,6,10, Gasly,AlphaTauri RBPT,1:14.879,+0.752s,34
2022,Canada,7,63, Russell,Mercedes,1:14.971,+0.844s,31
2022,Canada,8,4, Norris,McLaren Mercedes,1:14.987,+0.860s,30
2022,Canada,9,3, Ricciardo,McLaren Mercedes,1:15.033,+0.906s,31
2022,Canada,10,31, Ocon,Alpine Renault,1:15.119,+0.992s,32
2022,Canada,11,11, Perez,Red Bull Racing RBPT,1:15.167,+1.040s,29
2022,Canada,12,18, Stroll,Aston Martin Aramco Mercedes,1:15.396,+1.269s,34
2022,Canada,13,44, Hamilton,Mercedes,1:15.421,+1.294s,25
2022,Canada,14,20, Magnussen,Haas Ferrari,1:15.499,+1.372s,34
2022,Canada,15,47, Schumacher,Haas Ferrari,1:15.516,+1.389s,35
2022,Canada,16,24,Zhou ,Alfa Romeo Ferrari,1:15.526,+1.399s,31
2022,Canada,17,22, Tsunoda,AlphaTauri RBPT,1:15.567,+1.440s,37
2022,Canada,18,23, Albon,Williams Mercedes,1:16.171,+2.044s,30
2022,Canada,19,6, Latifi,Williams Mercedes,1:16.509,+2.382s,27
2022,Canada,20,77, Bottas,Alfa Romeo Ferrari,,,3
2022,Great Britain,1,55, Sainz,Ferrari,1:28.942,,28
2022,Great Britain,2,44, Hamilton,Mercedes,1:29.105,+0.163s,21
2022,Great Britain,3,4, Norris,McLaren Mercedes,1:29.118,+0.176s,29
2022,Great Britain,4,1, Verstappen,Red Bull Racing RBPT,1:29.149,+0.207s,18
2022,Great Britain,5,16, Leclerc,Ferrari,1:29.404,+0.462s,25
2022,Great Britain,6,14, Alonso,Alpine Renault,1:29.695,+0.753s,19
2022,Great Britain,7,11, Perez,Red Bull Racing RBPT,1:29.753,+0.811s,17
2022,Great Britain,8,63, Russell,Mercedes,1:29.799,+0.857s,29
2022,Great Britain,9,3, Ricciardo,McLaren Mercedes,1:29.902,+0.960s,26
2022,Great Britain,10,18, Stroll,Aston Martin Aramco Mercedes,1:29.942,+1.000s,17
2022,Great Britain,11,77, Bottas,Alfa Romeo Ferrari,1:30.000,+1.058s,29
2022,Great Britain,12,5, Vettel,Aston Martin Aramco Mercedes,1:30.057,+1.115s,20
2022,Great Britain,13,31, Ocon,Alpine Renault,1:30.238,+1.296s,12
2022,Great Britain,14,23, Albon,Williams Mercedes,1:30.263,+1.321s,14
2022,Great Britain,15,24,Zhou ,Alfa Romeo Ferrari,1:30.271,+1.329s,27
2022,Great Britain,16,22, Tsunoda,AlphaTauri RBPT,1:30.338,+1.396s,29
2022,Great Britain,17,20, Magnussen,Haas Ferrari,1:30.480,+1.538s,27
2022,Great Britain,18,10, Gasly,AlphaTauri RBPT,1:30.510,+1.568s,28
2022,Great Britain,19,47, Schumacher,Haas Ferrari,1:30.609,+1.667s,29
2022,Great Britain,20,6, Latifi,Williams Mercedes,1:31.326,+2.384s,27
2022,Austria,1,55, Sainz,Ferrari,1:08.610,,40
2022,Austria,2,16, Leclerc,Ferrari,1:08.660,+0.050s,43
2022,Austria,3,1, Verstappen,Red Bull Racing RBPT,1:08.778,+0.168s,32
2022,Austria,4,14, Alonso,Alpine Renault,1:08.832,+0.222s,21
2022,Austria,5,31, Ocon,Alpine Renault,1:08.848,+0.238s,24
2022,Austria,6,11, Perez,Red Bull Racing RBPT,1:09.179,+0.569s,36
2022,Austria,7,63, Russell,Mercedes,1:09.240,+0.630s,33
2022,Austria,8,77, Bottas,Alfa Romeo Ferrari,1:09.251,+0.641s,26
2022,Austria,9,44, Hamilton,Mercedes,1:09.350,+0.740s,14
2022,Austria,10,4, Norris,McLaren Mercedes,1:09.519,+0.909s,38
2022,Austria,11,18, Stroll,Aston Martin Aramco Mercedes,1:09.525,+0.915s,43
2022,Austria,12,10, Gasly,AlphaTauri RBPT,1:09.579,+0.969s,37
2022,Austria,13,5, Vettel,Aston Martin Aramco Mercedes,1:09.602,+0.992s,44
2022,Austria,14,24,Zhou ,Alfa Romeo Ferrari,1:09.665,+1.055s,36
2022,Austria,15,47, Schumacher,Haas Ferrari,1:09.700,+1.090s,32
2022,Austria,16,23, Albon,Williams Mercedes,1:09.740,+1.130s,34
2022,Austria,17,3, Ricciardo,McLaren Mercedes,1:09.852,+1.242s,34
2022,Austria,18,20, Magnussen,Haas Ferrari,1:09.960,+1.350s,34
2022,Austria,19,22, Tsunoda,AlphaTauri RBPT,1:10.005,+1.395s,39
2022,Austria,20,6, Latifi,Williams Mercedes,1:10.261,+1.651s,36
2022,France,1,55, Sainz,Ferrari,1:32.527,,22
2022,France,2,16, Leclerc,Ferrari,1:32.628,+0.101s,22
2022,France,3,1, Verstappen,Red Bull Racing RBPT,1:33.077,+0.550s,17
2022,France,4,63, Russell,Mercedes,1:33.291,+0.764s,20
2022,France,5,44, Hamilton,Mercedes,1:33.517,+0.990s,23
2022,France,6,4, Norris,McLaren Mercedes,1:33.607,+1.080s,21
2022,France,7,10, Gasly,AlphaTauri RBPT,1:33.906,+1.379s,24
2022,France,8,20, Magnussen,Haas Ferrari,1:33.928,+1.401s,24
2022,France,9,3, Ricciardo,McLaren Mercedes,1:33.984,+1.457s,23
2022,France,10,11, Perez,Red Bull Racing RBPT,1:34.060,+1.533s,16
2022,France,11,14, Alonso,Alpine Renault,1:34.259,+1.732s,24
2022,France,12,77, Bottas,Alfa Romeo Ferrari,1:34.264,+1.737s,27
2022,France,13,5, Vettel,Aston Martin Aramco Mercedes,1:34.420,+1.893s,27
2022,France,14,22, Tsunoda,AlphaTauri RBPT,1:34.540,+2.013s,24
2022,France,15,18, Stroll,Aston Martin Aramco Mercedes,1:34.595,+2.068s,26
2022,France,16,23, Albon,Williams Mercedes,1:34.653,+2.126s,23
2022,France,17,24,Zhou ,Alfa Romeo Ferrari,1:34.654,+2.127s,26
2022,France,18,31, Ocon,Alpine Renault,1:34.660,+2.133s,26
2022,France,19,47, Schumacher,Haas Ferrari,1:35.195,+2.668s,22
2022,France,20,6, Latifi,Williams Mercedes,1:35.412,+2.885s,27
2022,Hungary,1,16, Leclerc,Ferrari,1:18.445,,27
2022,Hungary,2,4, Norris,McLaren Mercedes,1:18.662,+0.217s,29
2022,Hungary,3,55, Sainz,Ferrari,1:18.676,+0.231s,29
2022,Hungary,4,1, Verstappen,Red Bull Racing RBPT,1:18.728,+0.283s,26
2022,Hungary,5,3, Ricciardo,McLaren Mercedes,1:18.872,+0.427s,27
2022,Hungary,6,14, Alonso,Alpine Renault,1:19.049,+0.604s,30
2022,Hungary,7,5, Vettel,Aston Martin Aramco Mercedes,1:19.253,+0.808s,31
2022,Hungary,8,63, Russell,Mercedes,1:19.355,+0.910s,28
2022,Hungary,9,11, Perez,Red Bull Racing RBPT,1:19.397,+0.952s,28
2022,Hungary,10,77, Bottas,Alfa Romeo Ferrari,1:19.411,+0.966s,30
2022,Hungary,11,44, Hamilton,Mercedes,1:19.547,+1.102s,23
2022,Hungary,12,24,Zhou ,Alfa Romeo Ferrari,1:19.605,+1.160s,26
2022,Hungary,13,31, Ocon,Alpine Renault,1:19.614,+1.169s,27
2022,Hungary,14,18, Stroll,Aston Martin Aramco Mercedes,1:19.702,+1.257s,30
2022,Hungary,15,10, Gasly,AlphaTauri RBPT,1:19.730,+1.285s,28
2022,Hungary,16,20, Magnussen,Haas Ferrari,1:19.818,+1.373s,29
2022,Hungary,17,47, Schumacher,Haas Ferrari,1:19.985,+1.540s,28
2022,Hungary,18,6, Latifi,Williams Mercedes,1:20.488,+2.043s,30
2022,Hungary,19,22, Tsunoda,AlphaTauri RBPT,1:20.521,+2.076s,31
2022,Hungary,20,23, Albon,Williams Mercedes,1:20.615,+2.170s,20
2022,Belgium,1,1, Verstappen,Red Bull Racing RBPT,1:45.507,,20
2022,Belgium,2,16, Leclerc,Ferrari,1:46.369,+0.862s,21
2022,Belgium,3,4, Norris,McLaren Mercedes,1:46.589,+1.082s,17
2022,Belgium,4,18, Stroll,Aston Martin Aramco Mercedes,1:46.635,+1.128s,16
2022,Belgium,5,55, Sainz,Ferrari,1:46.649,+1.142s,20
2022,Belgium,6,44, Hamilton,Mercedes,1:46.893,+1.386s,18
2022,Belgium,7,14, Alonso,Alpine Renault,1:46.975,+1.468s,19
2022,Belgium,8,63, Russell,Mercedes,1:47.042,+1.535s,22
2022,Belgium,9,3, Ricciardo,McLaren Mercedes,1:47.255,+1.748s,18
2022,Belgium,10,11, Perez,Red Bull Racing RBPT,1:47.346,+1.839s,15
2022,Belgium,11,23, Albon,Williams Mercedes,1:47.520,+2.013s,15
2022,Belgium,12,24,Zhou ,Alfa Romeo Ferrari,1:47.617,+2.110s,21
2022,Belgium,13,22, Tsunoda,AlphaTauri RBPT,1:47.658,+2.151s,16
2022,Belgium,14,10, Gasly,AlphaTauri RBPT,1:47.782,+2.275s,19
2022,Belgium,15,5, Vettel,Aston Martin Aramco Mercedes,1:47.867,+2.360s,19
2022,Belgium,16,31, Ocon,Alpine Renault,1:47.944,+2.437s,21
2022,Belgium,17,20, Magnussen,Haas Ferrari,1:48.208,+2.701s,19
2022,Belgium,18,77, Bottas,Alfa Romeo Ferrari,1:48.419,+2.912s,21
2022,Belgium,19,6, Latifi,Williams Mercedes,1:48.612,+3.105s,14
2022,Belgium,20,47, Schumacher,Haas Ferrari,1:49.941,+4.434s,23
2022,Netherlands,1,16, Leclerc,Ferrari,1:12.345,,27
2022,Netherlands,2,55, Sainz,Ferrari,1:12.349,+0.004s,30
2022,Netherlands,3,44, Hamilton,Mercedes,1:12.417,+0.072s,21
2022,Netherlands,4,4, Norris,McLaren Mercedes,1:12.448,+0.103s,24
2022,Netherlands,5,63, Russell,Mercedes,1:12.655,+0.310s,27
2022,Netherlands,6,18, Stroll,Aston Martin Aramco Mercedes,1:12.746,+0.401s,28
2022,Netherlands,7,14, Alonso,Alpine Renault,1:12.848,+0.503s,25
2022,Netherlands,8,1, Verstappen,Red Bull Racing RBPT,1:13.042,+0.697s,22
2022,Netherlands,9,31, Ocon,Alpine Renault,1:13.305,+0.960s,27
2022,Netherlands,10,3, Ricciardo,McLaren Mercedes,1:13.362,+1.017s,10
2022,Netherlands,11,22, Tsunoda,AlphaTauri RBPT,1:13.419,+1.074s,19
2022,Netherlands,12,11, Perez,Red Bull Racing RBPT,1:13.493,+1.148s,23
2022,Netherlands,13,47, Schumacher,Haas Ferrari,1:13.604,+1.259s,27
2022,Netherlands,14,5, Vettel,Aston Martin Aramco Mercedes,1:13.611,+1.266s,27
2022,Netherlands,15,24,Zhou ,Alfa Romeo Ferrari,1:13.624,+1.279s,25
2022,Netherlands,16,10, Gasly,AlphaTauri RBPT,1:13.666,+1.321s,16
2022,Netherlands,17,23, Albon,Williams Mercedes,1:13.837,+1.492s,26
2022,Netherlands,18,77, Bottas,Alfa Romeo Ferrari,1:14.167,+1.822s,27
2022,Netherlands,19,20, Magnussen,Haas Ferrari,1:14.282,+1.937s,25
2022,Netherlands,20,6, Latifi,Williams Mercedes,1:14.797,+2.452s,24
2022,Italy,1,55, Sainz,Ferrari,1:21.664,,24
2022,Italy,2,1, Verstappen,Red Bull Racing RBPT,1:21.807,+0.143s,27
2022,Italy,3,16, Leclerc,Ferrari,1:21.857,+0.193s,23
2022,Italy,4,4, Norris,McLaren Mercedes,1:22.338,+0.674s,29
2022,Italy,5,63, Russell,Mercedes,1:22.386,+0.722s,24
2022,Italy,6,11, Perez,Red Bull Racing RBPT,1:22.394,+0.730s,26
2022,Italy,7,44, Hamilton,Mercedes,1:22.503,+0.839s,25
2022,Italy,8,31, Ocon,Alpine Renault,1:22.728,+1.064s,29
2022,Italy,9,14, Alonso,Alpine Renault,1:22.752,+1.088s,28
2022,Italy,10,23, Albon,Williams Mercedes,1:22.835,+1.171s,24
2022,Italy,11,3, Ricciardo,McLaren Mercedes,1:22.911,+1.247s,26
2022,Italy,12,24,Zhou ,Alfa Romeo Ferrari,1:22.938,+1.274s,30
2022,Italy,13,77, Bottas,Alfa Romeo Ferrari,1:22.993,+1.329s,26
2022,Italy,14,10, Gasly,AlphaTauri RBPT,1:23.135,+1.471s,25
2022,Italy,15,22, Tsunoda,AlphaTauri RBPT,1:23.217,+1.553s,31
2022,Italy,16,20, Magnussen,Haas Ferrari,1:23.557,+1.893s,25
2022,Italy,17,5, Vettel,Aston Martin Aramco Mercedes,1:23.731,+2.067s,26
2022,Italy,18,18, Stroll,Aston Martin Aramco Mercedes,1:23.785,+2.121s,27
2022,Italy,19,6, Latifi,Williams Mercedes,1:23.982,+2.318s,23
2022,Italy,20,47, Schumacher,Haas Ferrari,1:24.586,+2.922s,9
2022,Singapore,1,55, Sainz,Ferrari,1:42.587,,23
2022,Singapore,2,16, Leclerc,Ferrari,1:42.795,+0.208s,14
2022,Singapore,3,63, Russell,Mercedes,1:42.911,+0.324s,26
2022,Singapore,4,1, Verstappen,Red Bull Racing RBPT,1:42.926,+0.339s,8
2022,Singapore,5,44, Hamilton,Mercedes,1:43.182,+0.595s,22
2022,Singapore,6,31, Ocon,Alpine Renault,1:43.412,+0.825s,23
2022,Singapore,7,77, Bottas,Alfa Romeo Ferrari,1:43.431,+0.844s,26
2022,Singapore,8,14, Alonso,Alpine Renault,1:43.520,+0.933s,23
2022,Singapore,9,11, Perez,Red Bull Racing RBPT,1:43.906,+1.319s,13
2022,Singapore,10,18, Stroll,Aston Martin Aramco Mercedes,1:43.982,+1.395s,21
2022,Singapore,11,4, Norris,McLaren Mercedes,1:44.013,+1.426s,16
2022,Singapore,12,5, Vettel,Aston Martin Aramco Mercedes,1:44.249,+1.662s,24
2022,Singapore,13,20, Magnussen,Haas Ferrari,1:44.422,+1.835s,22
2022,Singapore,14,10, Gasly,AlphaTauri RBPT,1:44.469,+1.882s,22
2022,Singapore,15,24,Zhou ,Alfa Romeo Ferrari,1:44.524,+1.937s,25
2022,Singapore,16,23, Albon,Williams Mercedes,1:45.144,+2.557s,25
2022,Singapore,17,22, Tsunoda,AlphaTauri RBPT,1:45.211,+2.624s,11
2022,Singapore,18,3, Ricciardo,McLaren Mercedes,1:45.447,+2.860s,18
2022,Singapore,19,47, Schumacher,Haas Ferrari,1:45.623,+3.036s,23
2022,Singapore,20,6, Latifi,Williams Mercedes,1:46.553,+3.966s,25
2022,Japan,1,63, Russell,Mercedes,1:41.935,,23
2022,Japan,2,44, Hamilton,Mercedes,1:42.170,+0.235s,22
2022,Japan,3,1, Verstappen,Red Bull Racing RBPT,1:42.786,+0.851s,24
2022,Japan,4,11, Perez,Red Bull Racing RBPT,1:42.834,+0.899s,26
2022,Japan,5,20, Magnussen,Haas Ferrari,1:43.187,+1.252s,17
2022,Japan,6,55, Sainz,Ferrari,1:43.204,+1.269s,23
2022,Japan,7,14, Alonso,Alpine Renault,1:43.533,+1.598s,14
2022,Japan,8,77, Bottas,Alfa Romeo Ferrari,1:43.733,+1.798s,20
2022,Japan,9,31, Ocon,Alpine Renault,1:43.884,+1.949s,13
2022,Japan,10,24,Zhou ,Alfa Romeo Ferrari,1:44.525,+2.590s,17
2022,Japan,11,16, Leclerc,Ferrari,1:44.709,+2.774s,10
2022,Japan,12,6, Latifi,Williams Mercedes,1:44.962,+3.027s,16
