year,race,position,number,driver,car,time,gap,laps
2021,Saudi Arabia,7,55, Sainz,Ferrari,1:29.589,+0.571s,24
2021,Saudi Arabia,8,22, Tsunoda,AlphaTauri Honda,1:29.597,+0.579s,20
2021,Saudi Arabia,9,11, Perez,Red Bull Racing Honda,1:29.768,+0.750s,22
2021,Saudi Arabia,10,16, Leclerc,Ferrari,1:29.772,+0.754s,23
2021,Saudi Arabia,11,3, Ricciardo,McLaren Mercedes,1:29.968,+0.950s,22
2021,Saudi Arabia,12,4, Norris,McLaren Mercedes,1:30.004,+0.986s,19
2021,Saudi Arabia,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:30.110,+1.092s,23
2021,Saudi Arabia,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:30.276,+1.258s,24
2021,Saudi Arabia,15,18, Stroll,Aston Martin Mercedes,1:30.442,+1.424s,22
2021,Saudi Arabia,16,5, Vettel,Aston Martin Mercedes,1:30.502,+1.484s,22
2021,Saudi Arabia,17,63, Russell,Williams Mercedes,1:30.506,+1.488s,24
2021,Saudi Arabia,18,47, Schumacher,Haas Ferrari,1:30.652,+1.634s,20
2021,Saudi Arabia,19,6, Latifi,Williams Mercedes,1:31.039,+2.021s,23
2021,Saudi Arabia,20,9, Mazepin,Haas Ferrari,1:31.629,+2.611s,20
2021,Abu Dhabi,1,44, Hamilton,Mercedes,1:23.691,,26
2021,Abu Dhabi,2,31, Ocon,Alpine Renault,1:24.034,+0.343s,29
2021,Abu Dhabi,3,77, Bottas,Mercedes,1:24.083,+0.392s,29
2021,Abu Dhabi,4,33, Verstappen,Red Bull Racing Honda,1:24.332,+0.641s,25
2021,Abu Dhabi,5,11, Perez,Red Bull Racing Honda,1:24.400,+0.709s,26
2021,Abu Dhabi,6,14, Alonso,Alpine Renault,1:24.495,+0.804s,27
2021,Abu Dhabi,7,22, Tsunoda,AlphaTauri Honda,1:24.532,+0.841s,26
2021,Abu Dhabi,8,16, Leclerc,Ferrari,1:24.557,+0.866s,29
2021,Abu Dhabi,9,55, Sainz,Ferrari,1:24.844,+1.153s,29
2021,Abu Dhabi,10,10, Gasly,AlphaTauri Honda,1:24.940,+1.249s,27
2021,Abu Dhabi,11,3, Ricciardo,McLaren Mercedes,1:24.959,+1.268s,26
2021,Abu Dhabi,12,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:25.108,+1.417s,27
2021,Abu Dhabi,13,4, Norris,McLaren Mercedes,1:25.153,+1.462s,27
2021,Abu Dhabi,14,5, Vettel,Aston Martin Mercedes,1:25.195,+1.504s,27
2021,Abu Dhabi,15,18, Stroll,Aston Martin Mercedes,1:25.385,+1.694s,26
2021,Abu Dhabi,16,7, Räikkönen,Alfa Romeo Racing Ferrari,1:25.440,+1.749s,23
2021,Abu Dhabi,17,63, Russell,Williams Mercedes,1:25.549,+1.858s,29
2021,Abu Dhabi,18,6, Latifi,Williams Mercedes,1:25.687,+1.996s,22
2021,Abu Dhabi,19,47, Schumacher,Haas Ferrari,1:25.784,+2.093s,27
2021,Abu Dhabi,20,9, Mazepin,Haas Ferrari,1:26.336,+2.645s,26
2020,Austria,1,44, Hamilton,Mercedes,1:04.304,,42
2020,Austria,2,77, Bottas,Mercedes,1:04.501,+0.197s,37
2020,Austria,3,11, Perez,Racing Point BWT Mercedes,1:04.945,+0.641s,48
2020,Austria,4,5, Vettel,Ferrari,1:04.961,+0.657s,48
2020,Austria,5,3, Ricciardo,Renault,1:04.972,+0.668s,36
2020,Austria,6,4, Norris,McLaren Renault,1:05.087,+0.783s,38
2020,Austria,7,18, Stroll,Racing Point BWT Mercedes,1:05.135,+0.831s,48
2020,Austria,8,33, Verstappen,Red Bull Racing Honda,1:05.215,+0.911s,41
2020,Austria,9,16, Leclerc,Ferrari,1:05.298,+0.994s,46
2020,Austria,10,55, Sainz,McLaren Renault,1:05.352,+1.048s,37
2020,Austria,11,31, Ocon,Renault,1:05.415,+1.111s,42
2020,Austria,12,26, Kvyat,AlphaTauri Honda,1:05.443,+1.139s,34
2020,Austria,13,23, Albon,Red Bull Racing Honda,1:05.453,+1.149s,47
2020,Austria,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:05.608,+1.304s,49
2020,Austria,15,20, Magnussen,Haas Ferrari,1:05.678,+1.374s,44
2020,Austria,16,8, Grosjean,Haas Ferrari,1:05.908,+1.604s,50
2020,Austria,17,10, Gasly,AlphaTauri Honda,1:06.016,+1.712s,51
2020,Austria,18,63, Russell,Williams Mercedes,1:06.125,+1.821s,40
2020,Austria,19,7, Räikkönen,Alfa Romeo Racing Ferrari,1:06.278,+1.974s,44
2020,Austria,20,6, Latifi,Williams Mercedes,1:07.124,+2.820s,45
2020,Styria,1,33, Verstappen,Red Bull Racing Honda,1:03.660,,27
2020,Styria,2,77, Bottas,Mercedes,1:03.703,+0.043s,36
2020,Styria,3,11, Perez,Racing Point BWT Mercedes,1:03.877,+0.217s,43
2020,Styria,4,18, Stroll,Racing Point BWT Mercedes,1:04.241,+0.581s,43
2020,Styria,5,55, Sainz,McLaren Renault,1:04.333,+0.673s,45
2020,Styria,6,44, Hamilton,Mercedes,1:04.348,+0.688s,27
2020,Styria,7,23, Albon,Red Bull Racing Honda,1:04.437,+0.777s,29
2020,Styria,8,4, Norris,McLaren Renault,1:04.541,+0.881s,31
2020,Styria,9,16, Leclerc,Ferrari,1:04.706,+1.046s,35
2020,Styria,10,31, Ocon,Renault,1:04.746,+1.086s,32
2020,Styria,11,10, Gasly,AlphaTauri Honda,1:04.757,+1.097s,37
2020,Styria,12,26, Kvyat,AlphaTauri Honda,1:05.050,+1.390s,34
2020,Styria,13,7, Räikkönen,Alfa Romeo Racing Ferrari,1:05.152,+1.492s,23
2020,Styria,14,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:05.365,+1.705s,36
2020,Styria,15,63, Russell,Williams Mercedes,1:05.588,+1.928s,34
2020,Styria,16,5, Vettel,Ferrari,1:05.613,+1.953s,40
2020,Styria,17,6, Latifi,Williams Mercedes,1:05.655,+1.995s,49
2020,Styria,18,20, Magnussen,Haas Ferrari,1:05.790,+2.130s,36
2020,Styria,19,8, Grosjean,Haas Ferrari,1:06.096,+2.436s,38
2020,Styria,20,3, Ricciardo,Renault,,,2
2020,Hungary,1,5, Vettel,Ferrari,1:40.464,,12
2020,Hungary,2,77, Bottas,Mercedes,1:40.736,+0.272s,5
2020,Hungary,3,55, Sainz,McLaren Renault,1:41.784,+1.320s,6
2020,Hungary,4,18, Stroll,Racing Point BWT Mercedes,1:42.380,+1.916s,6
2020,Hungary,5,11, Perez,Racing Point BWT Mercedes,1:42.470,+2.006s,5
2020,Hungary,6,10, Gasly,AlphaTauri Honda,1:42.588,+2.124s,7
2020,Hungary,7,33, Verstappen,Red Bull Racing Honda,1:42.820,+2.356s,4
2020,Hungary,8,8, Grosjean,Haas Ferrari,1:43.335,+2.871s,6
2020,Hungary,9,7, Räikkönen,Alfa Romeo Racing Ferrari,1:43.471,+3.007s,16
2020,Hungary,10,16, Leclerc,Ferrari,1:43.725,+3.261s,10
2020,Hungary,11,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:44.411,+3.947s,9
2020,Hungary,12,4, Norris,McLaren Renault,1:46.000,+5.536s,5
2020,Hungary,13,26, Kvyat,AlphaTauri Honda,1:47.422,+6.958s,7
2020,Hungary,14,31, Ocon,Renault,,,1
2020,Hungary,15,3, Ricciardo,Renault,,,1
2020,Hungary,16,44, Hamilton,Mercedes,,,1
2020,Hungary,17,6, Latifi,Williams Mercedes,,,2
2020,Hungary,18,63, Russell,Williams Mercedes,,,2
2020,Hungary,19,23, Albon,Red Bull Racing Honda,,,3
2020,Hungary,20,20, Magnussen,Haas Ferrari,,,1
2020,Great Britain,1,18, Stroll,Racing Point BWT Mercedes,1:27.274,,29
2020,Great Britain,2,23, Albon,Red Bull Racing Honda,1:27.364,+0.090s,13
2020,Great Britain,3,77, Bottas,Mercedes,1:27.431,+0.157s,30
2020,Great Britain,4,16, Leclerc,Ferrari,1:27.570,+0.296s,30
2020,Great Britain,5,44, Hamilton,Mercedes,1:27.581,+0.307s,27
2020,Great Britain,6,55, Sainz,McLaren Renault,1:27.820,+0.546s,35
2020,Great Britain,7,27, Hulkenberg,Racing Point BWT Mercedes,1:27.910,+0.636s,28
2020,Great Britain,8,10, Gasly,AlphaTauri Honda,1:27.997,+0.723s,31
2020,Great Britain,9,3, Ricciardo,Renault,1:28.112,+0.838s,30
2020,Great Britain,10,7, Räikkönen,Alfa Romeo Racing Ferrari,1:28.159,+0.885s,35
2020,Great Britain,11,4, Norris,McLaren Renault,1:28.169,+0.895s,26
2020,Great Britain,12,31, Ocon,Renault,1:28.219,+0.945s,35
2020,Great Britain,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:28.256,+0.982s,31
2020,Great Britain,14,33, Verstappen,Red Bull Racing Honda,1:28.390,+1.116s,23
2020,Great Britain,15,26, Kvyat,AlphaTauri Honda,1:28.426,+1.152s,29
2020,Great Britain,16,8, Grosjean,Haas Ferrari,1:28.564,+1.290s,27
2020,Great Britain,17,63, Russell,Williams Mercedes,1:28.771,+1.497s,26
2020,Great Britain,18,5, Vettel,Ferrari,1:28.860,+1.586s,23
2020,Great Britain,19,20, Magnussen,Haas Ferrari,1:28.898,+1.624s,27
2020,Great Britain,20,6, Latifi,Williams Mercedes,1:29.958,+2.684s,35
2020,70Th Anniversary,1,44, Hamilton,Mercedes,1:25.606,,22
2020,70Th Anniversary,2,77, Bottas,Mercedes,1:25.782,+0.176s,22
2020,70Th Anniversary,3,3, Ricciardo,Renault,1:26.421,+0.815s,29
2020,70Th Anniversary,4,33, Verstappen,Red Bull Racing Honda,1:26.437,+0.831s,15
2020,70Th Anniversary,5,18, Stroll,Racing Point BWT Mercedes,1:26.501,+0.895s,24
2020,70Th Anniversary,6,27, Hulkenberg,Racing Point BWT Mercedes,1:26.746,+1.140s,26
2020,70Th Anniversary,7,16, Leclerc,Ferrari,1:26.812,+1.206s,32
2020,70Th Anniversary,8,4, Norris,McLaren Renault,1:26.867,+1.261s,26
2020,70Th Anniversary,9,55, Sainz,McLaren Renault,1:26.918,+1.312s,24
2020,70Th Anniversary,10,31, Ocon,Renault,1:26.928,+1.322s,25
2020,70Th Anniversary,11,23, Albon,Red Bull Racing Honda,1:26.960,+1.354s,25
2020,70Th Anniversary,12,26, Kvyat,AlphaTauri Honda,1:27.002,+1.396s,33
2020,70Th Anniversary,13,10, Gasly,AlphaTauri Honda,1:27.128,+1.522s,31
2020,70Th Anniversary,14,5, Vettel,Ferrari,1:27.198,+1.592s,30
2020,70Th Anniversary,15,8, Grosjean,Haas Ferrari,1:27.294,+1.688s,28
2020,70Th Anniversary,16,63, Russell,Williams Mercedes,1:27.320,+1.714s,31
2020,70Th Anniversary,17,7, Räikkönen,Alfa Romeo Racing Ferrari,1:27.535,+1.929s,30
2020,70Th Anniversary,18,20, Magnussen,Haas Ferrari,1:27.582,+1.976s,28
2020,70Th Anniversary,19,6, Latifi,Williams Mercedes,1:27.683,+2.077s,32
2020,70Th Anniversary,20,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:27.955,+2.349s,26
2020,Spain,1,44, Hamilton,Mercedes,1:16.883,,37
2020,Spain,2,77, Bottas,Mercedes,1:17.170,+0.287s,38
2020,Spain,3,33, Verstappen,Red Bull Racing Honda,1:17.704,+0.821s,33
2020,Spain,4,3, Ricciardo,Renault,1:17.868,+0.985s,34
2020,Spain,5,8, Grosjean,Haas Ferrari,1:18.133,+1.250s,29
2020,Spain,6,16, Leclerc,Ferrari,1:18.147,+1.264s,35
2020,Spain,7,55, Sainz,McLaren Renault,1:18.214,+1.331s,33
2020,Spain,8,11, Perez,Racing Point BWT Mercedes,1:18.293,+1.410s,39
2020,Spain,9,31, Ocon,Renault,1:18.303,+1.420s,40
2020,Spain,10,10, Gasly,AlphaTauri Honda,1:18.312,+1.429s,40
2020,Spain,11,18, Stroll,Racing Point BWT Mercedes,1:18.357,+1.474s,39
2020,Spain,12,5, Vettel,Ferrari,1:18.404,+1.521s,36
2020,Spain,13,23, Albon,Red Bull Racing Honda,1:18.491,+1.608s,35
2020,Spain,14,4, Norris,McLaren Renault,1:18.506,+1.623s,38
2020,Spain,15,26, Kvyat,AlphaTauri Honda,1:18.642,+1.759s,39
2020,Spain,16,20, Magnussen,Haas Ferrari,1:18.761,+1.878s,36
2020,Spain,17,7, Räikkönen,Alfa Romeo Racing Ferrari,1:18.900,+2.017s,42
2020,Spain,18,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:18.964,+2.081s,40
2020,Spain,19,6, Latifi,Williams Mercedes,1:19.155,+2.272s,32
2020,Spain,20,63, Russell,Williams Mercedes,1:19.391,+2.508s,38
2020,Belgium,1,33, Verstappen,Red Bull Racing Honda,1:43.744,,21
2020,Belgium,2,3, Ricciardo,Renault,1:43.792,+0.048s,12
2020,Belgium,3,44, Hamilton,Mercedes,1:43.840,+0.096s,23
2020,Belgium,4,23, Albon,Red Bull Racing Honda,1:44.134,+0.390s,21
2020,Belgium,5,11, Perez,Racing Point BWT Mercedes,1:44.137,+0.393s,23
2020,Belgium,6,77, Bottas,Mercedes,1:44.162,+0.418s,27
2020,Belgium,7,4, Norris,McLaren Renault,1:44.168,+0.424s,22
2020,Belgium,8,31, Ocon,Renault,1:44.208,+0.464s,23
2020,Belgium,9,55, Sainz,McLaren Renault,1:44.474,+0.730s,23
2020,Belgium,10,10, Gasly,AlphaTauri Honda,1:44.600,+0.856s,27
2020,Belgium,11,18, Stroll,Racing Point BWT Mercedes,1:44.678,+0.934s,23
2020,Belgium,12,26, Kvyat,AlphaTauri Honda,1:44.826,+1.082s,26
2020,Belgium,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:44.861,+1.117s,29
2020,Belgium,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:44.896,+1.152s,23
2020,Belgium,15,16, Leclerc,Ferrari,1:45.440,+1.696s,19
2020,Belgium,16,63, Russell,Williams Mercedes,1:45.463,+1.719s,25
2020,Belgium,17,5, Vettel,Ferrari,1:45.683,+1.939s,21
2020,Belgium,18,6, Latifi,Williams Mercedes,1:45.774,+2.030s,26
2020,Belgium,19,8, Grosjean,Haas Ferrari,1:45.834,+2.090s,12
2020,Belgium,20,20, Magnussen,Haas Ferrari,1:46.242,+2.498s,12
2020,Italy,1,44, Hamilton,Mercedes,1:20.192,,32
2020,Italy,2,77, Bottas,Mercedes,1:20.454,+0.262s,29
2020,Italy,3,4, Norris,McLaren Renault,1:21.089,+0.897s,19
2020,Italy,4,10, Gasly,AlphaTauri Honda,1:21.121,+0.929s,25
2020,Italy,5,33, Verstappen,Red Bull Racing Honda,1:21.228,+1.036s,30
2020,Italy,6,55, Sainz,McLaren Renault,1:21.313,+1.121s,30
2020,Italy,7,26, Kvyat,AlphaTauri Honda,1:21.376,+1.184s,35
2020,Italy,8,18, Stroll,Racing Point BWT Mercedes,1:21.389,+1.197s,32
2020,Italy,9,16, Leclerc,Ferrari,1:21.503,+1.311s,32
2020,Italy,10,11, Perez,Racing Point BWT Mercedes,1:21.594,+1.402s,31
2020,Italy,11,31, Ocon,Renault,1:21.697,+1.505s,32
2020,Italy,12,5, Vettel,Ferrari,1:21.733,+1.541s,28
2020,Italy,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:21.786,+1.594s,32
2020,Italy,14,23, Albon,Red Bull Racing Honda,1:21.883,+1.691s,36
2020,Italy,15,3, Ricciardo,Renault,1:22.080,+1.888s,29
2020,Italy,16,20, Magnussen,Haas Ferrari,1:22.088,+1.896s,32
2020,Italy,17,7, Räikkönen,Alfa Romeo Racing Ferrari,1:22.147,+1.955s,34
2020,Italy,18,8, Grosjean,Haas Ferrari,1:22.254,+2.062s,34
2020,Italy,19,6, Latifi,Williams Mercedes,1:22.825,+2.633s,32
2020,Italy,20,63, Russell,Williams Mercedes,1:22.927,+2.735s,34
2020,Tuscany,1,77, Bottas,Mercedes,1:16.989,,28
2020,Tuscany,2,44, Hamilton,Mercedes,1:17.196,+0.207s,29
2020,Tuscany,3,33, Verstappen,Red Bull Racing Honda,1:17.235,+0.246s,25
2020,Tuscany,4,23, Albon,Red Bull Racing Honda,1:17.971,+0.982s,28
2020,Tuscany,5,3, Ricciardo,Renault,1:18.039,+1.050s,32
2020,Tuscany,6,31, Ocon,Renault,1:18.115,+1.126s,29
2020,Tuscany,7,11, Perez,Racing Point BWT Mercedes,1:18.198,+1.209s,34
2020,Tuscany,8,10, Gasly,AlphaTauri Honda,1:18.244,+1.255s,30
2020,Tuscany,9,7, Räikkönen,Alfa Romeo Racing Ferrari,1:18.385,+1.396s,38
2020,Tuscany,10,16, Leclerc,Ferrari,1:18.400,+1.411s,27
2020,Tuscany,11,18, Stroll,Racing Point BWT Mercedes,1:18.462,+1.473s,37
2020,Tuscany,12,5, Vettel,Ferrari,1:18.498,+1.509s,39
2020,Tuscany,13,55, Sainz,McLaren Renault,1:18.651,+1.662s,32
2020,Tuscany,14,4, Norris,McLaren Renault,1:18.658,+1.669s,9
2020,Tuscany,15,26, Kvyat,AlphaTauri Honda,1:18.736,+1.747s,33
2020,Tuscany,16,63, Russell,Williams Mercedes,1:18.843,+1.854s,33
2020,Tuscany,17,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:18.944,+1.955s,35
2020,Tuscany,18,6, Latifi,Williams Mercedes,1:18.983,+1.994s,31
2020,Tuscany,19,20, Magnussen,Haas Ferrari,1:19.113,+2.124s,32
2020,Tuscany,20,8, Grosjean,Haas Ferrari,1:19.257,+2.268s,5
2020,Russia,1,77, Bottas,Mercedes,1:33.519,,37
2020,Russia,2,44, Hamilton,Mercedes,1:33.786,+0.267s,33
2020,Russia,3,3, Ricciardo,Renault,1:34.577,+1.058s,27
2020,Russia,4,55, Sainz,McLaren Renault,1:34.723,+1.204s,36
2020,Russia,5,4, Norris,McLaren Renault,1:34.847,+1.328s,33
2020,Russia,6,11, Perez,Racing Point BWT Mercedes,1:34.890,+1.371s,35
2020,Russia,7,33, Verstappen,Red Bull Racing Honda,1:35.048,+1.529s,30
2020,Russia,8,16, Leclerc,Ferrari,1:35.052,+1.533s,35
2020,Russia,9,31, Ocon,Renault,1:35.139,+1.620s,28
2020,Russia,10,5, Vettel,Ferrari,1:35.183,+1.664s,35
2020,Russia,11,10, Gasly,AlphaTauri Honda,1:35.210,+1.691s,35
2020,Russia,12,23, Albon,Red Bull Racing Honda,1:35.242,+1.723s,31
2020,Russia,13,26, Kvyat,AlphaTauri Honda,1:35.461,+1.942s,37
2020,Russia,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:35.516,+1.997s,33
2020,Russia,15,6, Latifi,Williams Mercedes,1:35.563,+2.044s,31
2020,Russia,16,63, Russell,Williams Mercedes,1:35.575,+2.056s,30
2020,Russia,17,18, Stroll,Racing Point BWT Mercedes,1:35.627,+2.108s,34
2020,Russia,18,20, Magnussen,Haas Ferrari,1:35.729,+2.210s,32
2020,Russia,19,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:36.053,+2.534s,36
2020,Russia,20,8, Grosjean,Haas Ferrari,1:36.858,+3.339s,32
2020,Portugal,1,77, Bottas,Mercedes,1:17.940,,32
2020,Portugal,2,33, Verstappen,Red Bull Racing Honda,1:18.535,+0.595s,34
2020,Portugal,3,4, Norris,McLaren Renault,1:18.743,+0.803s,35
2020,Portugal,4,16, Leclerc,Ferrari,1:18.838,+0.898s,34
2020,Portugal,5,55, Sainz,McLaren Renault,1:19.113,+1.173s,32
2020,Portugal,6,5, Vettel,Ferrari,1:19.175,+1.235s,34
2020,Portugal,7,10, Gasly,AlphaTauri Honda,1:19.178,+1.238s,26
2020,Portugal,8,44, Hamilton,Mercedes,1:19.308,+1.368s,27
2020,Portugal,9,31, Ocon,Renault,1:19.496,+1.556s,32
2020,Portugal,10,23, Albon,Red Bull Racing Honda,1:19.643,+1.703s,37
2020,Portugal,11,63, Russell,Williams Mercedes,1:19.821,+1.881s,33
2020,Portugal,12,11, Perez,Racing Point BWT Mercedes,1:19.901,+1.961s,34
2020,Portugal,13,3, Ricciardo,Renault,1:19.987,+2.047s,28
2020,Portugal,14,6, Latifi,Williams Mercedes,1:20.465,+2.525s,33
2020,Portugal,15,7, Räikkönen,Alfa Romeo Racing Ferrari,1:20.490,+2.550s,34
2020,Portugal,16,20, Magnussen,Haas Ferrari,1:20.680,+2.740s,29
2020,Portugal,17,26, Kvyat,AlphaTauri Honda,1:20.729,+2.789s,33
2020,Portugal,18,8, Grosjean,Haas Ferrari,1:20.867,+2.927s,32
2020,Portugal,19,18, Stroll,Racing Point BWT Mercedes,1:20.983,+3.043s,26
2020,Portugal,20,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:21.396,+3.456s,34
2020,Turkey,1,33, Verstappen,Red Bull Racing Honda,1:28.330,,37
2020,Turkey,2,16, Leclerc,Ferrari,1:28.731,+0.401s,45
2020,Turkey,3,77, Bottas,Mercedes,1:28.905,+0.575s,43
2020,Turkey,4,44, Hamilton,Mercedes,1:29.180,+0.850s,39
2020,Turkey,5,23, Albon,Red Bull Racing Honda,1:29.363,+1.033s,42
2020,Turkey,6,26, Kvyat,AlphaTauri Honda,1:29.689,+1.359s,43
2020,Turkey,7,10, Gasly,AlphaTauri Honda,1:29.944,+1.614s,43
2020,Turkey,8,5, Vettel,Ferrari,1:30.022,+1.692s,41
2020,Turkey,9,18, Stroll,Racing Point BWT Mercedes,1:30.297,+1.967s,38
2020,Turkey,10,4, Norris,McLaren Renault,1:30.735,+2.405s,39
2020,Turkey,11,11, Perez,Racing Point BWT Mercedes,1:31.104,+2.774s,38
2020,Turkey,12,31, Ocon,Renault,1:31.380,+3.050s,36
2020,Turkey,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:31.493,+3.163s,39
2020,Turkey,14,55, Sainz,McLaren Renault,1:31.498,+3.168s,40
2020,Turkey,15,3, Ricciardo,Renault,1:31.660,+3.330s,35
2020,Turkey,16,7, Räikkönen,Alfa Romeo Racing Ferrari,1:31.932,+3.602s,43
2020,Turkey,17,63, Russell,Williams Mercedes,1:32.302,+3.972s,39
2020,Turkey,18,8, Grosjean,Haas Ferrari,1:32.570,+4.240s,33
2020,Turkey,19,20, Magnussen,Haas Ferrari,1:32.807,+4.477s,37
2020,Turkey,20,6, Latifi,Williams Mercedes,1:33.488,+5.158s,40
2020,Bahrain,1,44, Hamilton,Mercedes,1:28.971,,28
2020,Bahrain,2,33, Verstappen,Red Bull Racing Honda,1:29.318,+0.347s,34
2020,Bahrain,3,77, Bottas,Mercedes,1:29.336,+0.365s,30
2020,Bahrain,4,11, Perez,Racing Point BWT Mercedes,1:29.403,+0.432s,32
2020,Bahrain,5,3, Ricciardo,Renault,1:29.462,+0.491s,27
2020,Bahrain,6,10, Gasly,AlphaTauri Honda,1:29.551,+0.580s,36
2020,Bahrain,7,4, Norris,McLaren Renault,1:29.841,+0.870s,30
2020,Bahrain,8,18, Stroll,Racing Point BWT Mercedes,1:29.871,+0.900s,32
2020,Bahrain,9,26, Kvyat,AlphaTauri Honda,1:29.900,+0.929s,34
2020,Bahrain,10,23, Albon,Red Bull Racing Honda,1:30.014,+1.043s,17
2020,Bahrain,11,31, Ocon,Renault,1:30.085,+1.114s,30
2020,Bahrain,12,5, Vettel,Ferrari,1:30.110,+1.139s,35
2020,Bahrain,13,55, Sainz,McLaren Renault,1:30.271,+1.300s,33
2020,Bahrain,14,16, Leclerc,Ferrari,1:30.407,+1.436s,30
2020,Bahrain,15,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:30.627,+1.656s,33
2020,Bahrain,16,20, Magnussen,Haas Ferrari,1:30.849,+1.878s,27
2020,Bahrain,17,7, Räikkönen,Alfa Romeo Racing Ferrari,1:30.928,+1.957s,34
2020,Bahrain,18,6, Latifi,Williams Mercedes,1:30.973,+2.002s,32
2020,Bahrain,19,8, Grosjean,Haas Ferrari,1:31.119,+2.148s,28
2020,Bahrain,20,63, Russell,Williams Mercedes,1:31.636,+2.665s,29
2020,Sakhir,1,63, Russell,Mercedes,54.713,,48
2020,Sakhir,2,33, Verstappen,Red Bull Racing Honda,54.841,+0.128s,43
2020,Sakhir,3,11, Perez,Racing Point BWT Mercedes,54.866,+0.153s,52
2020,Sakhir,4,31, Ocon,Renault,54.940,+0.227s,50
2020,Sakhir,5,23, Albon,Red Bull Racing Honda,55.036,+0.323s,42
2020,Sakhir,6,26, Kvyat,AlphaTauri Honda,55.068,+0.355s,58
2020,Sakhir,7,18, Stroll,Racing Point BWT Mercedes,55.104,+0.391s,44
2020,Sakhir,8,3, Ricciardo,Renault,55.124,+0.411s,47
2020,Sakhir,9,10, Gasly,AlphaTauri Honda,55.133,+0.420s,48
2020,Sakhir,10,55, Sainz,McLaren Renault,55.258,+0.545s,39
2020,Sakhir,11,77, Bottas,Mercedes,55.321,+0.608s,52
2020,Sakhir,12,7, Räikkönen,Alfa Romeo Racing Ferrari,55.484,+0.771s,54
2020,Sakhir,13,99, Giovinazzi,Alfa Romeo Racing Ferrari,55.533,+0.820s,57
2020,Sakhir,14,20, Magnussen,Haas Ferrari,55.738,+1.025s,49
2020,Sakhir,15,6, Latifi,Williams Mercedes,55.784,+1.071s,52
2020,Sakhir,16,5, Vettel,Ferrari,55.830,+1.117s,43
2020,Sakhir,17,4, Norris,McLaren Renault,56.031,+1.318s,14
2020,Sakhir,18,51, Fittipaldi,Haas Ferrari,56.110,+1.397s,56
2020,Sakhir,19,89, Aitken,Williams Mercedes,56.260,+1.547s,58
2020,Sakhir,20,16, Leclerc,Ferrari,,,2
2020,Abu Dhabi,1,77, Bottas,Mercedes,1:36.276,,28
2020,Abu Dhabi,2,44, Hamilton,Mercedes,1:36.479,+0.203s,30
2020,Abu Dhabi,3,33, Verstappen,Red Bull Racing Honda,1:37.046,+0.770s,30
2020,Abu Dhabi,4,23, Albon,Red Bull Racing Honda,1:37.263,+0.987s,33
2020,Abu Dhabi,5,4, Norris,McLaren Renault,1:37.438,+1.162s,29
2020,Abu Dhabi,6,31, Ocon,Renault,1:37.505,+1.229s,30
2020,Abu Dhabi,7,11, Perez,Racing Point BWT Mercedes,1:37.506,+1.230s,35
2020,Abu Dhabi,8,16, Leclerc,Ferrari,1:37.508,+1.232s,31
2020,Abu Dhabi,9,3, Ricciardo,Renault,1:37.508,+1.232s,29
2020,Abu Dhabi,10,18, Stroll,Racing Point BWT Mercedes,1:37.560,+1.284s,29
2020,Abu Dhabi,11,26, Kvyat,AlphaTauri Honda,1:37.596,+1.320s,32
2020,Abu Dhabi,12,55, Sainz,McLaren Renault,1:37.616,+1.340s,31
2020,Abu Dhabi,13,10, Gasly,AlphaTauri Honda,1:37.900,+1.624s,32
2020,Abu Dhabi,14,7, Räikkönen,Alfa Romeo Racing Ferrari,1:38.068,+1.792s,28
2020,Abu Dhabi,15,5, Vettel,Ferrari,1:38.198,+1.922s,32
2020,Abu Dhabi,16,20, Magnussen,Haas Ferrari,1:38.504,+2.228s,35
2020,Abu Dhabi,17,99, Giovinazzi,Alfa Romeo Racing Ferrari,1:38.564,+2.288s,31
2020,Abu Dhabi,18,63, Russell,Williams Mercedes,1:38.817,+2.541s,24
2020,Abu Dhabi,19,51, Fittipaldi,Haas Ferrari,1:39.027,+2.751s,25
2020,Abu Dhabi,20,6, Latifi,Williams Mercedes,1:39.132,+2.856s,31
2019,Australia,1,44, Hamilton,Mercedes,1:22.600,,33
2019,Australia,2,77, Bottas,Mercedes,1:22.648,+0.048s,33
2019,Australia,3,33, Verstappen,Red Bull Racing Honda,1:23.400,+0.800s,33
2019,Australia,4,10, Gasly,Red Bull Racing Honda,1:23.442,+0.842s,31
