year,race,position,number,driver,car,laps,time,points
2005,Spain,NC,15, Liuzzi,RBR Cosworth,9,DNF,0
2005,Monaco,1,9, Räikkönen,McLaren Mercedes,78,1:45:15.556,10
2005,Monaco,2,8, Heidfeld,Williams BMW,78,+13.877s,8
2005,Monaco,3,7, Webber,Williams BMW,78,+18.484s,6
2005,Monaco,4,5, Alonso,Renault,78,+36.487s,5
2005,Monaco,5,10, Montoya,McLaren Mercedes,78,+36.647s,4
2005,Monaco,6,17, Schumacher,Toyota,78,+37.177s,3
2005,Monaco,7,1, Schumacher,Ferrari,78,+37.223s,2
2005,Monaco,8,2, Barrichello,Ferrari,78,+37.570s,1
2005,Monaco,9,12, Massa,Sauber Petronas,77,+1 lap,0
2005,Monaco,10,16, Trulli,Toyota,77,+1 lap,0
2005,Monaco,11,11, Villeneuve,Sauber Petronas,77,+1 lap,0
2005,Monaco,12,6, Fisichella,Renault,77,+1 lap,0
2005,Monaco,13,18, Monteiro,Jordan Toyota,75,+3 laps,0
2005,Monaco,14,21, Albers,Minardi Cosworth,73,+5 laps,0
2005,Monaco,NC,15, Liuzzi,RBR Cosworth,59,DNF,0
2005,Monaco,NC,20, Friesacher,Minardi Cosworth,29,DNF,0
2005,Monaco,NC,14, Coulthard,RBR Cosworth,23,DNF,0
2005,Monaco,NC,19, Karthikeyan,Jordan Toyota,18,DNF,0
2005,Europe,1,5, Alonso,Renault,59,1:31:46.648,10
2005,Europe,2,8, Heidfeld,Williams BMW,59,+16.567s,8
2005,Europe,3,2, Barrichello,Ferrari,59,+18.549s,6
2005,Europe,4,14, Coulthard,RBR Cosworth,59,+31.588s,5
2005,Europe,5,1, Schumacher,Ferrari,59,+50.445s,4
2005,Europe,6,6, Fisichella,Renault,59,+51.932s,3
2005,Europe,7,10, Montoya,McLaren Mercedes,59,+58.173s,2
2005,Europe,8,16, Trulli,Toyota,59,+71.091s,1
2005,Europe,9,15, Liuzzi,RBR Cosworth,59,+71.529s,0
2005,Europe,10,3, Button,BAR Honda,59,+95.786s,0
2005,Europe,11,9, Räikkönen,McLaren Mercedes,58,+1 lap,0
2005,Europe,12,4, Sato,BAR Honda,58,+1 lap,0
2005,Europe,13,11, Villeneuve,Sauber Petronas,58,+1 lap,0
2005,Europe,14,12, Massa,Sauber Petronas,58,+1 lap,0
2005,Europe,15,18, Monteiro,Jordan Toyota,58,+1 lap,0
2005,Europe,16,19, Karthikeyan,Jordan Toyota,58,+1 lap,0
2005,Europe,17,21, Albers,Minardi Cosworth,57,+2 laps,0
2005,Europe,18,20, Friesacher,Minardi Cosworth,56,+3 laps,0
2005,Europe,NC,17, Schumacher,Toyota,33,DNF,0
2005,Europe,NC,7, Webber,Williams BMW,0,DNF,0
2005,Canada,1,9, Räikkönen,McLaren Mercedes,70,1:32:09.290,10
2005,Canada,2,1, Schumacher,Ferrari,70,+1.137s,8
2005,Canada,3,2, Barrichello,Ferrari,70,+40.483s,6
2005,Canada,4,12, Massa,Sauber Petronas,70,+55.139s,5
2005,Canada,5,7, Webber,Williams BMW,70,+55.779s,4
2005,Canada,6,17, Schumacher,Toyota,69,+1 lap,3
2005,Canada,7,14, Coulthard,RBR Cosworth,69,+1 lap,2
2005,Canada,8,15, Klien,RBR Cosworth,69,+1 lap,1
2005,Canada,9,11, Villeneuve,Sauber Petronas,69,+1 lap,0
2005,Canada,10,18, Monteiro,Jordan Toyota,67,+3 laps,0
2005,Canada,11,21, Albers,Minardi Cosworth,67,+3 laps,0
2005,Canada,NC,16, Trulli,Toyota,62,DNF,0
2005,Canada,NC,3, Button,BAR Honda,46,DNF,0
2005,Canada,NC,8, Heidfeld,Williams BMW,43,DNF,0
2005,Canada,NC,4, Sato,BAR Honda,40,DNF,0
2005,Canada,NC,20, Friesacher,Minardi Cosworth,39,DNF,0
2005,Canada,NC,5, Alonso,Renault,38,DNF,0
2005,Canada,NC,6, Fisichella,Renault,32,DNF,0
2005,Canada,NC,19, Karthikeyan,Jordan Toyota,24,DNF,0
2005,United States,1,1, Schumacher,Ferrari,73,1:29:43.181,10
2005,United States,2,2, Barrichello,Ferrari,73,+1.522s,8
2005,United States,3,18, Monteiro,Jordan Toyota,72,+1 lap,6
2005,United States,4,19, Karthikeyan,Jordan Toyota,72,+1 lap,5
2005,United States,5,21, Albers,Minardi Cosworth,71,+2 laps,4
2005,United States,6,20, Friesacher,Minardi Cosworth,71,+2 laps,3
2005,United States,NC,16, Trulli,Toyota,0,DNF,0
2005,United States,NC,9, Räikkönen,McLaren Mercedes,0,DNF,0
2005,United States,NC,3, Button,BAR Honda,0,DNF,0
2005,United States,NC,6, Fisichella,Renault,0,DNF,0
2005,United States,NC,5, Alonso,Renault,0,DNF,0
2005,United States,NC,4, Sato,BAR Honda,0,DNF,0
2005,United States,NC,7, Webber,Williams BMW,0,DNF,0
2005,United States,NC,12, Massa,Sauber Petronas,0,DNF,0
2005,United States,NC,10, Montoya,McLaren Mercedes,0,DNF,0
2005,United States,NC,11, Villeneuve,Sauber Petronas,0,DNF,0
2005,United States,NC,17, Zonta,Toyota,0,DNF,0
2005,United States,NC,15, Klien,RBR Cosworth,0,DNF,0
2005,United States,NC,8, Heidfeld,Williams BMW,0,DNF,0
2005,United States,NC,14, Coulthard,RBR Cosworth,0,DNF,0
2005,France,1,5, Alonso,Renault,70,1:31:22.233,10
2005,France,2,9, Räikkönen,McLaren Mercedes,70,+11.805s,8
2005,France,3,1, Schumacher,Ferrari,70,+81.914s,6
2005,France,4,3, Button,BAR Honda,69,+1 lap,5
2005,France,5,16, Trulli,Toyota,69,+1 lap,4
2005,France,6,6, Fisichella,Renault,69,+1 lap,3
2005,France,7,17, Schumacher,Toyota,69,+1 lap,2
2005,France,8,11, Villeneuve,Sauber Petronas,69,+1 lap,1
2005,France,9,2, Barrichello,Ferrari,69,+1 lap,0
2005,France,10,14, Coulthard,RBR Cosworth,69,+1 lap,0
2005,France,11,4, Sato,BAR Honda,69,+1 lap,0
2005,France,12,7, Webber,Williams BMW,68,+2 laps,0
2005,France,13,18, Monteiro,Jordan Toyota,67,+3 laps,0
2005,France,14,8, Heidfeld,Williams BMW,66,+4 laps,0
2005,France,15,19, Karthikeyan,Jordan Toyota,66,+4 laps,0
2005,France,NC,10, Montoya,McLaren Mercedes,46,DNF,0
2005,France,NC,21, Albers,Minardi Cosworth,37,DNF,0
2005,France,NC,20, Friesacher,Minardi Cosworth,33,DNF,0
2005,France,NC,12, Massa,Sauber Petronas,30,DNF,0
2005,France,NC,15, Klien,RBR Cosworth,1,DNF,0
2005,Great Britain,1,10, Montoya,McLaren Mercedes,60,1:24:29.588,10
2005,Great Britain,2,5, Alonso,Renault,60,+2.739s,8
2005,Great Britain,3,9, Räikkönen,McLaren Mercedes,60,+14.436s,6
2005,Great Britain,4,6, Fisichella,Renault,60,+17.914s,5
2005,Great Britain,5,3, Button,BAR Honda,60,+40.264s,4
2005,Great Britain,6,1, Schumacher,Ferrari,60,+75.322s,3
2005,Great Britain,7,2, Barrichello,Ferrari,60,+76.567s,2
2005,Great Britain,8,17, Schumacher,Toyota,60,+79.212s,1
2005,Great Britain,9,16, Trulli,Toyota,60,+80.851s,0
2005,Great Britain,10,12, Massa,Sauber Petronas,59,+1 lap,0
2005,Great Britain,11,7, Webber,Williams BMW,59,+1 lap,0
2005,Great Britain,12,8, Heidfeld,Williams BMW,59,+1 lap,0
2005,Great Britain,13,14, Coulthard,RBR Cosworth,59,+1 lap,0
2005,Great Britain,14,11, Villeneuve,Sauber Petronas,59,+1 lap,0
2005,Great Britain,15,15, Klien,RBR Cosworth,59,+1 lap,0
2005,Great Britain,16,4, Sato,BAR Honda,58,+2 laps,0
2005,Great Britain,17,18, Monteiro,Jordan Toyota,58,+2 laps,0
2005,Great Britain,18,21, Albers,Minardi Cosworth,57,+3 laps,0
2005,Great Britain,19,20, Friesacher,Minardi Cosworth,56,+4 laps,0
2005,Great Britain,NC,19, Karthikeyan,Jordan Toyota,10,DNF,0
2005,Germany,1,5, Alonso,Renault,67,1:26:28.599,10
2005,Germany,2,10, Montoya,McLaren Mercedes,67,+22.569s,8
2005,Germany,3,3, Button,BAR Honda,67,+24.422s,6
2005,Germany,4,6, Fisichella,Renault,67,+50.587s,5
2005,Germany,5,1, Schumacher,Ferrari,67,+51.690s,4
2005,Germany,6,17, Schumacher,Toyota,67,+52.242s,3
2005,Germany,7,14, Coulthard,RBR Cosworth,67,+52.700s,2
2005,Germany,8,12, Massa,Sauber Petronas,67,+56.570s,1
2005,Germany,9,15, Klien,RBR Cosworth,67,+69.818s,0
2005,Germany,10,2, Barrichello,Ferrari,66,+1 lap,0
2005,Germany,11,8, Heidfeld,Williams BMW,66,+1 lap,0
2005,Germany,12,4, Sato,BAR Honda,66,+1 lap,0
2005,Germany,13,21, Albers,Minardi Cosworth,65,+2 laps,0
2005,Germany,14,16, Trulli,Toyota,64,DNF,0
2005,Germany,15,11, Villeneuve,Sauber Petronas,64,+3 laps,0
2005,Germany,16,19, Karthikeyan,Jordan Toyota,64,+3 laps,0
2005,Germany,17,18, Monteiro,Jordan Toyota,64,+3 laps,0
2005,Germany,18,20, Doornbos,Minardi Cosworth,63,+4 laps,0
2005,Germany,NC,7, Webber,Williams BMW,55,+12 laps,0
2005,Germany,NC,9, Räikkönen,McLaren Mercedes,35,DNF,0
2005,Hungary,1,9, Räikkönen,McLaren Mercedes,70,1:37:25.552,10
2005,Hungary,2,1, Schumacher,Ferrari,70,+35.581s,8
2005,Hungary,3,17, Schumacher,Toyota,70,+36.129s,6
2005,Hungary,4,16, Trulli,Toyota,70,+54.221s,5
2005,Hungary,5,3, Button,BAR Honda,70,+58.832s,4
2005,Hungary,6,8, Heidfeld,Williams BMW,70,+68.375s,3
2005,Hungary,7,7, Webber,Williams BMW,69,+1 lap,2
2005,Hungary,8,4, Sato,BAR Honda,69,+1 lap,1
2005,Hungary,9,6, Fisichella,Renault,69,+1 lap,0
2005,Hungary,10,2, Barrichello,Ferrari,69,+1 lap,0
2005,Hungary,11,5, Alonso,Renault,69,+1 lap,0
2005,Hungary,12,19, Karthikeyan,Jordan Toyota,67,+3 laps,0
2005,Hungary,13,18, Monteiro,Jordan Toyota,66,+4 laps,0
2005,Hungary,14,12, Massa,Sauber Petronas,63,+7 laps,0
2005,Hungary,NC,21, Albers,Minardi Cosworth,59,+11 laps,0
2005,Hungary,NC,11, Villeneuve,Sauber Petronas,56,DNF,0
2005,Hungary,NC,10, Montoya,McLaren Mercedes,41,DNF,0
2005,Hungary,NC,20, Doornbos,Minardi Cosworth,26,DNF,0
2005,Hungary,NC,15, Klien,RBR Cosworth,0,DNF,0
2005,Hungary,NC,14, Coulthard,RBR Cosworth,0,DNF,0
2005,Turkey,1,9, Räikkönen,McLaren Mercedes,58,1:24:34.454,10
2005,Turkey,2,5, Alonso,Renault,58,+18.609s,8
2005,Turkey,3,10, Montoya,McLaren Mercedes,58,+19.635s,6
2005,Turkey,4,6, Fisichella,Renault,58,+37.973s,5
2005,Turkey,5,3, Button,BAR Honda,58,+39.304s,4
2005,Turkey,6,16, Trulli,Toyota,58,+55.420s,3
2005,Turkey,7,14, Coulthard,RBR Cosworth,58,+69.296s,2
2005,Turkey,8,15, Klien,RBR Cosworth,58,+71.622s,1
2005,Turkey,9,4, Sato,BAR Honda,58,+109.987s,0
2005,Turkey,10,2, Barrichello,Ferrari,57,+1 lap,0
2005,Turkey,11,11, Villeneuve,Sauber Petronas,57,+1 lap,0
2005,Turkey,12,17, Schumacher,Toyota,57,+1 lap,0
2005,Turkey,13,20, Doornbos,Minardi Cosworth,55,+3 laps,0
2005,Turkey,14,19, Karthikeyan,Jordan Toyota,55,+3 laps,0
2005,Turkey,15,18, Monteiro,Jordan Toyota,55,+3 laps,0
2005,Turkey,NC,21, Albers,Minardi Cosworth,48,DNF,0
2005,Turkey,NC,1, Schumacher,Ferrari,32,DNF,0
2005,Turkey,NC,8, Heidfeld,Williams BMW,29,DNF,0
2005,Turkey,NC,12, Massa,Sauber Petronas,28,DNF,0
2005,Turkey,NC,7, Webber,Williams BMW,20,DNF,0
2005,Italy,1,10, Montoya,McLaren Mercedes,53,1:14:28.659,10
2005,Italy,2,5, Alonso,Renault,53,+2.479s,8
2005,Italy,3,6, Fisichella,Renault,53,+17.975s,6
2005,Italy,4,9, Räikkönen,McLaren Mercedes,53,+22.775s,5
2005,Italy,5,16, Trulli,Toyota,53,+33.786s,4
2005,Italy,6,17, Schumacher,Toyota,53,+43.925s,3
2005,Italy,7,8, Pizzonia,Williams BMW,53,+44.643s,2
2005,Italy,8,3, Button,BAR Honda,53,+63.635s,1
2005,Italy,9,12, Massa,Sauber Petronas,53,+75.413s,0
2005,Italy,10,1, Schumacher,Ferrari,53,+96.070s,0
2005,Italy,11,11, Villeneuve,Sauber Petronas,52,+1 lap,0
2005,Italy,12,2, Barrichello,Ferrari,52,+1 lap,0
2005,Italy,13,15, Klien,RBR Cosworth,52,+1 lap,0
2005,Italy,14,7, Webber,Williams BMW,52,+1 lap,0
2005,Italy,15,14, Coulthard,RBR Cosworth,52,+1 lap,0
2005,Italy,16,4, Sato,BAR Honda,52,+1 lap,0
2005,Italy,17,18, Monteiro,Jordan Toyota,51,+2 laps,0
2005,Italy,18,20, Doornbos,Minardi Cosworth,51,+2 laps,0
2005,Italy,19,21, Albers,Minardi Cosworth,51,+2 laps,0
2005,Italy,20,19, Karthikeyan,Jordan Toyota,50,+3 laps,0
2005,Belgium,1,9, Räikkönen,McLaren Mercedes,44,1:30:01.295,10
2005,Belgium,2,5, Alonso,Renault,44,+28.394s,8
2005,Belgium,3,3, Button,BAR Honda,44,+32.077s,6
2005,Belgium,4,7, Webber,Williams BMW,44,+69.167s,5
2005,Belgium,5,2, Barrichello,Ferrari,44,+78.136s,4
2005,Belgium,6,11, Villeneuve,Sauber Petronas,44,+87.435s,3
2005,Belgium,7,17, Schumacher,Toyota,44,+87.574s,2
2005,Belgium,8,18, Monteiro,Jordan Toyota,43,+1 lap,1
2005,Belgium,9,15, Klien,RBR Cosworth,43,+1 lap,0
2005,Belgium,10,12, Massa,Sauber Petronas,43,+1 lap,0
2005,Belgium,11,19, Karthikeyan,Jordan Toyota,43,+1 lap,0
2005,Belgium,12,21, Albers,Minardi Cosworth,42,+2 laps,0
2005,Belgium,13,20, Doornbos,Minardi Cosworth,41,+3 laps,0
2005,Belgium,14,10, Montoya,McLaren Mercedes,40,DNF,0
2005,Belgium,15,8, Pizzonia,Williams BMW,39,DNF,0
2005,Belgium,NC,16, Trulli,Toyota,34,DNF,0
2005,Belgium,NC,14, Coulthard,RBR Cosworth,18,DNF,0
2005,Belgium,NC,1, Schumacher,Ferrari,13,DNF,0
2005,Belgium,NC,4, Sato,BAR Honda,13,DNF,0
2005,Belgium,NC,6, Fisichella,Renault,10,DNF,0
2005,Brazil,1,10, Montoya,McLaren Mercedes,71,1:29:20.574,10
2005,Brazil,2,9, Räikkönen,McLaren Mercedes,71,+2.527s,8
2005,Brazil,3,5, Alonso,Renault,71,+24.840s,6
2005,Brazil,4,1, Schumacher,Ferrari,71,+35.668s,5
2005,Brazil,5,6, Fisichella,Renault,71,+40.218s,4
2005,Brazil,6,2, Barrichello,Ferrari,71,+69.173s,3
2005,Brazil,7,3, Button,BAR Honda,70,+1 lap,2
2005,Brazil,8,17, Schumacher,Toyota,70,+1 lap,1
2005,Brazil,9,15, Klien,RBR Cosworth,70,+1 lap,0
2005,Brazil,10,4, Sato,BAR Honda,70,+1 lap,0
2005,Brazil,11,12, Massa,Sauber Petronas,70,+1 lap,0
2005,Brazil,12,11, Villeneuve,Sauber Petronas,70,+1 lap,0
2005,Brazil,13,16, Trulli,Toyota,69,DNF,0
2005,Brazil,14,21, Albers,Minardi Cosworth,69,+2 laps,0
2005,Brazil,15,19, Karthikeyan,Jordan Toyota,68,+3 laps,0
2005,Brazil,NC,18, Monteiro,Jordan Toyota,55,DNF,0
2005,Brazil,NC,7, Webber,Williams BMW,45,+26 laps,0
2005,Brazil,NC,20, Doornbos,Minardi Cosworth,34,DNF,0
2005,Brazil,NC,8, Pizzonia,Williams BMW,0,DNF,0
2005,Brazil,NC,14, Coulthard,RBR Cosworth,0,DNF,0
2005,Japan,1,9, Räikkönen,McLaren Mercedes,53,1:29:02.212,10
2005,Japan,2,6, Fisichella,Renault,53,+1.633s,8
2005,Japan,3,5, Alonso,Renault,53,+17.456s,6
2005,Japan,4,7, Webber,Williams BMW,53,+22.274s,5
2005,Japan,5,3, Button,BAR Honda,53,+29.507s,4
2005,Japan,6,14, Coulthard,RBR Cosworth,53,+31.601s,3
2005,Japan,7,1, Schumacher,Ferrari,53,+33.879s,2
2005,Japan,8,17, Schumacher,Toyota,53,+49.548s,1
2005,Japan,9,15, Klien,RBR Cosworth,53,+51.925s,0
2005,Japan,10,12, Massa,Sauber Petronas,53,+57.509s,0
2005,Japan,11,2, Barrichello,Ferrari,53,+60.633s,0
2005,Japan,12,11, Villeneuve,Sauber Petronas,53,+83.221s,0
2005,Japan,13,18, Monteiro,Jordan Toyota,52,+1 lap,0
2005,Japan,14,20, Doornbos,Minardi Cosworth,51,+2 laps,0
2005,Japan,15,19, Karthikeyan,Jordan Toyota,51,+2 laps,0
2005,Japan,16,21, Albers,Minardi Cosworth,49,+4 laps,0
2005,Japan,NC,8, Pizzonia,Williams BMW,9,+1 lap,0
2005,Japan,NC,16, Trulli,Toyota,9,DNF,0
2005,Japan,NC,10, Montoya,McLaren Mercedes,0,DNF,0
2005,China,1,5, Alonso,Renault,56,1:39:53.618,10
2005,China,2,9, Räikkönen,McLaren Mercedes,56,+4.015s,8
2005,China,3,17, Schumacher,Toyota,56,+25.376s,6
2005,China,4,6, Fisichella,Renault,56,+26.114s,5
2005,China,5,15, Klien,RBR Cosworth,56,+31.839s,4
2005,China,6,12, Massa,Sauber Petronas,56,+36.400s,3
2005,China,7,7, Webber,Williams BMW,56,+36.842s,2
2005,China,8,3, Button,BAR Honda,56,+41.249s,1
2005,China,9,14, Coulthard,RBR Cosworth,56,+44.247s,0
2005,China,10,11, Villeneuve,Sauber Petronas,56,+59.977s,0
2005,China,11,18, Monteiro,Jordan Toyota,56,+84.648s,0
2005,China,12,2, Barrichello,Ferrari,56,+92.812s,0
2005,China,13,8, Pizzonia,Williams BMW,55,DNF,0
2005,China,14,20, Doornbos,Minardi Cosworth,55,+1 lap,0
2005,China,15,16, Trulli,Toyota,55,+1 lap,0
2005,China,16,21, Albers,Minardi Cosworth,51,+5 laps,0
2005,China,NC,4, Sato,BAR Honda,34,DNF,0
2005,China,NC,19, Karthikeyan,Jordan Toyota,28,DNF,0
2005,China,NC,10, Montoya,McLaren Mercedes,24,DNF,0
2005,China,NC,1, Schumacher,Ferrari,22,DNF,0
2004,Australia,1,1, Schumacher,Ferrari,58,1:24:15.757,10
2004,Australia,2,2, Barrichello,Ferrari,58,+13.605s,8
2004,Australia,3,8, Alonso,Renault,58,+34.673s,6
2004,Australia,4,4, Schumacher,Williams BMW,58,+60.423s,5
2004,Australia,5,3, Montoya,Williams BMW,58,+68.536s,4
2004,Australia,6,9, Button,BAR Honda,58,+70.598s,3
2004,Australia,7,7, Trulli,Renault,57,+1 lap,2
2004,Australia,8,5, Coulthard,McLaren Mercedes,57,+1 lap,1
2004,Australia,9,10, Sato,BAR Honda,57,+1 lap,0
2004,Australia,10,11, Fisichella,Sauber Petronas,57,+1 lap,0
2004,Australia,11,15, Klien,Jaguar Cosworth,56,+2 laps,0
2004,Australia,12,16, da Matta,Toyota,56,+2 laps,0
2004,Australia,13,17, Panis,Toyota,56,+2 laps,0
2004,Australia,14,19, Pantano,Jordan Ford,55,+3 laps,0
2004,Australia,NC,12, Massa,Sauber Petronas,44,DNF,0
2004,Australia,NC,18, Heidfeld,Jordan Ford,43,DNF,0
2004,Australia,NC,20, Bruni,Minardi Cosworth,43,+15 laps,0
2004,Australia,NC,14, Webber,Jaguar Cosworth,29,DNF,0
2004,Australia,NC,21, Baumgartner,Minardi Cosworth,13,DNF,0
2004,Australia,NC,6, Räikkönen,McLaren Mercedes,9,DNF,0
2004,Malaysia,1,1, Schumacher,Ferrari,56,1:31:07.490,10
2004,Malaysia,2,3, Montoya,Williams BMW,56,+5.022s,8
2004,Malaysia,3,9, Button,BAR Honda,56,+11.568s,6
2004,Malaysia,4,2, Barrichello,Ferrari,56,+13.616s,5
2004,Malaysia,5,7, Trulli,Renault,56,+37.360s,4
2004,Malaysia,6,5, Coulthard,McLaren Mercedes,56,+53.098s,3
2004,Malaysia,7,8, Alonso,Renault,56,+67.877s,2
2004,Malaysia,8,12, Massa,Sauber Petronas,55,+1 lap,1
2004,Malaysia,9,16, da Matta,Toyota,55,+1 lap,0
2004,Malaysia,10,15, Klien,Jaguar Cosworth,55,+1 lap,0
2004,Malaysia,11,11, Fisichella,Sauber Petronas,55,+1 lap,0
2004,Malaysia,12,17, Panis,Toyota,55,+1 lap,0
2004,Malaysia,13,19, Pantano,Jordan Ford,54,+2 laps,0
2004,Malaysia,14,20, Bruni,Minardi Cosworth,53,+3 laps,0
2004,Malaysia,15,10, Sato,BAR Honda,52,DNF,0
2004,Malaysia,16,21, Baumgartner,Minardi Cosworth,52,+4 laps,0
2004,Malaysia,NC,6, Räikkönen,McLaren Mercedes,40,DNF,0
2004,Malaysia,NC,18, Heidfeld,Jordan Ford,34,DNF,0
2004,Malaysia,NC,4, Schumacher,Williams BMW,27,DNF,0
2004,Malaysia,NC,14, Webber,Jaguar Cosworth,23,DNF,0
2004,Bahrain,1,1, Schumacher,Ferrari,57,1:28:34.875,10
2004,Bahrain,2,2, Barrichello,Ferrari,57,+1.367s,8
2004,Bahrain,3,9, Button,BAR Honda,57,+26.687s,6
2004,Bahrain,4,7, Trulli,Renault,57,+32.214s,5
2004,Bahrain,5,10, Sato,BAR Honda,57,+52.460s,4
2004,Bahrain,6,8, Alonso,Renault,57,+53.156s,3
2004,Bahrain,7,4, Schumacher,Williams BMW,57,+58.155s,2
2004,Bahrain,8,14, Webber,Jaguar Cosworth,56,+1 lap,1
2004,Bahrain,9,17, Panis,Toyota,56,+1 lap,0
2004,Bahrain,10,16, da Matta,Toyota,56,+1 lap,0
2004,Bahrain,11,11, Fisichella,Sauber Petronas,56,+1 lap,0
2004,Bahrain,12,12, Massa,Sauber Petronas,56,+1 lap,0
2004,Bahrain,13,3, Montoya,Williams BMW,56,+1 lap,0
2004,Bahrain,14,15, Klien,Jaguar Cosworth,56,+1 lap,0
2004,Bahrain,15,18, Heidfeld,Jordan Ford,56,+1 lap,0
2004,Bahrain,16,19, Pantano,Jordan Ford,55,+2 laps,0
2004,Bahrain,17,20, Bruni,Minardi Cosworth,52,+5 laps,0
2004,Bahrain,NC,5, Coulthard,McLaren Mercedes,50,DNF,0
2004,Bahrain,NC,21, Baumgartner,Minardi Cosworth,44,DNF,0
2004,Bahrain,NC,6, Räikkönen,McLaren Mercedes,7,DNF,0
2004,San Marino,1,1, Schumacher,Ferrari,62,1:26:19.670,10
2004,San Marino,2,9, Button,BAR Honda,62,+9.702s,8
2004,San Marino,3,3, Montoya,Williams BMW,62,+21.617s,6
2004,San Marino,4,8, Alonso,Renault,62,+23.654s,5
2004,San Marino,5,7, Trulli,Renault,62,+36.216s,4
2004,San Marino,6,2, Barrichello,Ferrari,62,+36.683s,3
2004,San Marino,7,4, Schumacher,Williams BMW,62,+55.730s,2
2004,San Marino,8,6, Räikkönen,McLaren Mercedes,61,+1 lap,1
2004,San Marino,9,11, Fisichella,Sauber Petronas,61,+1 lap,0
2004,San Marino,10,12, Massa,Sauber Petronas,61,+1 lap,0
2004,San Marino,11,17, Panis,Toyota,61,+1 lap,0
2004,San Marino,12,5, Coulthard,McLaren Mercedes,61,+1 lap,0
2004,San Marino,13,14, Webber,Jaguar Cosworth,61,+1 lap,0
2004,San Marino,14,15, Klien,Jaguar Cosworth,60,+2 laps,0
2004,San Marino,15,21, Baumgartner,Minardi Cosworth,58,+4 laps,0
2004,San Marino,16,10, Sato,BAR Honda,56,DNF,0
2004,San Marino,NC,18, Heidfeld,Jordan Ford,48,DNF,0
2004,San Marino,NC,16, da Matta,Toyota,32,DNF,0
2004,San Marino,NC,20, Bruni,Minardi Cosworth,22,DNF,0
2004,San Marino,NC,19, Pantano,Jordan Ford,6,DNF,0
2004,Spain,1,1, Schumacher,Ferrari,66,1:27:32.841,10
2004,Spain,2,2, Barrichello,Ferrari,66,+13.290s,8
2004,Spain,3,7, Trulli,Renault,66,+32.294s,6
2004,Spain,4,8, Alonso,Renault,66,+32.952s,5
2004,Spain,5,10, Sato,BAR Honda,66,+42.327s,4
2004,Spain,6,4, Schumacher,Williams BMW,66,+73.804s,3
2004,Spain,7,11, Fisichella,Sauber Petronas,66,+77.108s,2
2004,Spain,8,9, Button,BAR Honda,65,+1 lap,1
2004,Spain,9,12, Massa,Sauber Petronas,65,+1 lap,0
2004,Spain,10,5, Coulthard,McLaren Mercedes,65,+1 lap,0
2004,Spain,11,6, Räikkönen,McLaren Mercedes,65,+1 lap,0
2004,Spain,12,14, Webber,Jaguar Cosworth,65,+1 lap,0
2004,Spain,13,16, da Matta,Toyota,65,+1 lap,0
2004,Spain,NC,19, Pantano,Jordan Ford,51,DNF,0
2004,Spain,NC,3, Montoya,Williams BMW,46,DNF,0
2004,Spain,NC,15, Klien,Jaguar Cosworth,43,DNF,0
2004,Spain,NC,17, Panis,Toyota,33,DNF,0
2004,Spain,NC,18, Heidfeld,Jordan Ford,33,DNF,0
2004,Spain,NC,20, Bruni,Minardi Cosworth,31,DNF,0
2004,Spain,NC,21, Baumgartner,Minardi Cosworth,17,DNF,0
2004,Monaco,1,7, Trulli,Renault,77,1:45:46.601,10
2004,Monaco,2,9, Button,BAR Honda,77,+0.497s,8
2004,Monaco,3,2, Barrichello,Ferrari,77,+75.766s,6
2004,Monaco,4,3, Montoya,Williams BMW,76,+1 lap,5
2004,Monaco,5,12, Massa,Sauber Petronas,76,+1 lap,4
2004,Monaco,6,16, da Matta,Toyota,76,+1 lap,3
2004,Monaco,7,18, Heidfeld,Jordan Ford,75,+2 laps,2
2004,Monaco,8,17, Panis,Toyota,74,+3 laps,1
2004,Monaco,9,21, Baumgartner,Minardi Cosworth,71,+6 laps,0
2004,Monaco,10,4, Schumacher,Williams BMW,69,DNF,0
2004,Monaco,NC,1, Schumacher,Ferrari,45,DNF,0
2004,Monaco,NC,8, Alonso,Renault,41,DNF,0
2004,Monaco,NC,6, Räikkönen,McLaren Mercedes,27,DNF,0
2004,Monaco,NC,20, Bruni,Minardi Cosworth,15,DNF,0
2004,Monaco,NC,19, Pantano,Jordan Ford,12,DNF,0
2004,Monaco,NC,14, Webber,Jaguar Cosworth,11,DNF,0
2004,Monaco,NC,10, Sato,BAR Honda,2,DNF,0
2004,Monaco,NC,5, Coulthard,McLaren Mercedes,2,DNF,0
2004,Monaco,NC,11, Fisichella,Sauber Petronas,2,DNF,0
2004,Monaco,NC,15, Klien,Jaguar Cosworth,0,DNF,0
2004,Europe,1,1, Schumacher,Ferrari,60,1:32:35.101,10
2004,Europe,2,2, Barrichello,Ferrari,60,+17.989s,8
2004,Europe,3,9, Button,BAR Honda,60,+22.533s,6
2004,Europe,4,7, Trulli,Renault,60,+53.673s,5
2004,Europe,5,8, Alonso,Renault,60,+60.987s,4
2004,Europe,6,11, Fisichella,Sauber Petronas,60,+73.448s,3
2004,Europe,7,14, Webber,Jaguar Cosworth,60,+76.206s,2
2004,Europe,8,3, Montoya,Williams BMW,59,+1 lap,1
2004,Europe,9,12, Massa,Sauber Petronas,59,+1 lap,0
2004,Europe,10,18, Heidfeld,Jordan Ford,59,+1 lap,0
2004,Europe,11,17, Panis,Toyota,59,+1 lap,0
