year,race,position,number,driver,car,laps,time,points
2002,Europe,16,10, Sato,Jordan Honda,58,+2 laps,0
2002,Europe,NC,24, Salo,Toyota,51,DNF,0
2002,Europe,NC,22, Yoong,Minardi Asiatech,48,DNF,0
2002,Europe,NC,16, Irvine,Jaguar Cosworth,41,DNF,0
2002,Europe,NC,6, Montoya,Williams BMW,27,DNF,0
2002,Europe,NC,3, Coulthard,McLaren Mercedes,27,DNF,0
2002,Europe,NC,9, Fisichella,Jordan Honda,26,DNF,0
2002,Great Britain,1,1, Schumacher,Ferrari,60,1:31:45.015,10
2002,Great Britain,2,2, Barrichello,Ferrari,60,+14.578s,6
2002,Great Britain,3,6, Montoya,Williams BMW,60,+31.661s,4
2002,Great Britain,4,11, Villeneuve,BAR Honda,59,+1 lap,3
2002,Great Britain,5,12, Panis,BAR Honda,59,+1 lap,2
2002,Great Britain,6,7, Heidfeld,Sauber Petronas,59,+1 lap,1
2002,Great Britain,7,9, Fisichella,Jordan Honda,59,+1 lap,0
2002,Great Britain,8,5, Schumacher,Williams BMW,59,+1 lap,0
2002,Great Britain,9,8, Massa,Sauber Petronas,59,+1 lap,0
2002,Great Britain,10,3, Coulthard,McLaren Mercedes,58,+2 laps,0
2002,Great Britain,11,17, de la Rosa,Jaguar Cosworth,58,+2 laps,0
2002,Great Britain,12,15, Button,Renault,54,DNF,0
2002,Great Britain,NC,10, Sato,Jordan Honda,50,DNF,0
2002,Great Britain,NC,4, Räikkönen,McLaren Mercedes,44,DNF,0
2002,Great Britain,NC,14, Trulli,Renault,29,DNF,0
2002,Great Britain,NC,21, Bernoldi,Arrows Cosworth,28,DNF,0
2002,Great Britain,NC,16, Irvine,Jaguar Cosworth,23,DNF,0
2002,Great Britain,NC,20, Frentzen,Arrows Cosworth,20,DNF,0
2002,Great Britain,NC,24, Salo,Toyota,15,DNF,0
2002,Great Britain,NC,23, Webber,Minardi Asiatech,9,DNF,0
2002,Great Britain,NC,25, McNish,Toyota,0,DNF,0
2002,France,1,1, Schumacher,Ferrari,72,1:32:09.837,10
2002,France,2,4, Räikkönen,McLaren Mercedes,72,+1.105s,6
2002,France,3,3, Coulthard,McLaren Mercedes,72,+31.976s,4
2002,France,4,6, Montoya,Williams BMW,72,+40.676s,3
2002,France,5,5, Schumacher,Williams BMW,72,+41.773s,2
2002,France,6,15, Button,Renault,71,+1 lap,1
2002,France,7,7, Heidfeld,Sauber Petronas,71,+1 lap,0
2002,France,8,23, Webber,Minardi Asiatech,71,+1 lap,0
2002,France,9,17, de la Rosa,Jaguar Cosworth,70,+2 laps,0
2002,France,10,22, Yoong,Minardi Asiatech,68,+4 laps,0
2002,France,11,25, McNish,Toyota,65,DNF,0
2002,France,NC,16, Irvine,Jaguar Cosworth,52,DNF,0
2002,France,NC,14, Trulli,Renault,49,DNF,0
2002,France,NC,8, Massa,Sauber Petronas,48,DNF,0
2002,France,NC,24, Salo,Toyota,48,DNF,0
2002,France,NC,11, Villeneuve,BAR Honda,35,DNF,0
2002,France,NC,12, Panis,BAR Honda,29,DNF,0
2002,France,NC,10, Sato,Jordan Honda,23,DNF,0
2002,France,NC,2, Barrichello,Ferrari,,DNS,0
2002,Germany,1,1, Schumacher,Ferrari,67,1:27:52.078,10
2002,Germany,2,6, Montoya,Williams BMW,67,+10.503s,6
2002,Germany,3,5, Schumacher,Williams BMW,67,+14.466s,4
2002,Germany,4,2, Barrichello,Ferrari,67,+23.195s,3
2002,Germany,5,3, Coulthard,McLaren Mercedes,66,+1 lap,2
2002,Germany,6,7, Heidfeld,Sauber Petronas,66,+1 lap,1
2002,Germany,7,8, Massa,Sauber Petronas,66,+1 lap,0
2002,Germany,8,10, Sato,Jordan Honda,66,+1 lap,0
2002,Germany,9,24, Salo,Toyota,66,+1 lap,0
2002,Germany,NC,9, Fisichella,Jordan Honda,59,DNF,0
2002,Germany,NC,4, Räikkönen,McLaren Mercedes,59,DNF,0
2002,Germany,NC,16, Irvine,Jaguar Cosworth,57,DNF,0
2002,Germany,NC,21, Bernoldi,Arrows Cosworth,48,DNF,0
2002,Germany,NC,12, Panis,BAR Honda,39,DNF,0
2002,Germany,NC,14, Trulli,Renault,36,DNF,0
2002,Germany,NC,11, Villeneuve,BAR Honda,27,DNF,0
2002,Germany,NC,15, Button,Renault,24,DNF,0
2002,Germany,NC,25, McNish,Toyota,23,DNF,0
2002,Germany,NC,23, Webber,Minardi Asiatech,23,DNF,0
2002,Germany,NC,20, Frentzen,Arrows Cosworth,18,DNF,0
2002,Germany,NC,17, de la Rosa,Jaguar Cosworth,0,DNF,0
2002,Hungary,1,2, Barrichello,Ferrari,77,1:41:49.001,10
2002,Hungary,2,1, Schumacher,Ferrari,77,+0.434s,6
2002,Hungary,3,5, Schumacher,Williams BMW,77,+13.355s,4
2002,Hungary,4,4, Räikkönen,McLaren Mercedes,77,+29.479s,3
2002,Hungary,5,3, Coulthard,McLaren Mercedes,77,+37.800s,2
2002,Hungary,6,9, Fisichella,Jordan Honda,77,+68.804s,1
2002,Hungary,7,8, Massa,Sauber Petronas,77,+73.612s,0
2002,Hungary,8,14, Trulli,Renault,76,+1 lap,0
2002,Hungary,9,7, Heidfeld,Sauber Petronas,76,+1 lap,0
2002,Hungary,10,10, Sato,Jordan Honda,76,+1 lap,0
2002,Hungary,11,6, Montoya,Williams BMW,76,+1 lap,0
2002,Hungary,12,12, Panis,BAR Honda,76,+1 lap,0
2002,Hungary,13,17, de la Rosa,Jaguar Cosworth,75,+2 laps,0
2002,Hungary,14,25, McNish,Toyota,75,+2 laps,0
2002,Hungary,15,24, Salo,Toyota,75,+2 laps,0
2002,Hungary,16,23, Webber,Minardi Asiatech,75,+2 laps,0
2002,Hungary,NC,22, Davidson,Minardi Asiatech,58,DNF,0
2002,Hungary,NC,15, Button,Renault,30,DNF,0
2002,Hungary,NC,16, Irvine,Jaguar Cosworth,23,DNF,0
2002,Hungary,NC,11, Villeneuve,BAR Honda,20,DNF,0
2002,Belgium,1,1, Schumacher,Ferrari,44,1:21:20.634,10
2002,Belgium,2,2, Barrichello,Ferrari,44,+1.977s,6
2002,Belgium,3,6, Montoya,Williams BMW,44,+18.445s,4
2002,Belgium,4,3, Coulthard,McLaren Mercedes,44,+19.357s,3
2002,Belgium,5,5, Schumacher,Williams BMW,44,+56.440s,2
2002,Belgium,6,16, Irvine,Jaguar Cosworth,44,+77.370s,1
2002,Belgium,7,24, Salo,Toyota,44,+77.809s,0
2002,Belgium,8,11, Villeneuve,BAR Honda,44,+79.855s,0
2002,Belgium,9,25, McNish,Toyota,43,+1 lap,0
2002,Belgium,10,7, Heidfeld,Sauber Petronas,43,+1 lap,0
2002,Belgium,11,10, Sato,Jordan Honda,43,+1 lap,0
2002,Belgium,12,12, Panis,BAR Honda,39,DNF,0
2002,Belgium,NC,9, Fisichella,Jordan Honda,38,DNF,0
2002,Belgium,NC,17, de la Rosa,Jaguar Cosworth,37,DNF,0
2002,Belgium,NC,8, Massa,Sauber Petronas,37,DNF,0
2002,Belgium,NC,4, Räikkönen,McLaren Mercedes,35,DNF,0
2002,Belgium,NC,14, Trulli,Renault,35,DNF,0
2002,Belgium,NC,22, Davidson,Minardi Asiatech,17,DNF,0
2002,Belgium,NC,15, Button,Renault,10,DNF,0
2002,Belgium,NC,23, Webber,Minardi Asiatech,4,DNF,0
2002,Italy,1,2, Barrichello,Ferrari,53,1:16:19.982,10
2002,Italy,2,1, Schumacher,Ferrari,53,+0.255s,6
2002,Italy,3,16, Irvine,Jaguar Cosworth,53,+52.579s,4
2002,Italy,4,14, Trulli,Renault,53,+58.219s,3
2002,Italy,5,15, Button,Renault,53,+67.770s,2
2002,Italy,6,12, Panis,BAR Honda,53,+68.491s,1
2002,Italy,7,3, Coulthard,McLaren Mercedes,53,+69.047s,0
2002,Italy,8,9, Fisichella,Jordan Honda,53,+70.891s,0
2002,Italy,9,11, Villeneuve,BAR Honda,53,+81.068s,0
2002,Italy,10,7, Heidfeld,Sauber Petronas,53,+82.046s,0
2002,Italy,11,24, Salo,Toyota,52,+1 lap,0
2002,Italy,12,10, Sato,Jordan Honda,52,+1 lap,0
2002,Italy,13,22, Yoong,Minardi Asiatech,47,+6 laps,0
2002,Italy,NC,6, Montoya,Williams BMW,33,DNF,0
2002,Italy,NC,4, Räikkönen,McLaren Mercedes,29,DNF,0
2002,Italy,NC,23, Webber,Minardi Asiatech,20,DNF,0
2002,Italy,NC,8, Massa,Sauber Petronas,16,DNF,0
2002,Italy,NC,17, de la Rosa,Jaguar Cosworth,15,DNF,0
2002,Italy,NC,25, McNish,Toyota,13,DNF,0
2002,Italy,NC,5, Schumacher,Williams BMW,4,DNF,0
2002,United States,1,2, Barrichello,Ferrari,73,1:31:07.934,10
2002,United States,2,1, Schumacher,Ferrari,73,+0.011s,6
2002,United States,3,3, Coulthard,McLaren Mercedes,73,+7.799s,4
2002,United States,4,6, Montoya,Williams BMW,73,+9.911s,3
2002,United States,5,14, Trulli,Renault,73,+56.847s,2
2002,United States,6,11, Villeneuve,BAR Honda,73,+58.211s,1
2002,United States,7,9, Fisichella,Jordan Honda,72,+1 lap,0
2002,United States,8,15, Button,Renault,72,+1 lap,0
2002,United States,9,7, Heidfeld,Sauber Petronas,72,+1 lap,0
2002,United States,10,16, Irvine,Jaguar Cosworth,72,+1 lap,0
2002,United States,11,10, Sato,Jordan Honda,72,+1 lap,0
2002,United States,12,12, Panis,BAR Honda,72,+1 lap,0
2002,United States,13,8, Frentzen,Sauber Petronas,71,+2 laps,0
2002,United States,14,24, Salo,Toyota,71,+2 laps,0
2002,United States,15,25, McNish,Toyota,71,+2 laps,0
2002,United States,16,5, Schumacher,Williams BMW,71,+2 laps,0
2002,United States,NC,4, Räikkönen,McLaren Mercedes,50,DNF,0
2002,United States,NC,22, Yoong,Minardi Asiatech,46,DNF,0
2002,United States,NC,23, Webber,Minardi Asiatech,38,DNF,0
2002,United States,NC,17, de la Rosa,Jaguar Cosworth,27,DNF,0
2002,Japan,1,1, Schumacher,Ferrari,53,1:26:59.698,10
2002,Japan,2,2, Barrichello,Ferrari,53,+0.506s,6
2002,Japan,3,4, Räikkönen,McLaren Mercedes,53,+23.292s,4
2002,Japan,4,6, Montoya,Williams BMW,53,+36.275s,3
2002,Japan,5,10, Sato,Jordan Honda,53,+82.694s,2
2002,Japan,6,15, Button,Renault,52,+1 lap,1
2002,Japan,7,7, Heidfeld,Sauber Petronas,52,+1 lap,0
2002,Japan,8,24, Salo,Toyota,52,+1 lap,0
2002,Japan,9,16, Irvine,Jaguar Cosworth,52,+1 lap,0
2002,Japan,10,23, Webber,Minardi Asiatech,51,+2 laps,0
2002,Japan,11,5, Schumacher,Williams BMW,48,DNF,0
2002,Japan,NC,17, de la Rosa,Jaguar Cosworth,39,DNF,0
2002,Japan,NC,9, Fisichella,Jordan Honda,37,DNF,0
2002,Japan,NC,14, Trulli,Renault,32,DNF,0
2002,Japan,NC,11, Villeneuve,BAR Honda,27,DNF,0
2002,Japan,NC,22, Yoong,Minardi Asiatech,14,DNF,0
2002,Japan,NC,12, Panis,BAR Honda,8,DNF,0
2002,Japan,NC,3, Coulthard,McLaren Mercedes,7,DNF,0
2002,Japan,NC,8, Massa,Sauber Petronas,3,DNF,0
2001,Australia,1,1, Schumacher,Ferrari,58,1:38:26.533,10
2001,Australia,2,4, Coulthard,McLaren Mercedes,58,+1.718s,6
2001,Australia,3,2, Barrichello,Ferrari,58,+33.491s,4
2001,Australia,4,16, Heidfeld,Sauber Petronas,58,+71.479s,3
2001,Australia,5,11, Frentzen,Jordan Honda,58,+72.807s,2
2001,Australia,6,17, Räikkönen,Sauber Petronas,58,+84.143s,1
2001,Australia,7,9, Panis,BAR Honda,58,+87.050s,0
2001,Australia,8,19, Burti,Jaguar Cosworth,57,+1 lap,0
2001,Australia,9,22, Alesi,Prost Acer,57,+1 lap,0
2001,Australia,10,14, Verstappen,Arrows Asiatech,57,+1 lap,0
2001,Australia,11,18, Irvine,Jaguar Cosworth,57,+1 lap,0
2001,Australia,12,21, Alonso,Minardi European,56,+2 laps,0
2001,Australia,13,7, Fisichella,Benetton Renault,55,+3 laps,0
2001,Australia,14,8, Button,Benetton Renault,52,DNF,0
2001,Australia,NC,6, Montoya,Williams BMW,40,DNF,0
2001,Australia,NC,12, Trulli,Jordan Honda,38,DNF,0
2001,Australia,NC,3, Hakkinen,McLaren Mercedes,25,DNF,0
2001,Australia,NC,5, Schumacher,Williams BMW,4,DNF,0
2001,Australia,NC,10, Villeneuve,BAR Honda,4,DNF,0
2001,Australia,NC,20, Marques,Minardi European,3,DNF,0
2001,Australia,NC,15, Bernoldi,Arrows Asiatech,2,DNF,0
2001,Australia,NC,23, Mazzacane,Prost Acer,0,DNF,0
2001,Malaysia,1,1, Schumacher,Ferrari,55,1:47:34.801,10
2001,Malaysia,2,2, Barrichello,Ferrari,55,+23.660s,6
2001,Malaysia,3,4, Coulthard,McLaren Mercedes,55,+28.555s,4
2001,Malaysia,4,11, Frentzen,Jordan Honda,55,+46.543s,3
2001,Malaysia,5,5, Schumacher,Williams BMW,55,+48.233s,2
2001,Malaysia,6,3, Hakkinen,McLaren Mercedes,55,+48.606s,1
2001,Malaysia,7,14, Verstappen,Arrows Asiatech,55,+81.560s,0
2001,Malaysia,8,12, Trulli,Jordan Honda,54,+1 lap,0
2001,Malaysia,9,22, Alesi,Prost Acer,54,+1 lap,0
2001,Malaysia,10,19, Burti,Jaguar Cosworth,54,+1 lap,0
2001,Malaysia,11,8, Button,Benetton Renault,53,+2 laps,0
2001,Malaysia,12,23, Mazzacane,Prost Acer,53,+2 laps,0
2001,Malaysia,13,21, Alonso,Minardi European,52,+3 laps,0
2001,Malaysia,14,20, Marques,Minardi European,51,+4 laps,0
2001,Malaysia,NC,7, Fisichella,Benetton Renault,31,DNF,0
2001,Malaysia,NC,10, Villeneuve,BAR Honda,3,DNF,0
2001,Malaysia,NC,16, Heidfeld,Sauber Petronas,3,DNF,0
2001,Malaysia,NC,15, Bernoldi,Arrows Asiatech,3,DNF,0
2001,Malaysia,NC,6, Montoya,Williams BMW,3,DNF,0
2001,Malaysia,NC,18, Irvine,Jaguar Cosworth,3,DNF,0
2001,Malaysia,NC,9, Panis,BAR Honda,1,DNF,0
2001,Malaysia,NC,17, Räikkönen,Sauber Petronas,0,DNF,0
2001,Brazil,1,4, Coulthard,McLaren Mercedes,71,1:39:00.834,10
2001,Brazil,2,1, Schumacher,Ferrari,71,+16.164s,6
2001,Brazil,3,16, Heidfeld,Sauber Petronas,70,+1 lap,4
2001,Brazil,4,9, Panis,BAR Honda,70,+1 lap,3
2001,Brazil,5,12, Trulli,Jordan Honda,70,+1 lap,2
2001,Brazil,6,7, Fisichella,Benetton Renault,70,+1 lap,1
2001,Brazil,7,10, Villeneuve,BAR Honda,70,+1 lap,0
2001,Brazil,8,22, Alesi,Prost Acer,70,+1 lap,0
2001,Brazil,9,20, Marques,Minardi European,68,+3 laps,0
2001,Brazil,10,8, Button,Benetton Renault,64,+7 laps,0
2001,Brazil,11,11, Frentzen,Jordan Honda,63,DNF,0
2001,Brazil,NC,17, Räikkönen,Sauber Petronas,55,DNF,0
2001,Brazil,NC,23, Mazzacane,Prost Acer,54,DNF,0
2001,Brazil,NC,5, Schumacher,Williams BMW,54,DNF,0
2001,Brazil,NC,18, Irvine,Jaguar Cosworth,52,DNF,0
2001,Brazil,NC,6, Montoya,Williams BMW,38,DNF,0
2001,Brazil,NC,14, Verstappen,Arrows Asiatech,37,DNF,0
2001,Brazil,NC,19, Burti,Jaguar Cosworth,30,DNF,0
2001,Brazil,NC,21, Alonso,Minardi European,25,DNF,0
2001,Brazil,NC,15, Bernoldi,Arrows Asiatech,15,DNF,0
2001,Brazil,NC,2, Barrichello,Ferrari,2,DNF,0
2001,Brazil,NC,3, Hakkinen,McLaren Mercedes,0,DNF,0
2001,San Marino,1,5, Schumacher,Williams BMW,62,1:30:44.817,10
2001,San Marino,2,4, Coulthard,McLaren Mercedes,62,+4.352s,6
2001,San Marino,3,2, Barrichello,Ferrari,62,+34.766s,4
2001,San Marino,4,3, Hakkinen,McLaren Mercedes,62,+36.315s,3
2001,San Marino,5,12, Trulli,Jordan Honda,62,+85.558s,2
2001,San Marino,6,11, Frentzen,Jordan Honda,61,+1 lap,1
2001,San Marino,7,16, Heidfeld,Sauber Petronas,61,+1 lap,0
2001,San Marino,8,9, Panis,BAR Honda,61,+1 lap,0
2001,San Marino,9,22, Alesi,Prost Acer,61,+1 lap,0
2001,San Marino,10,15, Bernoldi,Arrows Asiatech,60,+2 laps,0
2001,San Marino,11,19, Burti,Jaguar Cosworth,60,+2 laps,0
2001,San Marino,12,8, Button,Benetton Renault,60,+2 laps,0
2001,San Marino,NC,20, Marques,Minardi European,50,DNF,0
2001,San Marino,NC,6, Montoya,Williams BMW,48,DNF,0
2001,San Marino,NC,18, Irvine,Jaguar Cosworth,42,DNF,0
2001,San Marino,NC,7, Fisichella,Benetton Renault,31,DNF,0
2001,San Marino,NC,10, Villeneuve,BAR Honda,30,DNF,0
2001,San Marino,NC,23, Mazzacane,Prost Acer,28,DNF,0
2001,San Marino,NC,1, Schumacher,Ferrari,24,DNF,0
2001,San Marino,NC,17, Räikkönen,Sauber Petronas,17,DNF,0
2001,San Marino,NC,14, Verstappen,Arrows Asiatech,6,DNF,0
2001,San Marino,NC,21, Alonso,Minardi European,5,DNF,0
2001,Spain,1,1, Schumacher,Ferrari,65,1:31:03.305,10
2001,Spain,2,6, Montoya,Williams BMW,65,+40.738s,6
2001,Spain,3,10, Villeneuve,BAR Honda,65,+49.626s,4
2001,Spain,4,12, Trulli,Jordan Honda,65,+51.253s,3
2001,Spain,5,4, Coulthard,McLaren Mercedes,65,+51.616s,2
2001,Spain,6,16, Heidfeld,Sauber Petronas,65,+61.893s,1
2001,Spain,7,9, Panis,BAR Honda,65,+64.977s,0
2001,Spain,8,17, Räikkönen,Sauber Petronas,65,+79.808s,0
2001,Spain,9,3, Hakkinen,McLaren Mercedes,64,DNF,0
2001,Spain,10,22, Alesi,Prost Acer,64,+1 lap,0
2001,Spain,11,23, Burti,Prost Acer,64,+1 lap,0
2001,Spain,12,14, Verstappen,Arrows Asiatech,63,+2 laps,0
2001,Spain,13,21, Alonso,Minardi European,63,+2 laps,0
2001,Spain,14,7, Fisichella,Benetton Renault,63,+2 laps,0
2001,Spain,15,8, Button,Benetton Renault,62,+3 laps,0
2001,Spain,16,20, Marques,Minardi European,62,+3 laps,0
2001,Spain,NC,2, Barrichello,Ferrari,49,DNF,0
2001,Spain,NC,18, Irvine,Jaguar Cosworth,48,DNF,0
2001,Spain,NC,5, Schumacher,Williams BMW,20,DNF,0
2001,Spain,NC,15, Bernoldi,Arrows Asiatech,8,DNF,0
2001,Spain,NC,19, de la Rosa,Jaguar Cosworth,5,DNF,0
2001,Spain,NC,11, Frentzen,Jordan Honda,5,DNF,0
2001,Austria,1,4, Coulthard,McLaren Mercedes,71,1:27:45.927,10
2001,Austria,2,1, Schumacher,Ferrari,71,+2.191s,6
2001,Austria,3,2, Barrichello,Ferrari,71,+2.528s,4
2001,Austria,4,17, Räikkönen,Sauber Petronas,71,+41.594s,3
2001,Austria,5,9, Panis,BAR Honda,71,+53.776s,2
2001,Austria,6,14, Verstappen,Arrows Asiatech,70,+1 lap,1
2001,Austria,7,18, Irvine,Jaguar Cosworth,70,+1 lap,0
2001,Austria,8,10, Villeneuve,BAR Honda,70,+1 lap,0
2001,Austria,9,16, Heidfeld,Sauber Petronas,69,+2 laps,0
2001,Austria,10,22, Alesi,Prost Acer,69,+2 laps,0
2001,Austria,11,23, Burti,Prost Acer,69,+2 laps,0
2001,Austria,NC,8, Button,Benetton Renault,60,DNF,0
2001,Austria,NC,19, de la Rosa,Jaguar Cosworth,48,DNF,0
2001,Austria,NC,6, Montoya,Williams BMW,41,DNF,0
2001,Austria,NC,21, Alonso,Minardi European,38,DNF,0
2001,Austria,NC,20, Marques,Minardi European,25,DNF,0
2001,Austria,NC,15, Bernoldi,Arrows Asiatech,17,DNF,0
2001,Austria,NC,5, Schumacher,Williams BMW,10,DNF,0
2001,Austria,NC,7, Fisichella,Benetton Renault,3,DNF,0
2001,Austria,NC,3, Hakkinen,McLaren Mercedes,1,DNF,0
2001,Austria,NC,11, Frentzen,Jordan Honda,0,DNF,0
2001,Monaco,1,1, Schumacher,Ferrari,78,1:47:22.561,10
2001,Monaco,2,2, Barrichello,Ferrari,78,+0.431s,6
2001,Monaco,3,18, Irvine,Jaguar Cosworth,78,+30.698s,4
2001,Monaco,4,10, Villeneuve,BAR Honda,78,+32.454s,3
2001,Monaco,5,4, Coulthard,McLaren Mercedes,77,+1 lap,2
2001,Monaco,6,22, Alesi,Prost Acer,77,+1 lap,1
2001,Monaco,7,8, Button,Benetton Renault,77,+1 lap,0
2001,Monaco,8,14, Verstappen,Arrows Asiatech,77,+1 lap,0
2001,Monaco,9,15, Bernoldi,Arrows Asiatech,76,+2 laps,0
2001,Monaco,10,17, Räikkönen,Sauber Petronas,73,+5 laps,0
2001,Monaco,NC,5, Schumacher,Williams BMW,57,DNF,0
2001,Monaco,NC,20, Marques,Minardi European,56,DNF,0
2001,Monaco,NC,21, Alonso,Minardi European,54,DNF,0
2001,Monaco,NC,11, Frentzen,Jordan Honda,49,DNF,0
2001,Monaco,NC,7, Fisichella,Benetton Renault,43,DNF,0
2001,Monaco,NC,12, Trulli,Jordan Honda,30,DNF,0
2001,Monaco,NC,23, Burti,Prost Acer,24,DNF,0
2001,Monaco,NC,19, de la Rosa,Jaguar Cosworth,18,DNF,0
2001,Monaco,NC,3, Hakkinen,McLaren Mercedes,15,DNF,0
2001,Monaco,NC,9, Panis,BAR Honda,13,DNF,0
2001,Monaco,NC,6, Montoya,Williams BMW,2,DNF,0
2001,Monaco,NC,16, Heidfeld,Sauber Petronas,0,DNF,0
2001,Canada,1,5, Schumacher,Williams BMW,69,1:34:31.522,10
2001,Canada,2,1, Schumacher,Ferrari,69,+20.235s,6
2001,Canada,3,3, Hakkinen,McLaren Mercedes,69,+40.672s,4
2001,Canada,4,17, Räikkönen,Sauber Petronas,69,+68.115s,3
2001,Canada,5,22, Alesi,Prost Acer,69,+70.435s,2
2001,Canada,6,19, de la Rosa,Jaguar Cosworth,68,+1 lap,1
2001,Canada,7,11, Zonta,Jordan Honda,68,+1 lap,0
2001,Canada,8,23, Burti,Prost Acer,68,+1 lap,0
2001,Canada,9,20, Marques,Minardi European,66,+3 laps,0
2001,Canada,10,14, Verstappen,Arrows Asiatech,65,DNF,0
2001,Canada,11,12, Trulli,Jordan Honda,63,DNF,0
2001,Canada,NC,4, Coulthard,McLaren Mercedes,54,DNF,0
2001,Canada,NC,9, Panis,BAR Honda,38,DNF,0
2001,Canada,NC,10, Villeneuve,BAR Honda,34,DNF,0
2001,Canada,NC,15, Bernoldi,Arrows Asiatech,24,DNF,0
2001,Canada,NC,6, Montoya,Williams BMW,19,DNF,0
2001,Canada,NC,2, Barrichello,Ferrari,19,DNF,0
2001,Canada,NC,8, Button,Benetton Renault,17,DNF,0
2001,Canada,NC,21, Alonso,Minardi European,7,DNF,0
2001,Canada,NC,16, Heidfeld,Sauber Petronas,1,DNF,0
2001,Canada,NC,18, Irvine,Jaguar Cosworth,1,DNF,0
2001,Canada,NC,7, Fisichella,Benetton Renault,0,DNF,0
2001,Europe,1,1, Schumacher,Ferrari,67,1:29:42.724,10
2001,Europe,2,6, Montoya,Williams BMW,67,+4.217s,6
2001,Europe,3,4, Coulthard,McLaren Mercedes,67,+24.993s,4
2001,Europe,4,5, Schumacher,Williams BMW,67,+33.345s,3
2001,Europe,5,2, Barrichello,Ferrari,67,+45.495s,2
2001,Europe,6,3, Hakkinen,McLaren Mercedes,67,+64.868s,1
2001,Europe,7,18, Irvine,Jaguar Cosworth,67,+66.198s,0
2001,Europe,8,19, de la Rosa,Jaguar Cosworth,66,+1 lap,0
2001,Europe,9,10, Villeneuve,BAR Honda,66,+1 lap,0
2001,Europe,10,17, Räikkönen,Sauber Petronas,66,+1 lap,0
2001,Europe,11,7, Fisichella,Benetton Renault,66,+1 lap,0
2001,Europe,12,23, Burti,Prost Acer,65,+2 laps,0
2001,Europe,13,8, Button,Benetton Renault,65,+2 laps,0
2001,Europe,14,21, Alonso,Minardi European,65,+2 laps,0
2001,Europe,15,22, Alesi,Prost Acer,64,DNF,0
2001,Europe,NC,14, Verstappen,Arrows Asiatech,58,DNF,0
2001,Europe,NC,16, Heidfeld,Sauber Petronas,54,DNF,0
2001,Europe,NC,11, Frentzen,Jordan Honda,48,DNF,0
2001,Europe,NC,12, Trulli,Jordan Honda,44,DNF,0
2001,Europe,NC,15, Bernoldi,Arrows Asiatech,29,DNF,0
2001,Europe,NC,9, Panis,BAR Honda,23,DNF,0
2001,Europe,NC,20, Marques,Minardi European,7,DNF,0
2001,France,1,1, Schumacher,Ferrari,72,1:33:35.636,10
2001,France,2,5, Schumacher,Williams BMW,72,+10.399s,6
2001,France,3,2, Barrichello,Ferrari,72,+16.381s,4
2001,France,4,4, Coulthard,McLaren Mercedes,72,+17.106s,3
2001,France,5,12, Trulli,Jordan Honda,72,+68.285s,2
2001,France,6,16, Heidfeld,Sauber Petronas,71,+1 lap,1
2001,France,7,17, Räikkönen,Sauber Petronas,71,+1 lap,0
2001,France,8,11, Frentzen,Jordan Honda,71,+1 lap,0
2001,France,9,9, Panis,BAR Honda,71,+1 lap,0
2001,France,10,23, Burti,Prost Acer,71,+1 lap,0
2001,France,11,7, Fisichella,Benetton Renault,71,+1 lap,0
2001,France,12,22, Alesi,Prost Acer,70,+2 laps,0
2001,France,13,14, Verstappen,Arrows Asiatech,70,+2 laps,0
2001,France,14,19, de la Rosa,Jaguar Cosworth,70,+2 laps,0
2001,France,15,20, Marques,Minardi European,69,+3 laps,0
2001,France,16,8, Button,Benetton Renault,68,DNF,0
2001,France,17,21, Alonso,Minardi European,65,DNF,0
2001,France,NC,18, Irvine,Jaguar Cosworth,54,DNF,0
2001,France,NC,6, Montoya,Williams BMW,52,DNF,0
2001,France,NC,15, Bernoldi,Arrows Asiatech,17,DNF,0
2001,France,NC,10, Villeneuve,BAR Honda,5,DNF,0
2001,France,NC,3, Hakkinen,McLaren Mercedes,0,DNF,0
2001,Great Britain,1,3, Hakkinen,McLaren Mercedes,60,1:25:33.770,10
2001,Great Britain,2,1, Schumacher,Ferrari,60,+33.646s,6
2001,Great Britain,3,2, Barrichello,Ferrari,60,+59.280s,4
2001,Great Britain,4,6, Montoya,Williams BMW,60,+68.772s,3
2001,Great Britain,5,17, Räikkönen,Sauber Petronas,59,+1 lap,2
2001,Great Britain,6,16, Heidfeld,Sauber Petronas,59,+1 lap,1
2001,Great Britain,7,11, Frentzen,Jordan Honda,59,+1 lap,0
2001,Great Britain,8,10, Villeneuve,BAR Honda,59,+1 lap,0
2001,Great Britain,9,18, Irvine,Jaguar Cosworth,59,+1 lap,0
2001,Great Britain,10,14, Verstappen,Arrows Asiatech,58,+2 laps,0
2001,Great Britain,11,22, Alesi,Prost Acer,58,+2 laps,0
2001,Great Britain,12,19, de la Rosa,Jaguar Cosworth,58,+2 laps,0
2001,Great Britain,13,7, Fisichella,Benetton Renault,58,+2 laps,0
2001,Great Britain,14,15, Bernoldi,Arrows Asiatech,58,+2 laps,0
2001,Great Britain,15,8, Button,Benetton Renault,58,+2 laps,0
2001,Great Britain,16,21, Alonso,Minardi European,57,+3 laps,0
2001,Great Britain,NC,5, Schumacher,Williams BMW,36,DNF,0
2001,Great Britain,NC,23, Burti,Prost Acer,6,DNF,0
2001,Great Britain,NC,4, Coulthard,McLaren Mercedes,2,DNF,0
2001,Great Britain,NC,12, Trulli,Jordan Honda,0,DNF,0
