year,race,position,number,driver,car,laps,time,points
1985,San Marino,NC,27, Alboreto,,29,DNF,0
1985,San Marino,NC,9, Winkelhock,,27,DNF,0
1985,San Marino,NC,10, Alliot,,24,DNF,0
1985,San Marino,NC,6, Rosberg,,23,DNF,0
1985,San Marino,NC,26, Laffite,,22,DNF,0
1985,San Marino,NC,29, Martini,,14,DNF,0
1985,San Marino,NC,25, de Cesaris,,11,DNF,0
1985,San Marino,NC,21, Baldi,,9,DNF,0
1985,San Marino,NC,8, Hesnault,,5,DNF,0
1985,San Marino,NC,4, Bellof,,5,DNF,0
1985,San Marino,NC,17, Berger,,4,DNF,0
1985,San Marino,NC,22, Patrese,,4,DNF,0
1985,Monaco,1,2, Prost,,78,1:51:58.034,9
1985,Monaco,2,27, Alboreto,,78,+7.541s,6
1985,Monaco,3,11, de Angelis,,78,+87.171s,4
1985,Monaco,4,25, de Cesaris,,77,+1 lap,3
1985,Monaco,5,16, Warwick,,77,+1 lap,2
1985,Monaco,6,26, Laffite,,77,+1 lap,1
1985,Monaco,7,5, Mansell,,77,+1 lap,0
1985,Monaco,8,6, Rosberg,,76,+2 laps,0
1985,Monaco,9,18, Boutsen,,76,+2 laps,0
1985,Monaco,10,3, Brundle,,74,+4 laps,0
1985,Monaco,11,30, Palmer,,74,+4 laps,0
1985,Monaco,NC,1, Lauda,,17,DNF,0
1985,Monaco,NC,22, Patrese,,16,DNF,0
1985,Monaco,NC,7, Piquet,,16,DNF,0
1985,Monaco,NC,19, Fabi,,16,DNF,0
1985,Monaco,NC,12, Senna,,13,DNF,0
1985,Monaco,NC,23, Cheever,,10,DNF,0
1985,Monaco,NC,28, Johansson,,1,DNF,0
1985,Monaco,NC,15, Tambay,,,DNS,0
1985,Monaco,NC,17, Berger,,,DNS,0
1985,Canada,1,27, Alboreto,,70,1:46:01.813,9
1985,Canada,2,28, Johansson,,70,+1.957s,6
1985,Canada,3,2, Prost,,70,+4.341s,4
1985,Canada,4,6, Rosberg,,70,+27.821s,3
1985,Canada,5,11, de Angelis,,70,+43.349s,2
1985,Canada,6,5, Mansell,,70,+77.878s,1
1985,Canada,7,15, Tambay,,69,+1 lap,0
1985,Canada,8,26, Laffite,,69,+1 lap,0
1985,Canada,9,18, Boutsen,,68,+2 laps,0
1985,Canada,10,22, Patrese,,68,+2 laps,0
1985,Canada,11,4, Bellof,,68,+2 laps,0
1985,Canada,12,3, Brundle,,68,+2 laps,0
1985,Canada,13,17, Berger,,67,+3 laps,0
1985,Canada,14,25, de Cesaris,,67,+3 laps,0
1985,Canada,15,8, Surer,,67,+3 laps,0
1985,Canada,16,12, Senna,,65,+5 laps,0
1985,Canada,17,23, Cheever,,64,+6 laps,0
1985,Canada,NC,29, Martini,,57,DNF,0
1985,Canada,NC,1, Lauda,,37,DNF,0
1985,Canada,NC,24, Ghinzani,,35,DNF,0
1985,Canada,NC,10, Alliot,,28,DNF,0
1985,Canada,NC,16, Warwick,,25,DNF,0
1985,Canada,NC,9, Winkelhock,,5,DNF,0
1985,Canada,NC,19, Fabi,,3,DNF,0
1985,Canada,NC,7, Piquet,,,DNS,0
1985,Detroit,1,6, Rosberg,,63,1:55:39.851,9
1985,Detroit,2,28, Johansson,,63,+57.549s,6
1985,Detroit,3,27, Alboreto,,63,+63.170s,4
1985,Detroit,4,4, Bellof,,63,+66.225s,3
1985,Detroit,5,11, de Angelis,,63,+86.966s,2
1985,Detroit,6,7, Piquet,,62,+1 lap,1
1985,Detroit,7,18, Boutsen,,62,+1 lap,0
1985,Detroit,8,8, Surer,,62,+1 lap,0
1985,Detroit,9,23, Cheever,,61,+2 laps,0
1985,Detroit,10,25, de Cesaris,,61,+2 laps,0
1985,Detroit,11,17, Berger,,60,+3 laps,0
1985,Detroit,12,26, Laffite,,58,+5 laps,0
1985,Detroit,NC,12, Senna,,51,DNF,0
1985,Detroit,NC,3, Brundle,,30,DNF,0
1985,Detroit,NC,10, Alliot,,27,DNF,0
1985,Detroit,NC,5, Mansell,,26,DNF,0
1985,Detroit,NC,2, Prost,,19,DNF,0
1985,Detroit,NC,22, Patrese,,19,DNF,0
1985,Detroit,NC,16, Warwick,,18,DNF,0
1985,Detroit,NC,15, Tambay,,15,DNF,0
1985,Detroit,NC,29, Martini,,11,DNF,0
1985,Detroit,NC,1, Lauda,,10,DNF,0
1985,Detroit,NC,19, Fabi,,4,DNF,0
1985,Detroit,NC,9, Winkelhock,,3,DNF,0
1985,Detroit,NC,24, Ghinzani,,,DNS,0
1985,France,1,7, Piquet,,53,1:31:46.266,9
1985,France,2,6, Rosberg,,53,+6.660s,6
1985,France,3,2, Prost,,53,+9.285s,4
1985,France,4,28, Johansson,,53,+53.491s,3
1985,France,5,11, de Angelis,,53,+53.690s,2
1985,France,6,15, Tambay,,53,+75.167s,1
1985,France,7,16, Warwick,,53,+104.212s,0
1985,France,8,8, Surer,,52,+1 lap,0
1985,France,9,18, Boutsen,,52,+1 lap,0
1985,France,10,23, Cheever,,52,+1 lap,0
1985,France,11,22, Patrese,,52,+1 lap,0
1985,France,12,9, Winkelhock,,50,+3 laps,0
1985,France,13,4, Bellof,,50,+3 laps,0
1985,France,14,19, Fabi,,49,DNF,0
1985,France,15,24, Ghinzani,,49,+4 laps,0
1985,France,NC,3, Brundle,,32,DNF,0
1985,France,NC,1, Lauda,,30,DNF,0
1985,France,NC,12, Senna,,26,DNF,0
1985,France,NC,17, Berger,,20,DNF,0
1985,France,NC,29, Martini,,19,DNF,0
1985,France,NC,10, Alliot,,8,DNF,0
1985,France,NC,30, Palmer,,6,DNF,0
1985,France,NC,27, Alboreto,,5,DNF,0
1985,France,NC,25, de Cesaris,,4,DNF,0
1985,France,NC,26, Laffite,,2,DNF,0
1985,Great Britain,1,2, Prost,,65,1:18:10.436,9
1985,Great Britain,2,27, Alboreto,,64,+1 lap,6
1985,Great Britain,3,26, Laffite,,64,+1 lap,4
1985,Great Britain,4,7, Piquet,,64,+1 lap,3
1985,Great Britain,5,16, Warwick,,64,+1 lap,2
1985,Great Britain,6,8, Surer,,63,+2 laps,1
1985,Great Britain,7,3, Brundle,,63,+2 laps,0
1985,Great Britain,8,17, Berger,,63,+2 laps,0
1985,Great Britain,9,22, Patrese,,62,+3 laps,0
1985,Great Britain,10,12, Senna,,60,DNF,0
1985,Great Britain,11,4, Bellof,,59,+6 laps,0
1985,Great Britain,NC,1, Lauda,,57,DNF,0
1985,Great Britain,NC,18, Boutsen,,57,DNF,0
1985,Great Britain,NC,25, de Cesaris,,41,DNF,0
1985,Great Britain,NC,29, Martini,,38,DNF,0
1985,Great Britain,NC,11, de Angelis,,37,DNF,0
1985,Great Britain,NC,9, Winkelhock,,28,DNF,0
1985,Great Britain,NC,6, Rosberg,,21,DNF,0
1985,Great Britain,NC,5, Mansell,,17,DNF,0
1985,Great Britain,NC,23, Cheever,,17,DNF,0
1985,Great Britain,NC,30, Palmer,,6,DNF,0
1985,Great Britain,NC,19, Fabi,,4,DNF,0
1985,Great Britain,NC,28, Johansson,,1,DNF,0
1985,Great Britain,NC,10, Alliot,,,DNS,0
1985,Great Britain,NC,15, Tambay,,,DNS,0
1985,Great Britain,NC,24, Ghinzani,,,DNS,0
1985,Germany,1,27, Alboreto,,67,1:35:31.337,9
1985,Germany,2,2, Prost,,67,+11.661s,6
1985,Germany,3,26, Laffite,,67,+51.154s,4
1985,Germany,4,18, Boutsen,,67,+55.279s,3
1985,Germany,5,1, Lauda,,67,+73.972s,2
1985,Germany,6,5, Mansell,,67,+76.820s,1
1985,Germany,7,17, Berger,,66,+1 lap,0
1985,Germany,8,3, Bellof,,66,+1 lap,0
1985,Germany,9,28, Johansson,,66,+1 lap,0
1985,Germany,10,4, Brundle,,63,+4 laps,0
1985,Germany,11,29, Martini,,62,DNF,0
1985,Germany,12,6, Rosberg,,61,DNF,0
1985,Germany,NC,23, Cheever,,45,DNF,0
1985,Germany,NC,11, de Angelis,,40,DNF,0
1985,Germany,NC,24, Rothengatter,,32,DNF,0
1985,Germany,NC,19, Fabi,,29,DNF,0
1985,Germany,NC,12, Senna,,27,DNF,0
1985,Germany,NC,16, Warwick,,25,DNF,0
1985,Germany,NC,7, Piquet,,23,DNF,0
1985,Germany,NC,15, Tambay,,19,DNF,0
1985,Germany,NC,8, Surer,,15,DNF,0
1985,Germany,NC,9, Winkelhock,,8,DNF,0
1985,Germany,NC,22, Patrese,,8,DNF,0
1985,Germany,NC,14, Hesnault,,8,DNF,0
1985,Germany,NC,10, Alliot,,8,DNF,0
1985,Germany,NC,30, Palmer,,7,DNF,0
1985,Germany,NC,25, de Cesaris,,,DNS,0
1985,Austria,1,2, Prost,,52,1:20:12.583,9
1985,Austria,2,12, Senna,,52,+30.002s,6
1985,Austria,3,27, Alboreto,,52,+34.356s,4
1985,Austria,4,28, Johansson,,52,+39.073s,3
1985,Austria,5,11, de Angelis,,52,+82.092s,2
1985,Austria,6,8, Surer,,51,+1 lap,1
1985,Austria,7,3, Bellof,,49,DNF,0
1985,Austria,8,18, Boutsen,,49,+3 laps,0
1985,Austria,9,24, Rothengatter,,48,+4 laps,0
1985,Austria,10,15, Tambay,,46,DNF,0
1985,Austria,NC,26, Laffite,,43,DNF,0
1985,Austria,NC,29, Martini,,40,DNF,0
1985,Austria,NC,1, Lauda,,39,DNF,0
1985,Austria,NC,17, Berger,,33,DNF,0
1985,Austria,NC,19, Fabi,,31,DNF,0
1985,Austria,NC,16, Warwick,,29,DNF,0
1985,Austria,NC,10, Acheson,,28,DNF,0
1985,Austria,NC,7, Piquet,,26,DNF,0
1985,Austria,NC,5, Mansell,,25,DNF,0
1985,Austria,NC,22, Patrese,,25,DNF,0
1985,Austria,NC,30, Palmer,,17,DNF,0
1985,Austria,NC,9, Alliot,,16,DNF,0
1985,Austria,NC,25, de Cesaris,,13,DNF,0
1985,Austria,NC,23, Cheever,,6,DNF,0
1985,Austria,NC,6, Rosberg,,4,DNF,0
1985,Netherlands,1,1, Lauda,,70,1:32:29.263,9
1985,Netherlands,2,2, Prost,,70,+0.232s,6
1985,Netherlands,3,12, Senna,,70,+48.491s,4
1985,Netherlands,4,27, Alboreto,,70,+48.837s,3
1985,Netherlands,5,11, de Angelis,,69,+1 lap,2
1985,Netherlands,6,5, Mansell,,69,+1 lap,1
1985,Netherlands,7,3, Brundle,,69,+1 lap,0
1985,Netherlands,8,7, Piquet,,69,+1 lap,0
1985,Netherlands,9,17, Berger,,68,+2 laps,0
1985,Netherlands,10,8, Surer,,65,+5 laps,0
1985,Netherlands,NC,24, Rothengatter,,56,+14 laps,0
1985,Netherlands,NC,18, Boutsen,,54,DNF,0
1985,Netherlands,NC,9, Alliot,,52,DNF,0
1985,Netherlands,NC,4, Bellof,,39,DNF,0
1985,Netherlands,NC,16, Warwick,,27,DNF,0
1985,Netherlands,NC,25, de Cesaris,,25,DNF,0
1985,Netherlands,NC,15, Tambay,,22,DNF,0
1985,Netherlands,NC,6, Rosberg,,20,DNF,0
1985,Netherlands,NC,19, Fabi,,18,DNF,0
1985,Netherlands,NC,26, Laffite,,17,DNF,0
1985,Netherlands,NC,30, Palmer,,13,DNF,0
1985,Netherlands,NC,20, Ghinzani,,12,DNF,0
1985,Netherlands,NC,28, Johansson,,9,DNF,0
1985,Netherlands,NC,29, Martini,,1,DNF,0
1985,Netherlands,NC,23, Cheever,,1,DNF,0
1985,Netherlands,NC,22, Patrese,,1,DNF,0
1985,Italy,1,2, Prost,,51,1:17:59.451,9
1985,Italy,2,7, Piquet,,51,+51.635s,6
1985,Italy,3,12, Senna,,51,+60.390s,4
1985,Italy,4,8, Surer,,51,+60.609s,3
1985,Italy,5,28, Johansson,,50,DNF,2
1985,Italy,6,11, de Angelis,,50,+1 lap,1
1985,Italy,7,15, Tambay,,50,+1 lap,0
1985,Italy,8,3, Brundle,,50,+1 lap,0
1985,Italy,9,18, Boutsen,,50,+1 lap,0
1985,Italy,10,25, Streiff,,49,+2 laps,0
1985,Italy,11,5, Mansell,,47,DNF,0
1985,Italy,12,19, Fabi,,47,+4 laps,0
1985,Italy,13,27, Alboreto,,45,DNF,0
1985,Italy,NC,6, Rosberg,,44,DNF,0
1985,Italy,NC,26, Laffite,,40,DNF,0
1985,Italy,NC,1, Lauda,,33,DNF,0
1985,Italy,NC,22, Patrese,,31,DNF,0
1985,Italy,NC,24, Rothengatter,,26,DNF,0
1985,Italy,NC,9, Alliot,,19,DNF,0
1985,Italy,NC,17, Berger,,13,DNF,0
1985,Italy,NC,16, Warwick,,9,DNF,0
1985,Italy,NC,33, Jones,,6,DNF,0
1985,Italy,NC,23, Cheever,,3,DNF,0
1985,Italy,NC,10, Acheson,,2,DNF,0
1985,Italy,NC,29, Martini,,,DNS,0
1985,Italy,NC,20, Ghinzani,,,DNF,0
1985,Belgium,1,12, Senna,,43,1:34:19.893,9
1985,Belgium,2,5, Mansell,,43,+28.422s,6
1985,Belgium,3,2, Prost,,43,+55.109s,4
1985,Belgium,4,6, Rosberg,,43,+75.290s,3
1985,Belgium,5,7, Piquet,,42,+1 lap,2
1985,Belgium,6,16, Warwick,,42,+1 lap,1
1985,Belgium,7,17, Berger,,42,+1 lap,0
1985,Belgium,8,8, Surer,,42,+1 lap,0
1985,Belgium,9,25, Streiff,,42,+1 lap,0
1985,Belgium,10,18, Boutsen,,40,DNF,0
1985,Belgium,11,26, Laffite,,38,DNF,0
1985,Belgium,12,29, Martini,,38,+5 laps,0
1985,Belgium,13,3, Brundle,,38,+5 laps,0
1985,Belgium,NC,24, Rothengatter,,37,+6 laps,0
1985,Belgium,NC,22, Patrese,,31,DNF,0
1985,Belgium,NC,23, Cheever,,26,DNF,0
1985,Belgium,NC,15, Tambay,,24,DNF,0
1985,Belgium,NC,19, Fabi,,23,DNF,0
1985,Belgium,NC,11, de Angelis,,17,DNF,0
1985,Belgium,NC,30, Danner,,16,DNF,0
1985,Belgium,NC,9, Alliot,,10,DNF,0
1985,Belgium,NC,28, Johansson,,7,DNF,0
1985,Belgium,NC,20, Ghinzani,,7,DNF,0
1985,Belgium,NC,27, Alboreto,,3,DNF,0
1985,Europe,1,5, Mansell,,75,1:32:58.109,9
1985,Europe,2,12, Senna,,75,+21.396s,6
1985,Europe,3,6, Rosberg,,75,+58.533s,4
1985,Europe,4,2, Prost,,75,+66.121s,3
1985,Europe,5,11, de Angelis,,74,+1 lap,2
1985,Europe,6,18, Boutsen,,73,+2 laps,1
1985,Europe,7,1, Watson,,73,+2 laps,0
1985,Europe,8,25, Streiff,,73,+2 laps,0
1985,Europe,9,22, Patrese,,73,+2 laps,0
1985,Europe,10,17, Berger,,73,+2 laps,0
1985,Europe,11,23, Cheever,,73,+2 laps,0
1985,Europe,12,15, Tambay,,72,+3 laps,0
1985,Europe,NC,8, Surer,,62,DNF,0
1985,Europe,NC,28, Johansson,,59,DNF,0
1985,Europe,NC,26, Laffite,,58,DNF,0
1985,Europe,NC,30, Danner,,55,DNF,0
1985,Europe,NC,4, Capelli,,44,DNF,0
1985,Europe,NC,3, Brundle,,40,DNF,0
1985,Europe,NC,19, Fabi,,33,DNF,0
1985,Europe,NC,9, Alliot,,31,DNF,0
1985,Europe,NC,20, Ghinzani,,16,DNF,0
1985,Europe,NC,33, Jones,,13,DNF,0
1985,Europe,NC,27, Alboreto,,13,DNF,0
1985,Europe,NC,7, Piquet,,6,DNF,0
1985,Europe,NC,16, Warwick,,4,DNF,0
1985,Europe,NC,29, Martini,,3,DNF,0
1985,South Africa,1,5, Mansell,,75,1:28:22.866,9
1985,South Africa,2,6, Rosberg,,75,+7.572s,6
1985,South Africa,3,2, Prost,,74,DNF,4
1985,South Africa,4,28, Johansson,,74,+1 lap,3
1985,South Africa,5,17, Berger,,74,+1 lap,2
1985,South Africa,6,18, Boutsen,,74,+1 lap,1
1985,South Africa,7,3, Brundle,,73,+2 laps,0
1985,South Africa,NC,11, de Angelis,,52,DNF,0
1985,South Africa,NC,29, Martini,,45,DNF,0
1985,South Africa,NC,1, Lauda,,37,DNF,0
1985,South Africa,NC,4, Streiff,,16,DNF,0
1985,South Africa,NC,12, Senna,,8,DNF,0
1985,South Africa,NC,27, Alboreto,,8,DNF,0
1985,South Africa,NC,7, Piquet,,6,DNF,0
1985,South Africa,NC,20, Ghinzani,,4,DNF,0
1985,South Africa,NC,19, Fabi,,3,DNF,0
1985,South Africa,NC,8, Surer,,3,DNF,0
1985,South Africa,NC,24, Rothengatter,,1,DNF,0
1985,South Africa,NC,22, Patrese,,,DNS,0
1985,South Africa,NC,23, Cheever,,,DNS,0
1985,Australia,1,6, Rosberg,,82,2:00:40.473,9
1985,Australia,2,26, Laffite,,82,+46.130s,6
1985,Australia,3,25, Streiff,,82,+88.536s,4
1985,Australia,4,4, Capelli,,81,+1 lap,3
1985,Australia,5,28, Johansson,,81,+1 lap,2
1985,Australia,6,17, Berger,,81,+1 lap,1
1985,Australia,7,24, Rothengatter,,78,+4 laps,0
1985,Australia,8,29, Martini,,78,+4 laps,0
1985,Australia,NC,12, Senna,,62,DNF,0
1985,Australia,NC,27, Alboreto,,61,DNF,0
1985,Australia,NC,1, Lauda,,57,DNF,0
1985,Australia,NC,16, Warwick,,57,DNF,0
1985,Australia,NC,3, Brundle,,49,+33 laps,0
1985,Australia,NC,8, Surer,,42,DNF,0
1985,Australia,NC,22, Patrese,,42,DNF,0
1985,Australia,NC,19, Fabi,,40,DNF,0
1985,Australia,NC,18, Boutsen,,37,DNF,0
1985,Australia,NC,20, Ghinzani,,28,DNF,0
1985,Australia,NC,2, Prost,,26,DNF,0
1985,Australia,NC,15, Tambay,,20,DNF,0
1985,Australia,NC,33, Jones,,20,DNF,0
1985,Australia,NC,7, Piquet,,14,DNF,0
1985,Australia,NC,23, Cheever,,5,DNF,0
1985,Australia,NC,5, Mansell,,1,DNF,0
1984,Brazil,1,7, Prost,,61,1:42:34.492,9
1984,Brazil,2,6, Rosberg,,61,+40.514s,6
1984,Brazil,3,11, de Angelis,,61,+59.128s,4
1984,Brazil,4,23, Cheever,,60,+1 lap,3
1984,Brazil,5,15, Tambay,,59,DNF,2
1984,Brazil,6,18, Boutsen,,59,+2 laps,1
1984,Brazil,7,17, Surer,,59,+2 laps,0
1984,Brazil,8,10, Palmer,,58,+3 laps,0
1984,Brazil,NC,16, Warwick,,51,DNF,0
1984,Brazil,NC,26, de Cesaris,,42,DNF,0
1984,Brazil,NC,22, Patrese,,41,DNF,0
1984,Brazil,NC,8, Lauda,,38,DNF,0
1984,Brazil,NC,12, Mansell,,35,DNF,0
1984,Brazil,NC,1, Piquet,,32,DNF,0
1984,Brazil,NC,2, Fabi,,32,DNF,0
1984,Brazil,NC,28, Arnoux,,30,DNF,0
1984,Brazil,NC,24, Ghinzani,,28,DNF,0
1984,Brazil,NC,25, Hesnault,,25,DNF,0
1984,Brazil,NC,9, Alliot,,24,DNF,0
1984,Brazil,NC,20, Cecotto,,18,DNF,0
1984,Brazil,NC,5, Laffite,,15,DNF,0
1984,Brazil,NC,27, Alboreto,,14,DNF,0
1984,Brazil,NC,21, Baldi,,12,DNF,0
1984,Brazil,NC,19, Senna,,8,DNF,0
1984,South Africa,1,8, Lauda,,75,1:29:23.430,9
1984,South Africa,2,7, Prost,,75,+65.950s,6
1984,South Africa,3,16, Warwick,,74,+1 lap,4
1984,South Africa,4,22, Patrese,,73,+2 laps,3
1984,South Africa,5,26, de Cesaris,,73,+2 laps,2
1984,South Africa,6,19, Senna,,72,+3 laps,1
1984,South Africa,7,11, de Angelis,,71,+4 laps,0
1984,South Africa,8,21, Baldi,,71,+4 laps,0
1984,South Africa,9,18, Boutsen,,71,+4 laps,0
1984,South Africa,10,17, Surer,,71,+4 laps,0
1984,South Africa,11,25, Hesnault,,71,+4 laps,0
1984,South Africa,12,27, Alboreto,,70,DNF,0
1984,South Africa,NC,15, Tambay,,66,DNF,0
1984,South Africa,NC,5, Laffite,,60,DNF,0
1984,South Africa,NC,14, Winkelhock,,53,DNF,0
1984,South Africa,NC,6, Rosberg,,51,DNF,0
1984,South Africa,NC,12, Mansell,,51,DNF,0
1984,South Africa,NC,28, Arnoux,,40,DNF,0
1984,South Africa,NC,1, Piquet,,29,DNF,0
1984,South Africa,NC,20, Cecotto,,26,DNF,0
1984,South Africa,NC,9, Alliot,,24,DNF,0
1984,South Africa,NC,10, Palmer,,22,DNF,0
1984,South Africa,NC,2, Fabi,,18,DNF,0
1984,South Africa,NC,23, Cheever,,4,DNF,0
1984,Belgium,1,27, Alboreto,,70,1:36:32.048,9
1984,Belgium,2,16, Warwick,,70,+42.386s,6
1984,Belgium,3,28, Arnoux,,70,+69.803s,4
1984,Belgium,4,6, Rosberg,,69,DNF,3
1984,Belgium,5,11, de Angelis,,69,+1 lap,2
1984,Belgium,6,19, Senna,,68,+2 laps,1
1984,Belgium,7,15, Tambay,,68,+2 laps,0
1984,Belgium,8,17, Surer,,68,+2 laps,0
1984,Belgium,9,1, Piquet,,66,DNF,0
1984,Belgium,10,10, Palmer,,64,+6 laps,0
1984,Belgium,NC,21, Baldi,,53,DNF,0
1984,Belgium,NC,2, Fabi,,42,DNF,0
1984,Belgium,NC,26, de Cesaris,,42,DNF,0
1984,Belgium,NC,14, Winkelhock,,39,DNF,0
1984,Belgium,NC,8, Lauda,,35,DNF,0
1984,Belgium,NC,23, Cheever,,28,DNF,0
1984,Belgium,NC,5, Laffite,,15,DNF,0
1984,Belgium,NC,25, Hesnault,,15,DNF,0
1984,Belgium,NC,18, Boutsen,,15,DNF,0
1984,Belgium,NC,24, Ghinzani,,14,DNF,0
1984,Belgium,NC,12, Mansell,,14,DNF,0
1984,Belgium,NC,7, Prost,,5,DNF,0
1984,Belgium,NC,22, Patrese,,2,DNF,0
1984,Belgium,NC,20, Cecotto,,1,DNF,0
1984,San Marino,1,7, Prost,,60,1:36:53.679,9
1984,San Marino,2,28, Arnoux,,60,+13.416s,6
1984,San Marino,3,11, de Angelis,,59,DNF,4
1984,San Marino,4,16, Warwick,,59,+1 lap,3
1984,San Marino,5,18, Boutsen,,59,+1 lap,2
1984,San Marino,6,26, de Cesaris,,58,DNF,1
1984,San Marino,7,23, Cheever,,58,DNF,0
1984,San Marino,8,21, Baldi,,58,+2 laps,0
1984,San Marino,9,10, Palmer,,57,+3 laps,0
1984,San Marino,NC,9, Alliot,,53,DNF,0
1984,San Marino,NC,20, Cecotto,,52,DNF,0
1984,San Marino,NC,1, Piquet,,48,DNF,0
1984,San Marino,NC,2, Fabi,,48,DNF,0
1984,San Marino,NC,30, Gartner,,46,DNF,0
1984,San Marino,NC,17, Surer,,40,DNF,0
1984,San Marino,NC,14, Winkelhock,,31,DNF,0
1984,San Marino,NC,27, Alboreto,,23,DNF,0
1984,San Marino,NC,8, Lauda,,15,DNF,0
1984,San Marino,NC,5, Laffite,,11,DNF,0
1984,San Marino,NC,22, Patrese,,6,DNF,0
1984,San Marino,NC,12, Mansell,,2,DNF,0
1984,San Marino,NC,6, Rosberg,,2,DNF,0
1984,France,1,8, Lauda,,79,1:31:11.951,9
1984,France,2,15, Tambay,,79,+7.154s,6
1984,France,3,12, Mansell,,79,+23.969s,4
1984,France,4,28, Arnoux,,79,+43.706s,3
1984,France,5,11, de Angelis,,79,+66.125s,2
1984,France,6,6, Rosberg,,78,+1 lap,1
1984,France,7,7, Prost,,78,+1 lap,0
1984,France,8,5, Laffite,,78,+1 lap,0
1984,France,9,2, Fabi,,78,+1 lap,0
1984,France,10,26, de Cesaris,,77,+2 laps,0
1984,France,11,18, Boutsen,,77,+2 laps,0
1984,France,12,24, Ghinzani,,74,+5 laps,0
1984,France,13,10, Palmer,,72,+7 laps,0
1984,France,NC,21, Baldi,,61,DNF,0
1984,France,NC,16, Warwick,,53,DNF,0
1984,France,NC,17, Surer,,51,DNF,0
1984,France,NC,23, Cheever,,51,DNF,0
1984,France,NC,19, Senna,,35,DNF,0
1984,France,NC,27, Alboreto,,33,DNF,0
1984,France,NC,20, Cecotto,,22,DNF,0
1984,France,NC,22, Patrese,,15,DNF,0
1984,France,NC,1, Piquet,,11,DNF,0
1984,France,NC,14, Winkelhock,,5,DNF,0
1984,France,NC,9, Alliot,,4,DNF,0
1984,Monaco,1,7, Prost,,31,1:01:07.740,4.5
1984,Monaco,2,19, Senna,,31,+7.446s,3
1984,Monaco,3,28, Arnoux,,31,+29.077s,2
1984,Monaco,4,6, Rosberg,,31,+35.246s,1.5
1984,Monaco,5,11, de Angelis,,31,+44.439s,1
1984,Monaco,6,27, Alboreto,,30,+1 lap,0.5
1984,Monaco,7,24, Ghinzani,,30,+1 lap,0
1984,Monaco,8,5, Laffite,,30,+1 lap,0
1984,Monaco,NC,22, Patrese,,24,DNF,0
1984,Monaco,NC,8, Lauda,,23,DNF,0
1984,Monaco,NC,14, Winkelhock,,22,DNF,0
1984,Monaco,NC,12, Mansell,,15,DNF,0
1984,Monaco,NC,1, Piquet,,14,DNF,0
1984,Monaco,NC,25, Hesnault,,12,DNF,0
1984,Monaco,NC,2, Fabi,,9,DNF,0
1984,Monaco,NC,20, Cecotto,,1,DNF,0
1984,Canada,1,1, Piquet,,70,1:46:23.748,9
1984,Canada,2,8, Lauda,,70,+2.612s,6
1984,Canada,3,7, Prost,,70,+88.032s,4
1984,Canada,4,11, de Angelis,,69,+1 lap,3
1984,Canada,5,28, Arnoux,,68,+2 laps,2
1984,Canada,6,12, Mansell,,68,+2 laps,1
1984,Canada,7,19, Senna,,68,+2 laps,0
1984,Canada,8,14, Winkelhock,,68,+2 laps,0
1984,Canada,9,20, Cecotto,,68,+2 laps,0
1984,Canada,10,9, Alliot,,65,+5 laps,0
1984,Canada,11,23, Cheever,,63,DNF,0
1984,Canada,NC,17, Surer,,59,DNF,0
1984,Canada,NC,16, Warwick,,57,DNF,0
1984,Canada,NC,21, Rothengatter,,56,+14 laps,0
1984,Canada,NC,26, de Cesaris,,40,DNF,0
1984,Canada,NC,2, Fabi,,39,DNF,0
1984,Canada,NC,18, Boutsen,,38,DNF,0
1984,Canada,NC,22, Patrese,,37,DNF,0
1984,Canada,NC,6, Rosberg,,32,DNF,0
1984,Canada,NC,5, Laffite,,31,DNF,0
1984,Canada,NC,10, Thackwell,,29,DNF,0
1984,Canada,NC,24, Ghinzani,,11,DNF,0
1984,Canada,NC,27, Alboreto,,10,DNF,0
1984,Canada,NC,25, Hesnault,,7,DNF,0
1984,Detroit,1,1, Piquet,,63,1:55:41.842,9
1984,Detroit,2,11, de Angelis,,63,+32.638s,6
1984,Detroit,3,2, Fabi,,63,+86.528s,4
1984,Detroit,4,7, Prost,,63,+115.258s,3
1984,Detroit,5,5, Laffite,,62,+1 lap,2
1984,Detroit,NC,27, Alboreto,,49,DNF,0
1984,Detroit,NC,6, Rosberg,,47,DNF,0
1984,Detroit,NC,16, Warwick,,40,DNF,0
1984,Detroit,NC,15, Tambay,,33,DNF,0
1984,Detroit,NC,9, Alliot,,33,DNF,0
1984,Detroit,NC,8, Lauda,,33,DNF,0
1984,Detroit,NC,12, Mansell,,27,DNF,0
1984,Detroit,NC,18, Boutsen,,27,DNF,0
1984,Detroit,NC,26, de Cesaris,,24,DNF,0
1984,Detroit,NC,20, Cecotto,,23,DNF,0
1984,Detroit,NC,23, Cheever,,21,DNF,0
1984,Detroit,NC,19, Senna,,21,DNF,0
1984,Detroit,NC,22, Patrese,,20,DNF,0
1984,Detroit,NC,25, Hesnault,,3,DNF,0
1984,Detroit,NC,24, Ghinzani,,3,DNF,0
1984,Detroit,NC,28, Arnoux,,2,DNF,0
1984,Detroit,NC,10, Palmer,,2,DNF,0
1984,Great Britain,1,8, Lauda,,71,1:29:28.532,9
1984,Great Britain,2,16, Warwick,,71,+42.123s,6
1984,Great Britain,3,19, Senna,,71,+63.328s,4
